WikidataID,itemLabel,en_description,sitelinks
Q7921672,Vermont Agency of Agriculture Food and Markets,agriculture ministry (state agency) of Vermont (USA state),1
Q7925488,Vicksburg Fire Department,,1
Q7934133,Virginia Beach Fire Department,,1
Q7968127,Wantagh Fire Department,,0
Q7976730,Wayne Township Fire Department,,0
Q861435,Washington State Department of Corrections,law enforcement agency,3
Q938783,New Mexico Corrections Department,"responsible for prisons, probation and parole systems in New Mexico",2
Q1071617,Illinois State Toll Highway Authority,toll company,1
Q3339046,New York City Department of Correction,,4
Q3560672,Virginia Department of Corrections,,2
Q3708607,Puerto Rico Department of Transportation and Public Works,"government agency in Puerto Rico, US",3
Q3708665,Puerto Rico Department of Natural and Environmental Resources,part of the executive branch of Puerto Rico,3
Q3819598,Texas Department of Criminal Justice,department of the government of the U.S. state of Texas,4
Q4705244,Alabama Department of Corrections,"law enforcement agency in Alabama, USA",2
Q4708525,Alaska Department of Corrections,"law enforcement agency in Alaska, USA",2
Q4791291,Arizona Department of Corrections,"law enforcement agency in Arizona, USA",2
Q4791765,Arkansas Department of Corrections,"law enforcement agency in Arkansas, USA",1
Q5020415,California Department of Corrections and Rehabilitation,"Law enforcement agency in California, USA",5
Q5020500,California Gambling Control Commission,,2
Q5148784,Colorado Department of Corrections,,1
Q5161514,Connecticut Department of Correction,asssociation Correctional Department,2
Q5195474,Puerto Rico Department of Corrections and Rehabilitation,Ministry of Puerto Rico,2
Q5253278,Delaware Department of Correction,,1
Q5283414,District of Columbia Department of Corrections,agency,1
Q5461316,Florida Department of Corrections,,3
Q5987349,Idaho Department of Correction,,1
Q5999423,Illinois Department of Corrections,Illinois state prison agency,1
Q6023142,Indiana Department of Correction,,1
Q6064356,Iowa Department of Corrections,,1
Q6364964,Kansas Department of Corrections,"agency of Kansas, U.S.",2
Q6377960,New York State Department of Corrections and Community Supervision,State Department,4
Q6392223,Kentucky Department of Corrections,,1
Q6689104,Louisiana Department of Public Safety & Corrections,,1
Q6736350,Maine Department of Corrections,,1
Q6781312,Maryland Department of Public Safety and Correctional Services,"government agency of the State of Maryland, United States",1
Q6784249,Massachusetts Department of Correction,,2
Q6837523,Michigan Department of Corrections,,1
Q6868218,Minnesota Department of Corrections,,1
Q6879129,Mississippi Department of Corrections,state agency that operates prisons,2
Q6879551,Missouri Department of Corrections,"law enforcement agency in Missouri, USA",2
Q6904240,Montana Department of Corrections,,1
Q7003410,Nevada Department of Corrections,,2
Q7003434,Nevada Gaming Control Board,state gambling regulator,3
Q7008136,New Hampshire Department of Corrections,government agency in the U.S. state of New Hampshire,1
Q7080800,Ohio Department of Rehabilitation and Correction,,1
Q7082191,Oklahoma Department of Corrections,agency of the state of Oklahoma,1
Q7101168,Oregon Department of Corrections,,1
Q7163705,Pennsylvania Department of Corrections,"state agency in Pennsylvania, U.S",2
Q7320914,Rhode Island Department of Corrections,,2
Q7413995,San Francisco Department of Public Works,,2
Q7566567,South Carolina Department of Corrections,,1
Q7566960,South Dakota Department of Corrections,,1
Q7700061,Tennessee Department of Correction,"government agency in Tennessee, United States",1
Q7902343,Utah Department of Corrections,"state government agency Utah, United States, that is responsible for the management and supervision of convicted felons",2
Q7921707,Vermont Department of Corrections,American state government agency,1
Q7986844,West Virginia Division of Corrections,agency,1
Q8027155,Wisconsin Department of Corrections,Wisconsin state government department,1
Q8040325,Wyoming Department of Corrections,,1
Q8354839,Nebraska Department of Correctional Services,,2
Q15571815,Georgia Department of Corrections,"law enforcement agency in Georgia, USA",3
Q16203915,New Jersey Department of Corrections,New Jersey state prison agency,1
Q16204046,North Carolina Department of Correction,,1
Q16204057,North Dakota Department of Corrections and Rehabilitation,,1
Q17021523,Howard County Department of Corrections,,1
Q17108905,Louisville Metro Department of Corrections,,1
Q19893711,Northern Marianas Department of Corrections,,1
Q23012837,Arizona Department of Gaming,gaming control board in Arizona,2
Q100701177,Santa Fe Highway Department,branch of Santa Fe Municipal Government,0
Q105153531,South Dakota Commission on Gaming,,2
Q109938842,San Jose Public Works Department,"department of the city government of San Jose, California, United States",0
Q110252269,Cincinnati Department of Transportation & Engineering,"department of the municipal government of Cincinnati, Ohio, United States",0
Q1553390,United States Department of Justice,U.S. federal executive department,48
Q2995343,Consulate General of France in New York,,3
Q2995345,"French Consulate General, Atlanta",,2
Q2995346,"French Consulate General, San Francisco",consular representation of the French Republic in the United States,3
Q2995348,"French Consulate General, Miami",,3
Q4135353,Consulate-General of Russia in Houston,,3
Q4969853,"British Consulate-General, Dallas",,1
Q5020429,California Department of Justice,statewide investigative law enforcement agency and legal department of the California executive branch,1
Q5029905,"Canadian Consulate-General, Boston",,1
Q5100423,"Chinese Consulate-General, Los Angeles",,4
Q5164548,Consulate-General of Equatorial Guinea in Houston,,1
Q5164552,"Consulate-General of Indonesia, Houston",,3
Q5164557,Consulate-General of Russia in New York City,,3
Q5164564,"Consulate General of India, Chicago",,0
Q5164566,"Consulate General of Mexico, Dallas","diplomatic mission of Mexico in Dallas, Texas, United States",1
Q6158153,"Japanese Consulate-General, Honolulu",diplomatic facility,2
Q6158155,"Japanese Consulate-General, Houston","Japanese Consulate-General, Houston",4
Q7008145,New Hampshire Department of Justice,government agency in the U.S. state of New Hampshire,1
Q7101176,Oregon Department of Justice,,1
Q7209893,"Consulate General of Poland, Chicago",Polish consulate,3
Q7209895,Consulate General of the Republic of Poland in New York,,4
Q7258700,Puerto Rico Department of Justice,Government of Puerto Rico,1
Q7919823,"Venezuelan Consulate-General, Houston",,1
Q8026022,Winston-Salem Fire Department,,1
Q8027154,Wisconsin Department of Justice,legal entity,1
Q8058651,Youngstown Fire Department,,1
Q8469753,Houston Fire Department,,3
Q11276979,Boston Fire Department,provides fire protection and first responder emergency medical services to the city of Boston,4
Q11743075,Consulate General of the Republic of Poland in Los Angeles,,1
Q12064406,North Hudson Regional Fire and Rescue,,2
Q12789678,"Consulate General of Slovenia, Cleveland",,1
Q12789679,"Consulate General of Slovenia, New York",,1
Q14681777,Consulate General of Israel to the Pacific Northwest Region,,1
Q14708620,Muskogee Fire Department,,0
Q15229227,"Consulate-General of Japan, Detroit",diplomatic mission of Japan,2
Q15733936,San Jose Fire Department,"fire department in Santa Clara County, California, United States",2
Q16025005,"Consulate General of France, Chicago",French consulate,1
Q16247094,"Consulate General of Canada, Chicago",Canadian consulate,1
Q16250262,Falls Township Volunteer Fire Department Inc.,,1
Q16252987,Honolulu Fire Department,"fire department in Honolulu, Hawaii",1
Q16507531,Consulate-General of France in Houston,,1
Q16507532,Consulate of France in Boston,,1
Q16507584,Consulate-General of France in Los Angeles,,1
Q16507585,Consulate General of France in Washington Visa Section,,1
Q16507586,Consulate General of France in New Orleans,,1
Q16873421,West Virginia Department of Agriculture,,1
Q16892322,Hillsboro Fire Department,,2
Q16903083,West Lake Fire Department,,1
Q16951172,"Consulate-General of Japan, Atlanta","Japanese diplomatic mission in Atlanta, Georgia",2
Q16951176,"Consulate-General of Japan, Nashville","Japanese diplomatic mission in Nashville, Tennessee",1
Q16953633,Briarcliff Manor Fire Department,village volunteer fire department,2
Q16965038,Missouri Department of Agriculture,,1
Q16974423,New Jersey Department of Agriculture,,1
Q16978156,Newport Beach Fire Department,,1
Q16987386,Cincinnati Fire Department,"fire department of Cincinnati, Ohio, United States",1
Q16987808,Jacksonville Fire and Rescue Department,how it started and how it is today,1
Q16995722,Holy Jim Volunteer Fire Department,,1
Q19854364,"Consulate General of China, New York",,2
Q19854368,"Consulate General of China, Chicago",consulate of the People's Republic of China,2
Q19908634,Consulate General of the Russian Federation in Seattle,,2
Q19978223,Consulate General of Sweden in New York City,,3
Q20688008,"Chinese Consulate-General, San Francisco",,2
Q20711437,Ohio Department of Agriculture,,1
Q24060792,Georgia Department of Agriculture,,1
Q24061407,Minnesota Department of Agriculture,,1
Q28719616,Consulate General of Norway in  San Francisco,,1
Q30283743,Washington State Department of Agriculture,"government organization in Olympia, United States",1
Q52844410,Nevada Department of Agriculture,"government organization in Sparks, United States",1
Q742787,United States Department of the Navy,United States Government military department within the Department of Defense,20
Q942326,United States Department of Health and Human Services,department of the US federal government,35
Q1519761,"United States Department of Health, Education, and Welfare",defunct United States federal executive department,6
Q1754777,United States Information Agency,former government agency,17
Q4705249,Alabama Department of Public Health,,2
Q4708529,Alaska Department of Health and Social Services,,2
Q4791298,Arizona Department of Health Services,Government agency,2
Q5020533,California Health and Human Services Agency,,1
Q5684278,Hawaii Department of Health,,1
Q6682079,Los Angeles County Department of Public Health,,2
Q6784252,Massachusetts Department of Public Health,,1
Q7010176,New Mexico Department of Health,agency charged with handling all medical and health related fields within the state of New Mexico,1
Q7014077,New York State Department of Health,state department for Health Services,1
Q7054475,North Carolina Department of Health and Human Services,State government agency,2
Q7566570,South Carolina Department of Health and Environmental Control,,1
Q7934241,Virginia Department of Health,,1
Q8040326,Wyoming Department of Health,,1
Q16998977,Laguna Beach Fire Department,,1
Q17019035,Florence Fire Department,,1
Q17082395,Naperville Fire Department,,1
Q17107876,Presidio Fire Department,,1
Q17108040,Santa Barbara City Fire Department,,1
Q17108048,Santa Barbara County Fire Department,American county fire department,1
Q17108712,Saint Paul Fire Department,,1
Q17111018,Yonkers Fire Department,,2
Q17510567,Colorado Department of Public Health and Environment,,1
Q18150346,Elkridge Volunteer Fire Department,,1
Q18207821,Albany Fire Department,"fire department of Albany, New York",1
Q18349701,Hoboken Fire Department,,1
Q19864753,Anchorage Fire Department,,1
Q19866041,Fresno Fire Department,,1
Q19871826,Alameda County Fire Department,"fire department for Alameda County, California",1
Q19871916,Alexandria Fire Department,,1
Q19876222,Chesapeake Fire Department,,1
Q20050597,Lompoc Fire Department,"department for providing fire protection and emergency services for Lompoc, California",1
Q20050598,Marin County Fire Department,,1
Q20050602,San Luis Obispo County Fire Department,,1
Q20050603,San Luis Obispo Fire Department,,1
Q20050604,Santa Clara County Fire Department,"fire department in Santa Clara County, California, United States",2
Q20050605,Springfield Fire Department,,1
Q20709117,Covington Fire Department,,1
Q22061025,Mount Sinai Fire Department,,1
Q24060908,Maryland Department of Health,"health department in Maryland, USA",1
Q25001404,Portland Fire & Rescue,,2
Q25006187,"Norwalk, Connecticut Fire Department",,1
Q25327070,Upper Darby Fire Department,,1
Q28368926,Arkansas Department of Health,Government agency,1
Q28447583,Toledo Fire & Rescue Department,"fire department of the city of Toledo, Ohio, United States",1
Q30596201,Boise Fire Department,"boise, Idaho Fire Department",1
Q30638988,Loyalsock Volunteer Fire Company,"Fire Department in Loyalsock Township, Pennsylvania",1
Q48740733,Teaneck Fire Department,,1
Q49166337,Consulate General of Norway in Houston,,2
Q49167127,Consulate General of Norway in New York,,0
Q55012635,Lexington Fire Department,"fire department for Lexington, KY, US",1
Q55632465,San Bernardino County Fire Department,,1
Q56042493,"Consulate-General of Japan, Hagatna",,2
Q56337517,Consulate General of Poland in Houston,,1
Q59290382,British Consulate General Miami,British consulate,0
Q59290384,British Consulate General New York,British consulate,0
Q60751598,"Philippine Consulate General, San Francisco","diplomatic mission of the Philippines in San Francisco, United States",1
Q63616520,"Consulate General of Hungary, New York",Consulate General,0
Q65068747,Harrisburg Bureau of Fire,Fire department and rescue service,1
Q65077413,McKeesport Fire Department,,1
Q65089741,Dallas Fire-Rescue Department,,1
Q65118845,Springfield Fire Department,,1
Q67223790,Consulate General of El Salvador in San Francisco,,0
Q69999995,Consulate General of Hungary in Los Angeles,,0
Q73460158,Consulate General of El Salvador in Los Angeles,"consulate general of El Salvador in Los Angeles, California",0
Q76009740,"Consulate General of New Zealand, Honolulu","building in Honolulu, United States",0
Q76009881,"Consulate General of New Zealand, Los Angeles","building in Los Angeles, United States",0
Q84689744,"Consulate-General of Japan, Los Angeles",,2
Q84732422,Salt Lake City Fire Department,"agency responsible for fire protection and EMS agency located in Salt Lake City, Utah, United States",1
Q84760380,"Consulate-General of Japan, New York",,1
Q85782042,Long Island City Fire Department,"former fire department of Long Island City, New York",1
Q85791246,Orlando Fire Department,,1
Q90137866,"Consulate-General of Japan, Miami",,1
Q97592714,"Chinese Consulate-General, Houston","Chinese consulate in Houston, United States",6
Q98843963,Consulate General of Switzerland in San Francisco,,0
Q98844005,Consulate General of Switzerland in Atlanta,,0
Q99659048,"Consulate-General of South Korea, Los Angeles","Consulate-General in Los Angeles, United States",1
Q100817565,California Department of Health Services,,0
Q108388481,"Consulate General of Greece, San Francisco",,0
Q108756175,"Consulate General of Hungary, Chicago",,0
Q109455882,Consulate General of the Republic of Korea in Honolulu,Embassy in Hawaii,1
Q110812736,"Consulate General of Spain in San Juan, Puerto Rico",,0
Q110853416,Consulate General of Spain in New York,,0
Q427818,National Reconnaissance Office,United States intelligence agency in charge of satellite intelligence,29
Q431120,Office of Intelligence and Counterintelligence,"government organization in Washington D.C., United States",7
Q612276,Defense Intelligence Agency,military intelligence agency of the United States federal government,28
Q622899,Drug Enforcement Administration,United States federal agency,41
Q643524,Defense Counterintelligence and Security Agency,agency in the U.S. Department of Defense,5
Q646899,United States Army Space and Missile Defense Command,"government organization in Redstone Arsenal, United States",7
Q658626,Office of Strategic Services,United States intelligence agency (1942-1945),31
Q674113,United States Fish and Wildlife Service,government agency,29
Q674170,Coast Guard Intelligence,,7
Q680791,Armed Forces Entertainment,government agency,2
Q730654,Florida Department of Environmental Protection,,3
Q746186,Occupational Safety and Health Administration,United States federal government agency,15
Q749381,Defense Threat Reduction Agency,government agency,7
Q751874,Storm Prediction Center,sub-agency of the United States National Weather Service,6
Q834166,National Nuclear Security Administration,United States federal government agency,10
Q843327,Defense Logistics Agency,government agency,8
Q860051,Election Assistance Commission,government agency,4
Q861855,National Agricultural Statistics Service,statistical branch of the U.S. Department of Agriculture and a principal agency of the U.S. Federal Statistical System,5
Q867686,New Jersey Turnpike Authority,New Jersey Turnpike Authority,2
Q900525,Overseas Private Investment Corporation,government agency of the United States of America,6
Q908666,Port Authority of New York and New Jersey,transportation facility agency around New York City & New Jersey,22
Q918528,Economic Cooperation Administration,former United States government agency,6
Q942192,California Bureau of Gambling Control,government agency,3
Q967276,New York City Landmarks Preservation Commission,New York City agency charged with administering the city's Landmarks Preservation Law,9
Q1010540,Minerals Management Service,government agency,6
Q1010548,United States Bureau of Reclamation,government agency,8
Q1010549,Bureau of Ships,American former organ supervising military ships,4
Q1026794,California Air Resources Board,clean air agency in the government of California,5
Q1034699,Capitol Police Board,governing body of the United States Capitol Police,3
Q1057860,New York State Police,state police agency serving New York State,7
Q1058767,New York City Department of Transportation,agency of the government of New York City,10
Q1063818,Office of Naval Research,office within the United States Department of the Navy,8
Q1092234,Cincinnati Southern Railway,"railroad from Cincinnati to Chattanooga, Tennessee, owned by the City of Cincinnati",1
Q1137023,Council of Economic Advisers,US federal government agency,20
Q1137074,Counterintelligence Corps,intelligence agency within the United States Army (1941-1961),10
Q1141049,United States Mint,produces circulating coinage for the United States,27
Q1142111,Joint Typhoon Warning Center,joint United States Navy – United States Air Force command,21
Q1153779,National Counterterrorism Center,U.S. government organization responsible for national and international counterterrorism efforts,13
Q1182613,Defense Commissary Agency,agency of the United States Department of Defense (,7
Q1201236,Pacific Tsunami Warning Center,"one of two tsunami warning centers that are operated by NOAA, located on Ford Island, Hawaii",13
Q1296491,National Geospatial-Intelligence Agency,intelligence agency of the United States of America,20
Q1652038,National Intelligence Agency,American intelligence agency,5
Q1898356,Marine Corps Intelligence Activity,,4
Q3316848,Permanent Mission of France to the United Nations,,3
Q5351778,El Paso Intelligence Center,,1
Q5398479,Permanent Mission of Mexico to the United Nations,,3
Q7258701,Puerto Rico Department of Sports and Recreation,Government of Puerto Rico,1
Q7574594,Special Intelligence Service,covert counterintelligence branch of the United States Federal Bureau of Investigation (FBI) located in South America during World War II,3
Q7700029,Tennessee Bureau of Investigation,investigative law enforcement agency within the state of Tennessee,3
Q7863063,U.S. Army Intelligence Agency,,1
Q11422613,Permanent Mission of Canada to the United Nations,,1
Q13426940,CIA Station in Seoul,overseas station of the Central Intelligence Agency in South Korea,1
Q16850775,Joint Intelligence Center,,1
Q19601572,Cyber Threat Intelligence Integration Center,US government intelligence center,1
Q19863757,Twenty-Fifth Air Force,numbered air force of the United States Air Force responsible for intelligence forces,4
Q19937098,Permanent Mission of the Republic of Slovenia to the United Nations in New York,,1
Q22222677,Office of the Director of National Intelligence,U.S. government national security agency,2
Q54954322,Permanent Mission of India to the United Nations,Indian mission to the UN,3
Q56326903,Permanent Mission of the Russian Federation to the United Nations in New York,diplomatic mission of the Russian Federation to the United Nations with headquarters in New York,4
Q76009978,"Permanent Mission of New Zealand to the United Nations, New York","diplomatic mission in New York, United States",0
Q103899794,Permanent Mission of North Korea to the United Nations,"diplomatic mission in New York, United States",1
Q111040768,Permanent Mission of Ukraine to the United Nations,diplomatic mission of Ukraine to the United Nations,0
Q852211,United States Department of Transportation,"U.S. federal executive department overseeing highways, railroads, aviation, transit, and other modes of transportation",31
Q1266735,National Earthquake Information Center,,2
Q1267104,Bureau of Prohibition,US law enforcement agency,6
Q1284039,National Institute of Environmental Health Sciences,"U.S. research institute, part of the National Institutes of Health (NIH)",3
Q1321035,United States Sanitary Commission,"private relief agency during the American Civil War, created by federal legislation, to support sick and wounded soldiers of the United States Army (Northern)",3
Q1322743,Missile Defense Agency,government agency,17
Q1355327,Executive Office of the President of the United States,U.S. government executive agency,29
Q1384697,Export-Import Bank of the United States,American public bank,15
Q1421490,government-sponsored enterprise,type of financial services corporation created by the United States Congress,6
Q1425405,Millennium Challenge Corporation,government agency,10
Q1456861,Santa Clara Valley Transportation Authority,"Public transit operator in Santa Clara County, California",6
Q1467508,Wisconsin Department of Natural Resources,government agency,2
Q1484023,War Shipping Administration,government agency,3
Q1536750,War Production Board,government agency,11
Q1546583,presidential library,research library with the collection of a U.S. president's papers,19
Q1574977,Office of the United States Trade Representative,United States government agency,17
Q1630740,United States Office of War Information,United States government agency for information and propaganda (1942-1945),14
Q1646331,Pennsylvania Turnpike Commission,"a commission created to construct, finance, operate, and maintain the Pennsylvania Turnpike",2
Q1647715,Interstate Commerce Commission,regulatory agency in the United States created by the Interstate Commerce Act of 1887,10
Q1662471,Information Awareness Office,"government agency established by the DARPA to achieve ""Total Information Awareness""",8
Q1669423,Open Source Center,United States government center that provides analysis of open-source intelligence,3
Q1673148,United States Congress Joint Economic Committee,committee was established as a part of the Employment Act of 1946,3
Q1684791,Office of Technology Assessment,organization,6
Q1706660,"New York State Office of Parks, Recreation and Historic Preservation",New York state agency that operates state parks and historic sites,3
Q1772201,United States Court of Appeals for the Armed Forces,Federal tribunal for appeal of lower military courts,4
Q1894232,New York City Department of Parks and Recreation,governmental department responsible for maintaining public parks in New York City,11
Q1967022,National Council on Disability,government agency of the United States,3
Q1967062,National Eagle Repository,"American wildlife facility in Denver, Colorado",2
Q1967350,National Highway Traffic Safety Administration,American agency of the Executive Branch of the Department of Transportation,12
Q1967656,National Recovery Administration,New Deal agency established by President Franklin D. Roosevelt in 1933,10
Q1967781,Office of Naval Intelligence,agency of the Department of the Navy,16
Q1972225,Naval Reactors,government office responsible for operation of United States Navy's nuclear propulsion program,4
Q2015755,New York City Office of Emergency Management,local government agency,2
Q2015771,Office of Secure Transportation,US government agency,2
Q2015776,Office of Scientific and Technical Information,component of the Office of Science within the U.S. Department of Energy,4
Q2015783,Office of Strategic Influence,DoD PsyOp agency,3
Q2019506,Bureau of East Asian and Pacific Affairs,U.S. State Department division,6
Q2061000,Alaska Permanent Fund,permanent fund of oil revenues managed by the State of Alaska,14
Q2077698,United States Trade and Development Agency,government agency,5
Q2104552,National Fish Hatchery System,,3
Q2232634,United States National Economic Council,United States government agency in the Executive Office of the President,14
Q2241355,United States Lighthouse Service,former agency of the United States government,5
Q2249117,California Highway Patrol,"law enforcement agency in California, USA",13
Q3788793,Texas Highway Patrol,State law enforcement agency,4
Q4708610,Alaska State Medical Board,,1
Q6806274,Medical Board of California,,1
Q6868552,Minnesota State Patrol,,2
Q7055020,North Dakota Highway Patrol,state patrol agency for the state of North Dakota,1
Q7700091,Tennessee Highway Patrol,State police of Tennessee,2
Q7707850,Texas Medical Board,,1
Q17108018,Oregon Medical Board,,1
Q58810871,National Counterintelligence and Security Center,"U.S. government intelligence agency, part of the Office of the Director of National Intelligence",0
Q96097879,Williamsburg Fire Department,"fire department of Williamsburg, Massachusetts",0
Q96151355,New Albany Fire Department,"fire department of New Albany, Indiana",0
Q96210973,Magnolia Fire Company,"fire deparment for Magnolia, Delaware",0
Q96377363,Erie Fire Department,,1
Q96406078,South Metro Fire Rescue,fire protection district in Colorado,1
Q96411323,Tulsa Fire Department,"The fire department of Tulsa, Oklahoma",1
Q96415248,Williamsport Bureau of Fire,,1
Q96417740,Baltimore County Fire Department,,1
Q96418841,Longmont Fire Department,"fire department in Longmont, Colorado, US",1
Q96419319,Scranton Fire Department,,1
Q96419402,St. Petersburg Fire Rescue,Florida fire department,1
Q96419648,West Metro Fire Rescue,Colorado fire department,1
Q96657896,Natchitoches Fire Department,"fire station in Natchitoches, Louisiana",1
Q98520098,Santa Clara Fire Department,"fire department in Santa Clara County, California, United States",0
Q110880381,Kansas State Board of Healing Arts,,0
Q137245,"Embassy of Canada, Washington, D.C.",Canada's main diplomatic mission to the United States,9
Q324833,"Embassy of Germany, Washington",German diplomatic mission,9
Q1417550,Military Information Division,,1
Q2504323,Central Texas Regional Mobility Authority,government agency,1
Q2504347,North East Texas Regional Mobility Authority,government agency,1
Q2963322,Chicago Park District,large park district in the U.S.,3
Q3268182,National Toxicology Program,,5
Q3331518,United States Customs Service,former customs service of the United States (1789-2003),6
Q3336854,National Center for Health Statistics,government agency,4
Q3336863,National Commission on the BP Deepwater Horizon Oil Spill and Offshore Drilling,,2
Q3336900,National Interagency Fire Center,federal government building,3
Q3336902,National Labor Board,independent agency of the United States Government,2
Q3336955,National War Labor Board,US WWII government agency,5
Q3336958,National Youth Administration,,3
Q3337217,Naval Oceanographic Office,"U.S. agency that prepares and publishes maps, charts, and nautical books required in navigation",2
Q3339061,New York State Department of Environmental Conservation,New York's state-level environmental regulator,5
Q3367987,Policy Planning Staff,agency of the United States Department of State,7
Q3370543,Office of National Drug Control Policy,United States government agency,6
Q3374782,Pennsylvania Historical and Museum Commission,"state agency of Pennsylvania, United States",2
Q3392181,Federal Radio Commission,former government agency of the United States,3
Q3402412,President's Emergency Plan for AIDS Relief,organization,6
Q3402422,Presidential Commission for the Study of Bioethical Issues,,2
Q3423544,Regional Transportation Authority,transit operator and planner in Northeastern Illinois,2
Q3480437,United States Foreign Service,primary personnel system used by the diplomatic service of the United States federal government,4
