WikidataID,itemLabel,sitelinks
Q1267104,Prohibition unit,6
Q1284039,NIEHS,3
Q1284039,The National Institute of Environmental Health Sciences (NIEHS),3
Q1296491,NGA,20
Q1296491,NIMA,20
Q1296491,National Imagery and Mapping Agency,20
Q1321035,USSC,3
Q1321035,Sanitary Commission (U.S.),3
Q1321035,Sanitary Commission of the United States Army,3
Q1321035,Sanitary Committee (U.S.),3
Q1321035,Sanitation Commission (U.S.),3
Q1321035,U.S. Sanitary Commission,3
Q1322743,MDA,17
Q1355327,EOP,29
Q1355327,White House,29
Q1355327,The White House,29
Q1355327,EOPOTUS,29
Q1355327,Executive Office of the President,29
Q1456861,SCVTA,6
Q1456861,Valley Transportation Authority,6
Q1456861,VTA,6
Q1467508,Wisconsin DNR,2
Q1498457,Army Security Agency,2
Q1498457,USASA,2
Q1536750,United States War Production Board,11
Q1574977,Office of the Special Trade Representative,17
Q1574977,United States Trade Representative,17
Q1574977,USTR,17
Q1574977,ustr.gov,17
Q1630740,OWI,14
Q1772201,C.A.A.F.,4
Q1772201,USCAAF,4
Q1894232,New York (N.Y.). Department of Parks and Recreation,11
Q1894232,New York City Department of Parks & Recreation,11
Q1894232,New York City Parks and Recreation Department,11
Q1894232,New York City Parks Department,11
Q1894232,NYC Parks,11
Q1967022,NCD,3
Q1967350,NHTSA,12
Q2015755,New York City Emergency Management,2
Q2015755,NYCEM,2
Q2015771,OST,2
Q2015771,National Nuclear Security Administration Office of Secure Transportation,2
Q2015771,NNSA OST,2
Q2015776,"Department of Energy, Office of Scientific and Technical Information",4
Q2015776,OSTI,4
Q2015776,"United States Department of Energy, Office of Scientific and Technical Information",4
Q2015776,"US Department of Energy, Office of Scientific and Technical Information",4
Q2015783,OSI,3
Q2019506,EAP,6
Q2061000,APF,14
Q2232634,National Economic Council,14
Q2232634,NEC,14
Q2249117,CHP,13
Q3268182,NTP,5
Q3316848,French Mission to the United Nations,3
Q7700029,TBI,3
Q7890865,USPC,1
Q7890865,Parole Commission,1
Q7890865,U.S. Parole Commission,1
Q7890865,United States Board of Parole,1
Q13426940,CIA Station in South Korea,1
Q13426940,CIA Station Seoul,1
Q16986841,Freedom Transit,1
Q18151151,Santa Clara County Parks,1
Q18151151,Santa Clara County Parks Department,1
Q18619728,Webb County - Laredo RMA,1
Q19601572,CTIIC,1
Q19863721,Great Parks,2
Q19863721,Hamilton County Park District,2
Q22222677,ODNI,2
Q46750735,MPRB,1
Q46750735,Minneapolis Park & Recreation Board,1
Q46750735,Minneapolis Park Board,1
Q56326903,Russian Mission to the United Nations,4
Q58810871,NCSC,0
Q58810871,National Counter Intelligence and Security Center,0
Q58810871,The National Counterintelligence and Security Center,0
Q66118475,Hamilton County EMA,0
Q66118475,Hamilton County EMHSA,0
Q73460158,Consulate of El Salvador in Los Angeles,0
Q73460158,Salvadoran Consulate General in Los Angeles,0
Q84689744,Consulate-General of Japan in Los Angeles,2
Q84732422,SLCFD,1
Q84760380,Consulate-General of Japan in New York,1
Q90137866,"Consulate General of Japan, Miami",1
Q90137866,Consulate-General of Japan in Miami,1
Q96210973,Magnolia Fire Deparment,0
Q97592714,Consulate General of the People's Republic of China in Houston,6
Q97592714,Consulate-General of China in Houston,6
Q97592714,Consulate-General of the People's Republic of China in Houston,6
Q98520098,Columbia Hose Volunteer Fire Company,0
Q98843963,Swiss Consulate San Francisco,0
Q98844005,Swiss Consulate Atlanta,0
Q100817565,California State Department of Health Services,0
Q100817565,State Department of Health Services,0
Q103899794,Permanent Mission of the Democratic People's Republic of Korea to the United Nations,1
Q106760911,IDB,0
Q106760911,IDBCNO,0
Q106760911,Industrial Development Board of New Orleans,0
Q106760911,"Industrial Development Board of the City of New Orleans, LA, Inc.",0
Q108756175,Consulate General of Hungary in Chicago,0
Q108756175,Hungarian consulate in Chicago,0
Q108872078,NCPRD,0
Q108872078,North Clackamas Parks and Recreation District,0
Q110064391,Jackson CCB,0
Q3331518,U.S. Customs,6
Q3331518,U.S. Customs Service,6
Q3331518,United States Customs,6
Q3331518,US Customs,6
Q3331518,US Customs Service,6
Q3336854,NCHS,4
Q3337217,NAVOCEANO,2
Q3367987,Office of Policy Planning,7
Q3367987,Policy Planning Council,7
Q3367987,S/P,7
Q3370543,ONDCP,6
Q3370543,U.S. Office of National Drug Control Policy,6
Q3370543,United States Office of National Drug Control Policy,6
Q3370543,White House Office of National Drug Control Policy,6
Q3374782,PHMC,2
Q3402412,PEPFAR,6
Q3423544,RTA,2
Q3448657,NASA OIG,2
Q3448657,"Office of Inspector General, National Aeronautics and Space Administration",2
Q3480437,U.S. Foreign Service,4
Q3480437,Foreign Service,4
Q3480437,US Foreign Service,4
Q3492612,SPAWAR,3
Q3562735,VDAP,2
Q4116375,EBRPD,3
Q4754143,Anderson Township Park District,1
Q4998368,ECA,3
Q4998368,BECA,3
Q4998368,United States Bureau of Educational and Cultural Affairs,3
Q4998368,United States Bureau of Educational & Cultural Affairs,3
Q4998368,U.S. Department of State's Bureau of Educational and Cultural Affairs,3
Q4998368,US Department of State's Bureau of Educational and Cultural Affairs,3
Q4998408,Office of Foreign Building Operations,1
Q4998415,PRD,1
Q4998415,Bureau of Population Refugees and Migration,1
Q4998415,"Bureau of Population, Refugees and Migration",1
Q5020421,California Department of Fish and Game,3
Q5020422,CDF,8
Q5020422,CA Department of Fire Protection,8
Q5020422,CA Department of Forestry and Fire Protection,8
Q5020422,CAL FIRE,8
Q5020422,CALFIRE,8
Q5020422,California Department of Fire Protection,8
Q5020422,California Department of Forestry,8
Q5020424,California Department of Health Services,3
Q5020424,California Dept. of Health Services,3
Q5020424,California Health Care Services,3
Q5020424,California Health Services,3
Q5020426,HCD,2
Q5020426,Department of Housing and Community Development,2
Q5020436,DOR,2
Q5020436,California DOR,2
Q5020436,D O R,2
Q5020471,Energy Resources Conservation and Development Commission,2
Q5020471,State of California Energy Commission,2
Q5020478,Cal Expo,1
Q5061268,CIA Office of Inspector General,2
Q5061268,CIA OIG,2
Q5061268,"Office of Inspector General, Central Intelligence Agency",2
Q5120284,Cincinnati Board of Park Commissioners,1
Q5260339,DHS OIG,1
Q5260339,"Office of Inspector General, Department of Homeland Security",1
Q5260339,United States Department of Homeland Security Office of Inspector General,1
Q5351778,EPIC,1
Q5388326,Erie County Metropolitan Park District,1
Q5547471,GEMA,1
Q5547471,GEMA/HS,1
Q5547471,Georgia Emergency Management Agency,1
Q6806274,MBC,1
Q6806274,California Medical Board,1
Q6824663,Columbus and Franklin County Metro Parks,2
Q6824663,Columbus Metro Parks,2
Q6824663,Franklin County Metropolitan Park District,2
Q6824663,Metro Parks,2
Q6824877,Metroparks of the Toledo Area,1
Q7338468,RivCoParks,1
Q110064391,Jackson County Conservation Board,0
Q110072482,Maryland State Parks,0
Q110220393,MPB,0
Q110853416,General Consulate of Spain in New York,0
Q110880381,State Board of Healing Arts,0
Q111040768,Ukrainian Mission to the United Nations,0
Q111040768,Permanent Mission of Ukraine to the United Nations in New York,0
Q5102479,CCTA,1
Q5154898,CT,4
Q5154898,Comm Trans,4
Q5154898,SCPTBA Transit,4
Q5154898,Snohomish County Public Transportation Benefit Area Corporation,4
Q5177880,COLTS,1
Q5259601,DCTA,1
Q5316462,DATA,2
Q5316462,Durham Area Transit Authority,2
Q5369567,"Embassy of Belarus, Washington",4
Q5369567,"Embassy of Belarus, Washington DC",4
Q5369567,"Embassy of Belarus, Washington, D.C.",4
Q5369579,"Embassy of Botswana in Washington, D.C.",6
Q5369602,Embassy of Cape Verde in the United States,3
Q5369602,"Embassy of Cape Verde in Washington, D.C.",3
Q5369674,Embassy of El Salvador in the United States of America,5
Q5369674,Embassy of El Salvador in Washington D.C.,5
Q5369674,Salvadoran Embassy in the United States of America,5
Q5369674,Salvadoran Embassy in Washington D.C.,5
Q5376177,Endless Mountains Transportation Authority,1
Q5388327,EMTA,2
Q5522428,Gardena Municipal Bus Lines,1
Q5547691,GRTA,1
Q5600523,RTA,2
Q5600523,GDRTA,2
Q5600523,Greater Dayton RTA,2
Q5600523,Miami Valley Regional Transit Authority,2
Q5600523,Miami Valley RTA,2
Q5604466,GTA,1
Q5646293,HRT,1
Q5665214,Harrisburg Authority,1
Q5763656,Hillsborough Transit Authority,1
Q5763656,Hillsborough Area Regional Transit Authority,1
Q5916094,HACLA,1
Q6023124,IndiGO,1
Q6143108,MATA,6
Q6317384,Miami Dade Transit,6
Q6364652,KCATA,1
Q6411393,Metro,3
Q6411393,King County Metro Transit Department,3
Q6518871,LANTA,2
Q6724881,MTA,1
Q6824746,Kalamazoo Metro Transit,1
Q6824746,Kmetro,1
Q6824747,Metro Transit,2
Q6840978,MMVTA,1
Q6966980,Nashville Metropolitan Transit Authority,2
Q6966980,Nashville MTA,2
Q6966980,WeGo,2
Q7414072,San Francisco MTA,4
Q7414072,SFMTA,4
Q7419232,MTD,2
Q7419232,SB MTD,2
Q7571329,SORTA,3
Q7587568,SCCTD,1
Q7814150,TARTA,1
Q7834339,TANK,3
Q7889737,Department of Justice Office of the Inspector General,1
Q7889737,DOJ OIG,1
Q7889737,Justice OIG,1
Q7889737,"Office of the Inspector General, Department of Justice Office of the Inspector General",1
Q7889737,"Office of the Inspector General, United States Department of Justice Office of the Inspector General",1
Q7889743,DOL OIG,1
Q7889743,"U.S. Department of Labor, Office of Inspector General",1
Q7891188,USPS OIG,1
Q16845157,HACM,1
Q16845157,Milwaukee Housing Authority,1
Q16986373,Defense OIG,1
Q16986373,DoD OIG,1
Q16986373,DoDIG,1
Q16986373,"Office of Inspector General, Department of Defense",1
Q16986373,"Office of Inspector General, U.S. Department of Defense",1
Q16986373,"Office of the Inspector General, Department of Defense",1
Q16986373,"Office of the Inspector General, United States Department of Defense",1
Q16986373,U.S. Department of Defense Office of the Inspector General,1
Q16986373,"U.S. Department of Defense, Office of the Inspector General",1
Q30267155,OIG,0
Q30267155,NSF OIG,0
Q30288426,PGC,0
Q30288426,PGC Health Department,0
Q33121302,OIG,1
Q33121302,"U.S. Department of Energy, Office of Inspector General",1
Q33121302,Energy OIG,1
Q42205885,Board of Health of Philadelphia,0
Q49330957,Mt. Baker Ranger District,1
Q60172298,Department of the Treasury Office of Inspector General,1
Q60172298,"U.S. Department of the Treasury, Office of Inspector General",1
Q60172308,Department of the Interior Office of Inspector General,1
Q60172308,DOI OIG,1
Q60172308,"U.S. Department of the Interior, Office of Inspector General",1
Q60172315,Department of Agriculture Office of Inspector General,1
Q60172315,"Office of Inspector General, Department of Agriculture",1
Q60172315,"U.S. Department of Agriculture, Office of Inspector General",1
Q60172315,United States Department of Agriculture Office of Inspector General,1
Q60172315,USDA OIG,1
Q64245707,Lake MHA,0
Q97499658,HACA,0
Q103414713,HACE,0
Q107358719,WPFD,0
Q109389004,Ckackamas Fire,0
Q110420787,JHA,0
Q680822,AFSA,2
Q811595,HUD,29
Q811595,Department of Housing and Urban Development,29
Q811595,Housing and Urban Development Department,29
Q811595,U.S. Department of Housing and Urban Development,29
Q1683269,"Embassy of Japan in Washington, D.C.",9
Q1770892,Embassy of Algeria in Washington,7
Q1770926,Embassy of the United Arab Emirates to the United States of America,4
Q1770926,"UAE Embassy, Washington",4
Q2037863,SEPTA,17
Q2326941,MARCOM,6
Q2495435,Sentencing Commission,5
Q2495435,U.S. Sentencing Commission,5
Q2495435,USSC,5
Q2579238,The Institute of Heraldry,7
Q2579238,"The Institute of Heraldry, U.S. Army",7
Q2579238,TIOH,7
Q2579238,U.S. Army Institute of Heraldry,7
Q2579238,United States Army Institute of Heraldry,7
Q2579238,USAIOH,7
Q2671637,UN DESA,16
Q2822407,Quantico,11
Q2841817,"Embassy of Monaco in Washington, D.C.",4
Q2928358,GPO,12
Q2928358,United States Government Printing Office,12
Q2928358,Government Printing Office (U.S.),12
Q2928358,Government Publishing Office,12
Q2928358,U. S. G. P. O.,12
Q2928358,U. S. Government Printing Office,12
Q2928358,U.S. Government Printing Office,12
Q2928358,U.S. Government Publishing Office,12
Q2928358,US Government Printing Office,12
Q2928358,US GPO,12
Q2928358,USGPO,12
Q2928428,BLS,11
Q2928428,U.S. Bureau of Labor Statistics,11
Q2933412,California Public Employees' Retirement System,5
Q2933976,California State Parks,5
Q2974880,CCRB,2
Q3044723,Department of Ecology (Washington State),2
Q3044723,Washington State Department of Ecology,2
Q3055447,ESSA,3
Q3067861,FWP,10
Q3067861,WPA Federal Art Project,10
Q3120094,DCPS,6
Q3120094,D.C. Public Schools,6
Q3120094,DC Public Schools,6
Q3120094,Public Schools of the District of Columbia,6
Q3259702,Metro,11
Q3259702,MTA,11
Q3259702,LA Metro,11
Q3259702,LACMTA,11
Q3471406,MTS,4
Q3471406,SDMTS,4
Q3537637,TARC,3
Q3553869,Valley Metro Regional Public Transportation Authority,2
Q3673184,EEOC,7
Q3673184,United States Equal Employment Opportunity Commission,7
Q3704710,Defense Security Assistance Agency,8
Q7079243,Inspector General of the U.S. Agency for International Development,1
Q7079243,"Office of Inspector General, Agency for International Development",1
Q7079243,USAID OIG,1
Q7079244,DHHS OIG,1
Q7079244,HHS OIG,1
Q7079372,State OIG,1
Q7099595,OCTA,2
Q7230500,PAT,1
Q7230500,PAAC,1
Q7230500,PATransit,1
Q7235095,OmniRide,2
Q7304963,RRTA,3
Q7309183,RTD,5
Q7320944,RIPTA,1
Q7339865,RFTA,2
Q7407040,San Mateo County Transit District,4
Q3916717,"Embassy of Republic of Korea, Washington",6
Q3916717,"Embassy of Republic of Korea, Washington, D.C.",6
Q3916717,"Embassy of South Korea in Washington, D.C.",6
Q3916717,"Embassy of South Korea, Washington",6
Q3916717,"Embassy of South Korea, Washington, D.C.",6
Q3916717,Embassy of the Republic of Korea in Washington,6
Q3916717,"Embassy of the Republic of Korea in Washington, D.C.",6
Q3965367,ST,8
Q3965367,Central Puget Sound Regional Transit Authority,8
Q3965367,SoundTransit,8
Q4353850,Alameda-Contra Costa Transit District,5
Q4373983,"British Embassy, Washington",7
Q4373983,"Embassy of the United Kingdom in Washington, D.C.",7
Q4373983,British Embassy Washington,7
Q4731297,ALCOSAN,2
Q4742476,VISTA,3
Q4742476,Volunteers in Service to America,3
Q4771209,AVTA,2
Q4791292,DES,1
Q4791292,Arizona DES,1
Q4791773,DHS,2
Q4791773,Girls Industrial School,2
Q4793847,ACDA,5
Q4793847,U.S. Arms Control and Disarmament Agency,5
Q4793847,United States Arms Control and Disarmament Agency,5
Q4809647,ABAG,1
Q4816087,Housing Authority of the City of Atlanta,1
Q4828668,ASRS,2
Q4828668,ASRS Database Online,2
Q4873900,BAAQMD,1
Q4877457,BJWSA,1
Q4892231,BARTA,2
Q5005924,C-TRAN,3
Q5005924,Clark County Public Transit Benefit Area Authority,3
Q5024799,Cambria County Transit Authority,1
Q5035468,CAT,1
Q5035468,Cumberland-Dauphin-Harrisburg Transit Authority,1
Q5035474,CATA,3
Q5061543,COTA,1
Q5062227,CATA,1
Q5086235,Charlottesville Transit Service,1
Q8333,FBI,101
Q8333,F.B.I.,101
Q204711,FDA,51
Q204711,U.S. Food and Drug Administration,51
Q204711,United States Food and Drug Administration,51
Q204711,US Food and Drug Administration,51
Q204711,USFDA,51
Q194984,INS,11
Q194984,Immigration & Naturalization Service,11
Q194984,U.S. Immigration and Naturalization Service,11
Q194984,United States Immigration and Naturalization Service,11
Q194984,USINS,11
Q11224,United States Coast Guard,46
Q11224,USCG,46
Q11224,U.S. Coast Guard,46
Q11224,"United States Coast Guard, USCG",46
Q11224,US Coast Guard,46
Q117309,CTA,11
Q187954,Border Patrol,10
Q187954,U.S. Border Patrol,10
Q187954,USBP,10
Q193755,U.S. Geological Survey,48
Q193755,US Geological Survey,48
Q193755,Geological Survey,48
Q193755,USGS,48
Q193755,U. S. G. S.,48
Q193755,United States. Department of the Interior. Geological Survey,48
Q193755,United States. Dept. of the Interior. Geological Survey,48
Q214700,NOAA,42
Q434371,ATF,32
Q434371,ATFE,32
Q434371,"Bureau of Alcohol, Tobacco and Firearms",32
Q434371,"Alcohol, Tobacco, Firearms and Explosives Bureau",32
Q455289,BIS,7
Q455289,USBIS,7
Q474305,US Federal Housing Administration,6
Q476322,PHS,13
Q476322,Public Health Service,13
Q476322,U.S. Public Health Service,13
Q476322,U.S. PHS,13
Q476322,US Public Health Service,13
Q503010,FEMA,32
Q214700,National Oceanic & Atmospheric Administration,42
Q214700,United States National Oceanic and Atmospheric Administration,42
Q261788,NMFS,11
Q261788,NOAA Fisheries,11
Q261788,NOAA National Marine Fisheries Service,11
Q287331,Alhurra TV,13
Q308439,NPS,42
Q308439,National Park Service of the United States,42
Q308439,"National Park Service, NPS",42
Q308439,National Parks Service,42
Q308439,United States National Park Service,42
Q308439,United States Parks Service,42
Q335357,FAA,44
Q335357,Federal Aviation Administration USA,44
Q335357,U.S. Federal Aviation Administration,44
Q335357,United States Federal Aviation Administration,44
Q335357,US Federal Aviation Administration,44
Q368804,CBP,22
Q368804,U.S. Customs,22
Q368804,United States Customs,22
Q368804,United States Customs and Border Protection,22
Q368804,USCBP,22
Q390551,NIH,39
Q390551,National Institutes of Health (U.S.),39
Q390551,U.S. National Institutes of Health,39
Q390551,US National Institutes of Health,39
Q503010,U.S. FEMA,32
Q503010,United States Federal Emergency Management Agency,32
Q503224,USSS,38
Q503224,US Secret Service,38
Q511243,CNCS,6
Q511243,Corporation for National and Community Service,6
Q525895,GGT,4
Q583725,CDC,44
Q583725,CDC Organization,44
Q583725,Center for Disease Control,44
Q583725,Centers for Disease Control,44
Q583725,Centers for Disease Control and Prevention (CDC),44
Q583725,"Centers for Disease Control and Prevention, U.S.",44
Q583725,The CDC,44
Q583725,The Centers for Disease Control and Prevention,44
Q583725,U.S. Centers for Disease Control and Prevention,44
Q637413,Census Bureau,60
Q637413,U.S. Census Bureau,60
Q637413,US Census Bureau,60
Q841737,FRC,8
Q934866,U.S. Marshals,32
Q934866,U.S. Marshals Service,32
Q934866,USMS,32
Q943091,ICE,22
Q943091,BICE,22
Q943091,Bureau of Immigration and Customs Enforcement,22
Q943091,Immigration and Customs Enforcement,22
Q943091,United States Immigration & Customs Enforcement,22
Q943091,US Immigration & Customs Enforcement,22
Q943091,US Immigration and Customs Enforcement,22
Q943091,USICE,22
Q1140138,Muni,17
Q1140138,San Francisco Muni,17
Q1140138,SF Muni,17
Q1146109,MTA,20
Q1325591,MTA New York City Transit,16
Q1325591,NYCTA,16
Q1325591,The New York City Transit Authority,16
Q1325591,The TA,16
Q1400015,BOP,16
Q1400015,FBOP,16
Q1400015,United States Bureau of Prisons,16
Q1400015,USBOP,16
Q605702,ORI,4
Q605702,Office of Research Integrity,4
Q628807,DOL,31
Q628807,Department of Labor,31
Q628807,U.S. Department of Labor,31
Q628807,US Department of Labor,31
Q635012,AOC,10
Q1400066,U.S. Federal Reserve Police,4
Q1400066,United States Federal Reserve Police,4
Q1423792,MARTA,21
Q1431587,USACIDC,11
Q1433563,PFPA,11
Q1694727,ssrc.org,6
Q1694727,ssrc.org/,6
Q1776176,DSS,11
Q2097315,BCIS,13
Q2097315,Bureau of Citizenship and Immigration Services,13
Q2097315,Citizenship and Immigration Services,13
Q2097315,U.S. Citizenship & Immigration Services,13
Q2097315,U.S. Citizenship and Immigration Services,13
Q2097315,USCIS,13
Q2138272,RTA,2
Q2138272,NORTA,2
Q2196924,Indianapolis Public Transportation Corporation,4
Q2495322,Department of Veterans Affairs Police,3
Q2495322,U.S. Department of Veterans Affairs Police,3
Q2495411,USPIS,5
Q2495411,U.S. Postal Inspection Service,5
Q1789541,Capitol Police,17
Q1789541,U.S. Capitol Police,17
Q1789541,USCP,17
Q1891156,Forest Service,23
Q1891156,U.S. Forest Service,23
Q1891156,US Forest Service,23
Q1891156,USDA Forest Service,23
Q1891156,USFS,23
Q1935975,MCTS,2
Q2005254,The United States Park Police,10
Q5449587,FCEN,15
Q5449587,FinCEN,15
Q5973599,Internal Revenue Service Criminal Investigation Division,2
Q5973599,IRS-CI,2
Q5973599,IRS Criminal Investigation Division,2
Q6974617,National Oceanic and Atmospheric Administration Fisheries Office for Law Enforcement,1
Q6974617,National Oceanic and Atmospheric Administration Fisheries Office of Law Enforcement,1
Q6974617,NOAA Office of Law Enforcement,1
Q6974617,NOAA OLE,1
Q16932143,AmeriCorps NCCC,2
Q16932143,NCCC,2
