WikidataID,itemLabel,en_description,sitelinks
Q491136,Lee County,"county in Kentucky, United States",42
Q491479,Logan County,"county in Kentucky, United States",42
Q491831,Fulton County,"county in Kentucky, United States",44
Q491837,Carlisle County,"county in Kentucky, United States",42
Q491843,Breathitt County,"county in Kentucky, United States",42
Q491850,Clinton County,"county in Kentucky, United States",44
Q491862,Breckinridge County,"county in Kentucky, United States",42
Q491872,Ballard County,"county in Kentucky, United States",42
Q491878,Hardin County,"county in Kentucky, United States",46
Q491894,Henderson County,"county in Kentucky, United States",41
Q491899,Carroll County,"county in Kentucky, United States",43
Q491903,Casey County,"county in Kentucky, United States",42
Q491911,Hart County,"county in Kentucky, United States",42
Q491919,Franklin County,"county in Kentucky, United States",43
Q491927,Calloway County,"county in Kentucky, United States",42
Q491931,Fayette County,"county in Kentucky, United States",43
Q491936,Campbell County,"county in Kentucky, United States",42
Q491941,Bell County,"county in Kentucky, United States",42
Q491945,Bracken County,"county in Kentucky, United States",42
Q491959,Grant County,"county in Kentucky, United States",43
Q491966,Clay County,"county in Kentucky, United States",43
Q491970,Harrison County,"county in Kentucky, United States",43
Q491976,Bullitt County,"county in Kentucky, United States",42
Q491982,Caldwell County,"county in Kentucky, United States",43
Q491988,Garrard County,"county in Kentucky, United States",42
Q491991,Hancock County,"county in Kentucky, United States",42
Q491996,Boyd County,"county in Kentucky, United States",43
Q496729,Pike County,"county in Kentucky, United States",41
Q496771,Owen County,"county in Kentucky, United States",41
Q497707,Pendleton County,"county in Kentucky, United States",42
Q498028,Scott County,"county in Kentucky, United States",44
Q498058,Knott County,"county in Kentucky, United States",40
Q498066,Lincoln County,"county in Kentucky, United States",42
Q498072,Lewis County,"county in Kentucky, United States",42
Q498077,Muhlenberg County,"county in Kentucky, United States",41
Q498104,Johnson County,"county in Kentucky, United States",42
Q498116,Kenton County,"county in Kentucky, United States",42
Q498123,Menifee County,"county in Kentucky, United States",42
Q498128,LaRue County,"county in Kentucky, United States",43
Q498141,Marshall County,"county in Kentucky, United States",42
Q498148,Marion County,"county in Kentucky, United States",42
Q500654,Gallatin County,"county in Kentucky, United States",41
Q500663,Ohio County,"county in Kentucky, United States",41
Q500670,Greenup County,"county in Kentucky, United States",41
Q500674,Grayson County,"county in Kentucky, United States",41
Q500680,Hickman County,"county in Kentucky, United States",41
Q500686,Jackson County,"county in Kentucky, United States",42
Q500698,Graves County,"county in Kentucky, United States",41
Q500702,Floyd County,"county in Kentucky, United States",42
Q500711,Mercer County,"county in Kentucky, United States",42
Q500734,Henry County,"county in Kentucky, United States",43
Q500742,Edmonson County,"county in Kentucky, United States",42
Q500751,Harlan County,"county in Kentucky, United States",41
Q500767,Knox County,"county in Kentucky, United States",42
Q500776,Jefferson County,"county in Kentucky, United States",44
Q501092,Hopkins County,"county in Kentucky, United States",41
Q501172,Madison County,"county in Kentucky, United States",42
Q502707,Union County,"county in Kentucky, United States",42
Q502715,Lawrence County,"county in Kentucky, United States",41
Q502920,Todd County,"county in Kentucky, United States",41
Q502929,Washington County,"county in Kentucky, United States",43
Q502945,Simpson County,"county in Kentucky, United States",42
Q502952,Wayne County,"county in Kentucky, United States",42
Q503438,Wolfe County,"county in Kentucky, United States",42
Q503442,Woodford County,"county in Kentucky, United States",42
Q503446,Spencer County,"county in Kentucky, United States",41
Q503468,Robertson County,"county in Kentucky, United States",42
Q503495,McLean County,"county in Kentucky, United States",42
Q503501,Leslie County,"county in Kentucky, United States",41
Q503505,Morgan County,"county in Kentucky, United States",42
Q503516,Laurel County,"county in Kentucky, United States",42
Q503521,Martin County,"county in Kentucky, United States",41
Q503554,Magoffin County,"county in Kentucky, United States",41
Q503583,Nicholas County,"county in Kentucky, United States",42
Q505287,Metcalfe County,"county in Kentucky, United States",41
Q505347,Owsley County,"county in Kentucky, United States",41
Q505387,Perry County,"county in Kentucky, United States",41
Q505398,Trimble County,"county in Kentucky, United States",42
Q505411,Livingston County,"county in Kentucky, United States",41
Q505428,McCreary County,"county in Kentucky, United States",40
Q505438,Meade County,"county in Kentucky, United States",42
Q505453,Monroe County,"county in Kentucky, United States",42
Q505499,Letcher County,"county in Kentucky, United States",41
Q505510,Rowan County,"county in Kentucky, United States",42
Q110482,Emmet County,"county in Iowa, United States",42
Q110680,Dallas County,"county in Iowa, United States",43
Q110768,Adams County,"county in Iowa, United States",42
Q111235,Boone County,"county in Iowa, United States",42
Q111530,Calhoun County,"county in Iowa, United States",42
Q111859,Allamakee County,"county in Iowa, United States",42
Q111876,Cherokee County,"county in Iowa, United States",42
Q111886,Benton County,"county in Iowa, United States",43
Q111913,Audubon County,"county in Iowa, United States",42
Q111921,Appanoose County,"county in Iowa, United States",42
Q111936,Clinton County,"county in Iowa, United States of America",42
Q111946,Cerro Gordo County,"county in Iowa, United States",42
Q111957,Buena Vista County,"county in Iowa, United States of America",42
Q112069,Dickinson County,"county in northwestern Iowa, United States",43
Q112737,Warren County,"county in Iowa, United States",44
Q113201,Kossuth County,"county in Iowa, United States of America",42
Q113748,Davis County,"county in Iowa, United States",42
Q113756,Dubuque County,"county in Iowa, United States",42
Q113763,Bremer County,"county in Iowa, United States",43
Q113783,Butler County,"county in Iowa, United States",42
Q113805,Chickasaw County,"county in Iowa, United States",42
Q113815,Clayton County,"county in Iowa, United States",42
Q113823,Crawford County,"county in Iowa, United States",42
Q115281,Delaware County,"county in Iowa, United States",42
Q115298,Clarke County,"county in Iowa, United States",42
Q115316,Adair County,"county in Iowa, United States",43
Q115386,Des Moines County,"county in Iowa, United States",44
Q115396,Buchanan County,"county in Iowa, United States",42
Q115404,Madison County,"county in Iowa, United States",44
Q119372,Tama County,"county in Iowa, United States",42
Q156468,Cass County,"county in Iowa, United States",42
Q156475,Cedar County,"county in Iowa, United States",42
Q156488,Clay County,"county in Iowa, United States",43
Q156628,Black Hawk County,"county in Iowa, United States",43
Q156634,Decatur County,"county in Iowa, United States",42
Q156639,Sac County,"county in Iowa, United States",43
Q156642,Ida County,"county in Iowa, United States",42
Q156647,Howard County,"county in Iowa, United States",43
Q176068,Taylor County,"county in Iowa, United States",42
Q178281,Henry County,"county in Iowa, United States",42
Q182644,Van Buren County,"county in Iowa, United States",42
Q183135,Jefferson County,"county in Iowa, United States",43
Q240621,Page County,"county in Iowa, United States of America",42
Q249638,Winnebago County,"county in Iowa, United States",42
Q386189,Washington County,"county in Iowa, United States",44
Q430113,Carroll County,"county in Iowa, United States",42
Q483916,Wharton County,"county in Texas, United States",44
Q483937,Midland County,"county in Texas, United States of America",48
Q484183,Webb County,"county in Texas, United States",48
Q484521,Parmer County,"county in Texas, United States",45
Q484535,Jeff Davis County,"county in Texas, United States",46
Q484542,Hutchinson County,"county in Texas, United States",45
Q484551,Martin County,"county in Texas, United States",47
Q484567,Palo Pinto County,"county in Texas, United States",44
Q484570,Red River County,"county in Texas, United States",44
Q484574,Montague County,"county in Texas, United States",45
Q484586,San Saba County,"county in Texas, United States",45
Q485361,Winneshiek County,"county in Iowa, United States",42
Q485364,Story County,"county in Iowa, United States",42
Q485448,Hancock County,"county in Iowa, United States",42
Q485452,Marion County,"county in Iowa, United States",42
Q485455,Humboldt County,"county in Iowa, United States",42
Q485460,Wayne County,"county in Iowa, United States",42
Q485463,Worth County,"county in Iowa, United States",43
Q485467,Wapello County,"county in Iowa, United States",42
Q485470,Poweshiek County,"county in Iowa, United States",42
Q485474,Scott County,"county in Iowa, United States",43
Q485478,Monona County,"county in Iowa, United States",42
Q485484,Hardin County,"county in Iowa, United States",42
Q485491,Shelby County,"county in Iowa, United States of America",43
Q485710,Plymouth County,"county in Iowa, United States of America",43
Q485715,Mitchell County,"county in Iowa, United States",42
Q485720,Mills County,"county in Iowa, United States",42
Q485726,Webster County,"county in Iowa, United States",42
Q485729,Harrison County,"county in Iowa, United States",42
Q485736,Jasper County,"county in Iowa, United States",42
Q485741,Linn County,"county in Iowa, United States",44
Q485746,Johnson County,"county in Iowa, United States",43
Q485752,Ringgold County,"county in Iowa, United States",42
Q485780,Jackson County,"county in Iowa, United States",42
Q485787,Lee County,"county in Iowa, United States",43
Q485791,Lyon County,"county in Iowa, United States of America",42
Q485795,Osceola County,"county in Iowa, United States",42
Q485799,Palo Alto County,"county in Iowa, United States",42
Q485804,Lucas County,"county in Iowa, United States",42
Q485808,Polk County,"county in Iowa, United States",44
Q485910,Matagorda County,"county in Texas, United States",46
Q485912,Hood County,"county in Texas, United States",46
Q485920,Ochiltree County,"county in Texas, United States",45
Q485922,Mahaska County,"county in Iowa, United States",42
Q485926,Keokuk County,"county in Iowa, United States",42
Q485944,Union County,"county in Iowa, United States",42
Q485950,Pocahontas County,"county in Iowa, United States",42
Q485969,Montgomery County,"county in Iowa, United States",42
Q485974,Jones County,"county in Iowa, United States of America",43
Q485980,Marshall County,"county in Iowa, United States",42
Q485984,Monroe County,"county in Iowa, United States",42
Q486000,Iowa County,"county in Iowa, United States of America",42
Q486006,Woodbury County,"county in Iowa, United States",43
Q490287,Taylor County,"county in Texas, United States",45
Q108418,Cook County,"county in Illinois, United States",53
Q108798,Adams County,"county in Illinois, United States",47
Q108851,Alexander County,"county in Illinois, United States",46
Q109518,Bureau County,"county in Illinois, United States",46
Q109526,Bond County,"county in Illinois, United States",45
Q109626,DuPage County,"county in Illinois, United States",48
Q109756,Boone County,"county in Illinois, United States",46
Q109761,Brown County,"county in Illinois, United States",44
Q110187,Champaign County,"county in Illinois, United States",47
Q110325,Douglas County,"county in Illinois, United States",44
Q110417,Clay County,"county in Illinois, United States",45
Q110510,Crawford County,"county in Illinois, United States",43
Q110516,Cass County,"county in Illinois, United States",44
Q110532,Clark County,"county in Illinois, United States",44
Q110539,Cumberland County,"county in Illinois, United States",45
Q110555,Clinton County,"county in Illinois, United States",45
Q110561,Effingham County,"county in Illinois, United States",44
Q110606,Winnebago County,"county in Illinois, United States",42
Q111400,McLean County,"county in Illinois, United States",42
Q111584,Fayette County,"county in Illinois, United States",45
Q111613,DeKalb County,"county in Illinois, United States",44
Q111633,Calhoun County,"county in Illinois, United States",46
Q111672,DeWitt County,"county in Illinois, United States",44
Q111686,Christian County,"county in Illinois, United States",44
Q112137,Coles County,"county in Illinois, United States",46
Q112488,Edwards County,"county in Illinois, United States",44
Q112512,Kendall County,"county in Illinois, United States of America",44
Q112869,Pope County,"county in Illinois, United States",42
Q113079,Peoria County,"county in Illinois, United States of America",45
Q113793,Wayne County,"county in Illinois, United States",43
Q115324,Macon County,"county in Illinois, United States",43
Q115332,Gallatin County,"county in Illinois, United States",43
Q115337,Hamilton County,"county in Illinois, United States",44
Q156437,Woodford County,"county in Illinois, United States",43
Q178341,Day County,"county in South Dakota, United States of America",41
Q179954,Edmunds County,"county in South Dakota, United States of America",40
Q198529,Ziebach County,"county in South Dakota, United States of America",41
Q261380,Grundy County,"county in Illinois, United States",46
Q265079,Hancock County,"county in Illinois, United States",44
Q338939,Miner County,"county in South Dakota, United States of America",41
Q368006,McPherson County,"county in South Dakota, United States",41
Q373953,Shelby County,"county in Illinois, United States",43
Q377023,Greene County,"county in Illinois, United States",44
Q378438,Marion County,"county in Illinois, United States",44
Q389783,Johnson County,"county in Illinois, United States",43
Q426360,Tripp County,"county in South Dakota, United States of America",41
Q429814,Livingston County,"county in Illinois, United States",42
Q483942,Will County,"county in Illinois, United States",45
Q484124,Edgar County,"county in Illinois, United States",44
Q484224,Saline County,"county in Illinois, United States",43
Q484231,Bennett County,"county in South Dakota, United States",41
Q484234,Bon Homme County,"county in South Dakota, United States of America",41
Q484263,Lake County,"county in Illinois, United States",46
Q484273,Vermilion County,"county in Illinois, United States",44
Q484450,Buffalo County,"county in South Dakota, United States",41
Q484633,Aurora County,"county in South Dakota, United States",40
Q484780,Beadle County,"county in South Dakota, United States",41
Q486011,Louisa County,"county in Iowa, United States",44
Q486112,Kane County,"county in Illinois, United States",44
Q486118,Sioux County,"county in Iowa, United States",42
Q486123,Fremont County,"county in Iowa, United States",42
Q486139,Grundy County,"county in Iowa, United States",43
Q486143,Floyd County,"county in Iowa, United States",42
Q486160,Hamilton County,"county in Iowa, United States",42
Q486174,Franklin County,"county in Iowa, United States",42
Q486184,Fayette County,"county in Iowa, United States",42
Q486328,Henry County,"county in Illinois, United States",45
Q486352,Guthrie County,"county in Iowa, United States",43
Q486431,Jasper County,"county in Illinois, United States",42
Q486440,Jefferson County,"county in Illinois, United States",43
Q486444,Henderson County,"county in Illinois, United States",43
Q486448,Madison County,"county in Illinois, United States",42
Q486453,Williamson County,"county in Illinois, United States",42
Q486458,Union County,"county in Illinois, United States",44
Q486471,Jackson County,"county in Illinois, United States",43
Q486476,Massac County,"county in Illinois, United States",42
Q486486,Washington County,"county in Illinois, United States",45
Q486491,Franklin County,"county in Illinois, United States",44
Q486495,Hardin County,"county in Illinois, United States",44
Q486499,Randolph County,"county in Illinois, United States",42
Q486503,Menard County,"county in Illinois, United States",43
Q486507,St. Clair County,"county in Illinois, United States",44
Q486517,Perry County,"county in Illinois, United States",41
Q486530,Jo Daviess County,"county in Illinois, United States",42
Q486535,Wabash County,"county in Illinois, United States",42
Q486874,Ford County,"county in Illinois, United States",45
Q487003,LaSalle County,"county in Illinois, United States",43
Q487322,Piatt County,"county in Illinois, United States",44
Q487403,McHenry County,"county in Illinois, United States",44
Q487677,Pottawattamie County,"county in Iowa, United States of America",43
Q488475,Pulaski County,"county in Illinois, United States",42
Q488492,Montgomery County,"county in Illinois, United States",42
Q488505,White County,"county in Illinois, United States",42
Q488522,Monroe County,"county in Illinois, United States",43
Q488553,Carroll County,"county in Illinois, United States",45
Q488560,Ogle County,"county in Illinois, United States",44
Q488566,Greene County,"county in Iowa, United States",42
Q491390,Muscatine County,"county in Iowa, United States",43
Q491436,O'Brien County,"county in Iowa, United States",42
Q491452,Wright County,"county in Iowa, United States",42
Q111709,Christian County,"county in Kentucky, United States",42
Q113185,Boone County,"county in Kentucky, United States",44
Q117917,Lyon County,"county in Kentucky, United States",40
Q175756,Cumberland County,"county in Kentucky, United States",43
Q181967,Adair County,"county in Kentucky, United States",43
Q269164,Montgomery County,"county in Kentucky, United States",43
Q373348,Russell County,"county in Kentucky, United States",40
Q374410,Shawnee County,"county in Kansas, United States",42
Q374422,Ford County,"county in Kansas, United States",42
Q374442,Lyon County,"county in Kansas, United States",43
Q374452,Thomas County,"county in Kansas, United States",42
Q374460,Ness County,"county in Kansas, United States",42
Q374471,Wallace County,"county in Kansas, United States",42
Q374484,Kingman County,"county in Kansas, United States",40
Q374495,Graham County,"county in Kansas, United States of America",41
Q374527,Jewell County,"county in Kansas, United States",41
Q374547,Montgomery County,"county in Kansas, United States",43
Q374589,Pawnee County,"county in Kansas, United States",42
Q374604,Pratt County,"county in Kansas, United States",40
Q374626,Trego County,"county in Kansas, United States",41
Q374649,Rawlins County,"county in Kansas, United States",41
Q374663,Haskell County,"county in Kansas, United States",42
Q374765,Marion County,"county in Kansas, United States",43
Q374890,Riley County,"county in Kansas, United States",43
Q374908,Stafford County,"county in Kansas, United States",42
Q374950,Ottawa County,"county in Kansas, United States",44
Q374973,Hodgeman County,"county in Kansas, United States",40
Q374979,Johnson County,"county in Kansas, United States",44
Q374989,Franklin County,"county in Kansas, United States",43
Q375002,Osage County,"county in Kansas, United States",43
Q375008,Greenwood County,"county in Kansas, United States",42
Q375019,Harvey County,"county in Kansas, United States",43
Q375108,Sedgwick County,"county in Kansas, United States",43
Q375125,Sumner County,"county in Kansas, United States",42
Q375143,Russell County,"county in Kansas, United States",42
Q375608,Finney County,"county in Kansas, United States",42
Q375652,Wyandotte County,"county in Kansas, United States",42
Q375803,Grant County,"county in Kansas, United States",43
Q375991,Saline County,"county in Kansas, United States",44
Q375996,Neosho County,"county in Kansas, United States",41
Q376004,Gove County,"county in Kansas, United States",42
Q376024,Smith County,"county in Kansas, United States",42
Q376034,Kearny County,"county in Kansas, United States",40
Q376042,Scott County,"county in Kansas, United States",44
Q376053,Linn County,"county in Kansas, United States",42
Q376059,Ellsworth County,"county in Kansas, United States",40
Q376069,Ellis County,"county in Kansas, United States",42
Q376086,Atchison County,"county in Kansas, United States",42
Q376096,Barton County,"county in Kansas, United States of America",42
Q376106,Rice County,"county in Kansas, United States",42
Q376113,Barber County,"county in Kansas, United States",42
Q376120,Clay County,"county in Kansas, United States",43
Q376129,Chase County,"county in Kansas, United States",43
Q376136,Decatur County,"county in Kansas, United States",42
Q376175,Brown County,"county in Kansas, United States",42
Q376330,Coffey County,"county in East-Central Kansas, United States",40
Q376353,Cloud County,"county in Kansas, United States of America",41
Q376446,Chautauqua County,"county in Kansas, United States",42
Q376464,Cowley County,"county in Kansas, United States",43
Q376483,Cheyenne County,"county in Kansas, United States",42
Q376505,Butler County,"county in Kansas, United States",44
Q376527,Republic County,"county in Kansas, United States",40
Q376546,Elk County,"county in Kansas, United States",42
Q376562,Allen County,"county in Kansas, United States",43
Q376576,Dickinson County,"county in Kansas, United States",41
Q376592,Bourbon County,"county in Kansas, United States",42
Q376616,Crawford County,"county in Kansas, United States",42
Q376640,Cherokee County,"county in Kansas, United States",43
Q376703,Comanche County,"county in Kansas, United States",41
Q376729,Doniphan County,"county in Kansas, United States",42
Q376755,Clark County,"county in Kansas, United States",42
Q376764,Edwards County,"county in Kansas, United States",42
Q376776,Rush County,"county in Kansas, United States",43
Q376803,McPherson County,"county in Kansas, United States",42
Q376838,Mitchell County,"county in Kansas, United States",43
Q376849,Lane County,"county in Kansas, United States",42
Q376876,Lincoln County,"county in Kansas, United States",42
Q376899,Wabaunsee County,"county in Kansas, United States",41
Q376947,Pottawatomie County,"county in Kansas, United States",42
Q377011,Marshall County,"county in Kansas, United States",43
Q377035,Stanton County,"county in Kansas, United States",42
Q377046,Jackson County,"county in Kansas, United States",44
Q377122,Seward County,"county in Kansas, United States",42
Q377131,Greeley County,"county in Kansas, United States",41
Q377148,Geary County,"county in Kansas, United States",42
Q377157,Hamilton County,"county in Kansas, United States",43
Q377162,Norton County,"county in Kansas, United States",42
Q377171,Harper County,"county in Kansas, United States",42
Q377181,Morton County,"county in Kansas, United States",43
Q377234,Anderson County,"county in Kansas, United States",43
Q379540,Woodson County,"county in Kansas, United States",41
Q379585,Nemaha County,"county in Kansas, United States",42
Q379654,Gray County,"county in Kansas, United States",42
Q379657,Reno County,"county in Kansas, United States",41
Q379660,Leavenworth County,"county in Kansas, United States",40
Q379663,Kiowa County,"county in Kansas, United States",42
Q379665,Rooks County,"county in Kansas, United States",42
Q400747,Crittenden County,"county in Kentucky, United States",42
Q400753,Elliott County,"county in Kentucky, United States",42
Q402259,Stevens County,"county in Kansas, United States",42
Q28274,Bowman County,"county in North Dakota, United States",39
Q28283,Burleigh County,"county in North Dakota, United States",40
Q28285,Cass County,"county in North Dakota, United States",41
Q28286,Walsh County,"county in North Dakota, United States",39
Q28292,Benson County,"county in North Dakota, United States",39
Q28308,Barnes County,"county in North Dakota, United States",39
Q28311,Divide County,"county in North Dakota, United States",40
Q28316,Adams County,"county in North Dakota, United States",40
Q28321,Billings County,"county in North Dakota, United States",39
Q28488,Dickey County,"county in North Dakota, United States",39
Q28496,Williams County,"county in North Dakota, United States",41
Q28499,Morton County,"county in North Dakota, United States",41
Q28503,Dunn County,"county in North Dakota, United States",40
Q28523,Cavalier County,"county in North Dakota, United States",40
Q29118,Burke County,"county in North Dakota, United States",40
Q29124,Bottineau County,"county in North Dakota, United States",39
Q48831,Renville County,"county in North Dakota, United States",39
Q48834,Grant County,"county in North Dakota, United States",39
Q488922,Davison County,"county in South Dakota, United States of America",40
Q489062,Brown County,"county in South Dakota, United States",42
Q489069,Brookings County,"county in South Dakota, United States of America",40
Q489075,Codington County,"county in South Dakota, United States of America",40
Q489079,Corson County,"county in South Dakota, United States",40
Q489083,Clark County,"county in South Dakota, United States",41
Q489088,Brule County,"county in South Dakota, United States of America",41
Q489092,Dewey County,"county in South Dakota, United States of America",42
Q489099,Lawrence County,"county in South Dakota, United States",42
Q489106,Campbell County,"county in South Dakota, United States",41
Q489159,Charles Mix County,"county in South Dakota, United States of America",40
Q489222,Minnehaha County,"county in South Dakota, United States of America",42
Q489259,Douglas County,"county in South Dakota, United States",41
Q489265,Deuel County,"county in South Dakota, United States",42
Q489273,Clay County,"county in Clay County South Dakota, United States",43
Q489369,Haakon County,"county in South Dakota, United States of America",43
Q489620,Custer County,"county in South Dakota, United States",41
Q490498,Grant County,"county in South Dakota, United States of America",41
Q490966,Richland County,"county in Illinois, United States",42
Q490972,Whiteside County,"county in Illinois, United States",42
Q490980,Logan County,"county in Illinois, United States",43
Q490986,Jersey County,"county in Illinois, United States",41
Q490989,Morgan County,"county in Illinois, United States",44
Q490994,Sangamon County,"county in Illinois, United States",41
Q490999,Fulton County,"county in Illinois, United States",45
Q491004,Rock Island County,"county in Illinois, United States",42
Q491011,Iroquois County,"county in Illinois, United States",43
Q491017,Pike County,"county in Illinois, United States",42
Q491021,Warren County,"county in Illinois, United States",44
Q491026,Schuyler County,"county in Illinois, United States",43
Q491032,Stephenson County,"county in Illinois, United States",44
Q491035,Lee County,"county in Illinois, United States",42
Q491321,Moultrie County,"county in Illinois, United States",42
Q491343,Mason County,"county in Illinois, United States",42
Q491427,Mercer County,"county in Illinois, United States",43
Q491447,Macoupin County,"county in Illinois, United States",41
Q491463,Marshall County,"county in Illinois, United States",43
Q491470,Lawrence County,"county in Illinois, United States",43
Q491702,Hutchinson County,"county in South Dakota, United States of America",43
Q492493,Harding County,"county in South Dakota, United States",42
Q493450,Yankton County,"county in South Dakota, United States",41
Q494485,Kankakee County,"county in Illinois, United States",42
Q494552,Knox County,"county in Illinois, United States",45
Q494560,Tazewell County,"county in Illinois, United States",42
Q494579,Putnam County,"county in Illinois, United States",44
Q494764,Walworth County,"county in South Dakota, United States",42
Q495191,Potter County,"county in South Dakota, United States",41
Q495195,Perkins County,"county in South Dakota, United States of America",42
Q495198,Marshall County,"county in South Dakota, United States",42
Q495201,Oglala Lakota County,"county in South Dakota, United States",41
Q495209,Lincoln County,"county in South Dakota, United States",42
Q495216,Union County,"county in South Dakota, United States",42
Q495219,Moody County,"county in South Dakota, United States of America",40
Q495223,Hamlin County,"county in South Dakota, United States of America",40
Q495229,Sanborn County,"county in South Dakota, United States of America",40
Q495234,Gregory County,"county in South Dakota, United States of America",41
Q495239,Spink County,"county in South Dakota, United States of America",40
Q495246,Lake County,"county in South Dakota, United States",41
