WikidataID,itemLabel,sitelinks
Q111946,"Cerro Gordo County, Iowa",42
Q111957,"Buena Vista County, Iowa",42
Q112069,"Dickinson County, Iowa",43
Q112078,"Hemphill County, Texas",45
Q112086,"Randall County, Texas",45
Q112115,"Hopkins County, Texas",45
Q112125,"Marion County, Texas",45
Q112793,"Henderson County, Texas",47
Q112869,"Pope County, Illinois",42
Q112882,"Swisher County, Texas",45
Q113079,Peoria,45
Q113079,County of Peoria,45
Q113079,"Peoria County, Illinois",45
Q113096,"Titus County, Texas",44
Q113117,"Madison County, Texas",45
Q113132,"San Patricio County, Texas",45
Q113185,"Boone County, Kentucky",44
Q113201,"Kossuth County, Iowa",42
Q113293,"Potter County, Texas",45
Q113313,"Lamar County, Texas",45
Q113375,"Polk County, Texas",45
Q113396,"Tom Green County, Texas",46
Q113748,"Davis County, Iowa",42
Q113756,"Dubuque County, Iowa",42
Q113763,"Bremer County, Iowa",43
Q113783,"Butler County, Iowa",42
Q113793,"Wayne County, Illinois",43
Q113805,"Chickasaw County, Iowa",42
Q113815,"Clayton County, Iowa",42
Q113823,"Crawford County, Iowa",42
Q113834,"Van Zandt County, Texas",43
Q113843,"Johnson County, Texas",46
Q113854,"Throckmorton County, Texas",45
Q113864,"Terry County, Texas",45
Q113906,"Stonewall County, Texas",45
Q113919,"Lampasas County, Texas",46
Q113940,"Upton County, Texas",46
Q113962,"Presidio County, Texas",46
Q112137,"Coles County, Illinois",46
Q112149,"McCulloch County, Texas",45
Q112442,"Mitchell County, Texas",45
Q112488,"Edwards County, Illinois",44
Q112512,"Kendall County, Illinois",44
Q112526,"Oldham County, Texas",45
Q112550,"Reeves County, Texas",47
Q112565,"Newton County, Texas",45
Q112584,"Lipscomb County, Texas",46
Q112603,"Navarro County, Texas",45
Q112619,"Yoakum County, Texas",45
Q112634,"Runnels County, Texas",44
Q112652,"Wood County, Texas",46
Q112673,"Jack County, Texas",45
Q112686,"Williamson County, Texas",45
Q112698,"Rains County, Texas",44
Q112714,"Hartley County, Texas",45
Q112737,"Warren County, Iowa",44
Q112768,"Haskell County, Texas",45
Q112781,"Lamb County, Texas",45
Q113984,"Maverick County, Texas",46
Q114026,"Nolan County, Texas",46
Q114043,"Live Oak County, Texas",46
Q114301,"Ward County, Texas",44
Q114323,"Lynn County, Texas",45
Q114339,"Wilbarger County, Texas",45
Q114423,"Sherman County, Texas",45
Q114445,"Roberts County, Texas",46
Q114459,"Pecos County, Texas",45
Q114479,"Winkler County, Texas",46
Q114503,"Willacy County, Texas",45
Q114529,Buchanan County,45
Q114529,"Buchanan County, Texas",45
Q114529,"Stephens County, Texas",45
Q114550,"Shackelford County, Texas",46
Q115281,"Delaware County, Iowa",42
Q115298,"Clarke County, Iowa",42
Q115316,"Adair County, Iowa",43
Q115324,"Macon County, Illinois",43
Q115332,"Gallatin County, Illinois",43
Q115337,"Hamilton County, Illinois",44
Q115386,"Polk County, Iowa",44
Q115386,"Des Moines County, Iowa",44
Q374604,"Pratt County, Kansas",40
Q374626,"Trego County, Kansas",41
Q374649,"Rawlins County, Kansas",41
Q374663,"Haskell County, Kansas",42
Q374765,MN,43
Q374765,"Marion County, Kansas",43
Q374890,"Riley County, Kansas",43
Q374908,"Stafford County, Kansas",42
Q374950,"Ottawa County, Kansas",44
Q374973,"Hodgeman County, Kansas",40
Q374979,"Johnson County, Kansas",44
Q374989,"Franklin County, Kansas",43
Q375002,"Osage County, Kansas",43
Q375008,"Greenwood County, Kansas",42
Q375019,"Harvey County, Kansas",43
Q375108,"Sedgwick County, Kansas",43
Q375125,"Sumner County, Kansas",42
Q375143,"Russell County, Kansas",42
Q115396,"Buchanan County, Iowa",42
Q115404,"Madison County, Iowa",44
Q115428,"Kendall County, Texas",45
Q115433,"Wichita County, Texas",45
Q117917,"Lyon County, Kentucky",40
Q119372,"Tama County, Iowa",42
Q156270,"Eastland County, Texas",46
Q156278,"Smith County, Texas",45
Q156380,"Panola County, Texas",44
Q156388,"Morris County, Texas",45
Q156437,"Woodford County, Illinois",43
Q156440,"La Salle County, Texas",45
Q156440,"Lasalle County, Texas",45
Q156444,"Washington County, Texas",46
Q156455,"Nacogdoches County, Texas",45
Q156463,"Mills County, Texas",45
Q156464,"Moore County, Texas",46
Q156468,"Cass County, Iowa",42
Q156471,"Jefferson County, Texas",46
Q156475,"Cedar County, Iowa",42
Q156479,"Wilson County, Texas",45
Q375608,"Finney County, Kansas",42
Q375652,"Wyandotte County, Kansas",42
Q375803,"Grant County, Kansas",43
Q375991,"Saline County, Kansas",44
Q375996,"Neosho County, Kansas",41
Q376004,"Gove County, Kansas",42
Q376024,"Smith County, Kansas",42
Q376034,"Kearny County, Kansas",40
Q376042,"Scott County, Kansas",44
Q376053,"Linn County, Kansas",42
Q376059,"Ellsworth County, Kansas",40
Q376069,"Ellis County, Kansas",42
Q376086,"Atchison County, Kansas",42
Q376096,"Barton County, Kansas",42
Q376106,"Rice County, Kansas",42
Q376113,"Barber County, Kansas",42
Q376120,CY,43
Q376120,"Clay County, Kansas",43
Q376129,"Chase County, Kansas",43
Q376136,"Decatur County, Kansas",42
Q156488,"Clay County, Iowa",43
Q156496,"Houston County, Texas",46
Q156582,"Irion County, Texas",46
Q156613,"Young County, Texas",44
Q156618,"Sterling County, Texas",45
Q156628,"Black Hawk County, Iowa",43
Q156634,"Decatur County, Iowa",42
Q156639,"Sac County, Iowa",43
Q156642,"Ida County, Iowa",42
Q156647,"Howard County, Iowa",43
Q175756,"Cumberland County, Kentucky",43
Q176068,"Taylor County, Iowa",42
Q178281,"Henry County, Iowa",42
Q178341,"Day County, South Dakota",41
Q179954,"Edmunds County, South Dakota",40
Q181967,"Adair County, Kentucky",43
Q182644,"Van Buren County, Iowa",42
Q183135,"Jefferson County, Iowa",43
Q198529,"Ziebach County, South Dakota",41
Q240621,"Page County, Iowa",42
Q249638,"Winnebago County, Iowa",42
Q261380,"Grundy County, Illinois",46
Q265079,"Hancock County, Illinois",44
Q376175,"Brown County, Kansas",42
Q376330,"Coffey County, Kansas",40
Q376353,"Cloud County, Kansas",41
Q376446,CQ,42
Q376446,"Chautauqua County, Kansas",42
Q376464,"Cowley County, Kansas",43
Q376483,"Cheyenne County, Kansas",42
Q376505,"Butler County, Kansas",44
Q376527,"Republic County, Kansas",40
Q376546,"Elk County, Kansas",42
Q376562,"Allen County, Kansas",43
Q376576,"Dickinson County, Kansas",41
Q376592,"Bourbon County, Kansas",42
Q376616,"Crawford County, Kansas",42
Q376640,"Cherokee County, Kansas",43
Q376703,"Comanche County, Kansas",41
Q376729,"Doniphan County, Kansas",42
Q376755,"Clark County, Kansas",42
Q376764,"Edwards County, Kansas",42
Q376776,"Rush County, Kansas",43
Q269164,"Montgomery County, Kentucky",43
Q279452,"Jim Hogg County, Texas",45
Q338939,"Miner County, South Dakota",41
Q368006,"McPherson County, South Dakota",41
Q373348,"Russell County, Kentucky",40
Q373953,"Shelby County, Illinois",43
Q374410,"Shawnee County, Kansas",42
Q374422,"Ford County, Kansas",42
Q374442,"Lyon County, Kansas",43
Q374452,"Thomas County, Kansas",42
Q374460,"Ness County, Kansas",42
Q374471,"Wallace County, Kansas",42
Q374484,"Kingman County, Kansas",40
Q374495,"Graham County, Kansas",41
Q374527,"Jewell County, Kansas",41
Q374547,"Montgomery County, Kansas",43
Q374589,"Pawnee County, Kansas",42
Q484224,"Saline County, Illinois",43
Q484231,"Bennett County, South Dakota",41
Q484234,"Bon Homme County, South Dakota",41
Q484263,"Lake County, Illinois",46
Q484273,"Vermilion County, Illinois",44
Q484450,"Buffalo County, South Dakota",41
Q484521,"Parmer County, Texas",45
Q484535,"Jeff Davis County, Texas",46
Q484542,"Hutchinson County, Texas",45
Q484551,"Martin County, Texas",47
Q484567,"Palo Pinto County, Texas",44
Q484570,"Red River County, Texas",44
Q484574,"Montague County, Texas",45
Q484586,"San Saba County, Texas",45
Q484633,"Aurora County, South Dakota",40
Q484780,"Beadle County, South Dakota",41
Q485361,"Winneshiek County, Iowa",42
Q485364,"Story County, Iowa",42
Q485448,"Hancock County, Iowa",42
Q485452,"Marion County, Iowa",42
Q376803,"McPherson County, Kansas",42
Q376838,"Mitchell County, Kansas",43
Q376849,"Lane County, Kansas",42
Q376876,"Lincoln County, Kansas",42
Q376899,"Wabaunsee County, Kansas",41
Q376947,"Pottawatomie County, Kansas",42
Q377011,"Marshall County, Kansas",43
Q377023,"Greene County, Illinois",44
Q377035,"Stanton County, Kansas",42
Q377046,"Jackson County, Kansas",44
Q377122,"Seward County, Kansas",42
Q377131,"Greeley County, Kansas",41
Q377148,"Geary County, Kansas",42
Q377157,"Hamilton County, Kansas",43
Q377162,"Norton County, Kansas",42
Q377171,"Harper County, Kansas",42
Q377181,"Morton County, Kansas",43
Q377234,"Anderson County, Kansas",43
Q378438,"Marion County, Illinois",44
Q379540,"Woodson County, Kansas",41
Q379585,"Nemaha County, Kansas",42
Q485455,"Humboldt County, Iowa",42
Q485460,"Wayne County, Iowa",42
Q485463,"Worth County, Iowa",43
Q485467,"Wapello County, Iowa",42
Q485470,"Poweshiek County, Iowa",42
Q485474,"Scott County, Iowa",43
Q485478,"Monona County, Iowa",42
Q485484,"Hardin County, Iowa",42
Q485491,"Shelby County, Iowa",43
Q485710,"Plymouth County, Iowa",43
Q485715,"Mitchell County, Iowa",42
Q485720,"Mills County, Iowa",42
Q485726,"Webster County, Iowa",42
Q485729,"Harrison County, Iowa",42
Q485736,"Jasper County, Iowa",42
Q485741,"Linn County, Iowa",44
Q485746,"Johnson County, Iowa",43
Q485752,"Ringgold County, Iowa",42
Q485780,"Jackson County, Iowa",42
Q485787,"Lee County, Iowa",43
Q485791,"Lyon County, Iowa",42
Q485795,"Osceola County, Iowa",42
Q485799,"Palo Alto County, Iowa",42
Q485804,"Lucas County, Iowa",42
Q485808,"Polk County, Iowa",44
Q485910,"Matagorda County, Texas",46
Q485912,"Hood County, Texas",46
Q485920,"Ochiltree County, Texas",45
Q485922,"Mahaska County, Iowa",42
Q485926,"Keokuk County, Iowa",42
Q485944,"Union County, Iowa",42
Q485950,"Pocahontas County, Iowa",42
Q485969,"Montgomery County, Iowa",42
Q485974,"Jones County, Iowa",43
Q485980,"Marshall County, Iowa",42
Q485984,"Monroe County, Iowa",42
Q486000,"Iowa County, Iowa",42
Q486006,"Woodbury County, Iowa",43
Q486011,"Louisa County, Iowa",44
Q486048,"Clark County, Kentucky",43
Q486060,"Bath County, Kentucky",43
Q486067,"Allen County, Kentucky",44
Q486071,"Estill County, Kentucky",42
Q487403,"McHenry County, Illinois",44
Q487677,"Pottawattamie County, Iowa",43
Q488475,"Pulaski County, Illinois",42
Q488492,"Montgomery County, Illinois",42
Q488505,"White County, Illinois",42
Q488522,"Monroe County, Illinois",43
Q488553,"Carroll County, Illinois",45
Q488560,"Ogle County, Illinois",44
Q488566,"Greene County, Iowa",42
Q490287,"Taylor County, Texas",45
Q491108,"Jessamine County, Kentucky",42
Q491112,"Mason County, Kentucky",43
Q491116,"Powell County, Kentucky",42
Q491136,"Lee County, Kentucky",42
Q491390,"Muscatine County, Iowa",43
Q491436,"O'Brien County, Iowa",42
Q491452,"Wright County, Iowa",42
Q491479,"Logan County, Kentucky",42
Q491831,"Fulton County, Kentucky",44
Q491837,"Carlisle County, Kentucky",42
Q491843,"Breathitt County, Kentucky",42
Q491850,Clinton Co KY,44
Q491850,"Clinton County, Kentucky",44
Q491862,"Breckinridge County, Kentucky",42
Q379654,"Gray County, Kansas",42
Q379657,"Reno County, Kansas",41
Q379660,"Leavenworth County, Kansas",40
Q379663,"Kiowa County, Kansas",42
Q379665,"Rooks County, Kansas",42
Q386189,"Washington County, Iowa",44
Q389783,"Johnson County, Illinois",43
Q400747,"Crittenden County, Kentucky",42
Q400753,"Elliott County, Kentucky",42
Q400757,"Daviess County, Kentucky",43
Q402259,"Stevens County, Kansas",42
Q426360,"Tripp County, South Dakota",41
Q429814,"Livingston County, Illinois",42
Q430113,"Carroll County, Iowa",42
Q473605,"Taylor County, Kentucky",41
Q483847,"Hockley County, Texas",45
Q483888,"Motley County, Texas",45
Q483893,"Nueces County, Texas",47
Q483895,"Jones County, Texas",46
Q483916,"Wharton County, Texas",44
Q483937,"Midland County, Texas",48
Q483942,"Will County, Illinois",45
Q484124,"Edgar County, Illinois",44
Q484183,"Webb County, Texas",48
Q491872,"Ballard County, Kentucky",42
Q491878,"Hardin County, Kentucky",46
Q491894,"Henderson County, Kentucky",41
Q491899,"Carroll County, Kentucky",43
Q491903,"Casey County, Kentucky",42
Q491911,"Hart County, Kentucky",42
Q491919,"Franklin County, Kentucky",43
Q491927,"Calloway County, Kentucky",42
Q491931,"Fayette county, Kentucky",43
Q491931,"Fayette County, Kentucky",43
Q491936,"Campbell County, Kentucky",42
Q491941,"Bell County, Kentucky",42
Q491945,"Bracken County, Kentucky",42
Q491959,"Grant County, Kentucky",43
Q491966,"Clay County, Kentucky",43
Q491970,"Harrison County, Kentucky",43
Q491976,"Bullitt County, Kentucky",42
Q491982,"Caldwell County, Kentucky",43
Q491988,"Garrard County, Kentucky",42
Q491991,"Hancock County, Kentucky",42
Q491996,"Boyd County, Kentucky",43
Q496729,"Pike County, Kentucky",41
Q496729,"Pike County, KY",41
Q496771,"Owen County, Kentucky",41
Q497707,"Pendleton County, Kentucky",42
Q505453,"Monroe County, Kentucky",42
Q505499,"Letcher County, Kentucky",41
Q505510,"Rowan County, Kentucky",42
Q486075,"Butler County, Kentucky",43
Q486081,"Barren County, Kentucky",44
Q486087,"Green County, Kentucky",42
Q486095,"Carter County, Kentucky",43
Q486099,"Anderson County, Kentucky",42
Q486105,"Bourbon County, Kentucky",42
Q486112,"Kane County, Illinois",44
Q486118,"Sioux County, Iowa",42
Q486123,"Fremont County, Iowa",42
Q486139,"Grundy County, Iowa",43
Q486143,"Floyd County, Iowa",42
Q486160,"Hamilton County, Iowa",42
Q486174,"Franklin County, Iowa",42
Q486184,"Fayette County, Iowa",42
Q486184,"Iowa County, Kentucky",42
Q486328,"Henry County, Illinois",45
Q486352,"Guthrie County, Iowa",43
Q486431,"Jasper County, Illinois",42
Q486440,"Jefferson County, Illinois",43
Q486444,"Henderson County, Illinois",43
Q486448,"Madison County, Illinois",42
Q498028,"Scott County, Kentucky",44
Q498058,"Knott County, Kentucky",40
Q498066,"Lincoln County, Kentucky",42
Q498072,"Lewis County, Kentucky",42
Q498077,"Muhlenberg County, Kentucky",41
Q498104,"Johnson County, Kentucky",42
Q498116,"Kenton County, Kentucky",42
Q498123,"Menifee County, Kentucky",42
Q498128,"LaRue County, Kentucky",43
Q498141,"Marshall County, Kentucky",42
Q498148,"Marion County, Kentucky",42
Q500654,"Gallatin County, Kentucky",41
Q500663,"Ohio County, Kentucky",41
Q500670,"Greenup County, Kentucky",41
Q500674,"Grayson County, Kentucky",41
Q500680,"Hickman County, Kentucky",41
Q500686,"Jackson County, Kentucky",42
Q500698,"Graves County, Kentucky",41
Q500702,"Floyd County, Kentucky",42
Q500711,"Mercer County, Kentucky",42
Q500734,"Henry County, Kentucky",43
Q500742,"Edmonson County, Kentucky",42
Q500751,"Harlan County, Kentucky",41
Q500767,"Knox County, Kentucky",42
Q486453,"Williamson County, Illinois",42
Q486458,"Union County, Illinois",44
Q486471,"Jackson County, Illinois",43
Q486476,"Massac County, Illinois",42
Q486486,"Washington County, IL",45
Q486486,"Washington County, Illinois",45
Q486491,"Franklin County, Illinois",44
Q486495,"Hardin County, Illinois",44
Q486499,"Randolph County, Illinois",42
Q486503,"Menard County, Illinois",43
Q486507,"St. Clair County, Illinois",44
Q486517,"Perry County, Illinois",41
Q486530,"Jo Daviess County, Illinois",42
Q486535,"Wabash County, Illinois",42
Q486874,"Ford County, Illinois",45
Q486920,"Boyle County, Kentucky",44
Q487003,La Salle County,43
Q487003,La Salle County IL,43
Q487003,"La Salle County, Illinois",43
Q487003,LaSalle County,43
Q487003,LaSalle County IL,43
Q487003,"LaSalle County, Illinois",43
Q487003,"La Salle County, IL",43
Q487003,"LaSalle County, IL",43
Q487322,"Piatt County, Illinois",44
Q500776,"Jefferson County, Kentucky",44
Q501092,"Hopkins County, Kentucky",41
Q501172,"Madison County, Kentucky",42
Q502707,"Union County, Kentucky",42
Q502715,"Lawrence County, Kentucky",41
Q502920,"Todd County, Kentucky",41
Q502929,"Washington County, Kentucky",43
Q502929,"Washington County, KY",43
Q502945,"Simpson County, Kentucky",42
Q502952,"Wayne County, Kentucky",42
Q503438,"Wolfe County, Kentucky",42
Q503442,"Woodford County, Kentucky",42
Q503446,"Spencer County, Kentucky",41
Q503468,"Robertson County, Kentucky",42
Q503495,"McLean County, Kentucky",42
Q503501,"Leslie County, Kentucky",41
Q503505,"Morgan County, Kentucky",42
Q503516,"Laurel County, Kentucky",42
Q503516,"Laurel County, KY",42
Q503521,"Martin County, Kentucky",41
Q503554,"Magoffin County, Kentucky",41
Q503583,"Nicholas County, Kentucky",42
Q505287,"Metcalfe County, Kentucky",41
Q505347,"Owsley County, Kentucky",41
Q505387,"Perry County, Kentucky",41
Q505398,"Trimble County, Kentucky",42
Q505411,"Livingston County, Kentucky",41
Q505428,"McCreary County, Kentucky",40
Q505438,"Meade County, Kentucky",42
Q26807,"PG County, Maryland",44
Q26807,"Prince George's County, Maryland",44
Q28274,"Bowman County, North Dakota",39
Q28283,"Burleigh County, North Dakota",40
Q28285,"Cass County, North Dakota",41
Q28286,"Walsh County, North Dakota",39
Q28292,"Benson County, North Dakota",39
Q28308,"Barnes County, North Dakota",39
Q28308,Burbank County,39
Q28308,"Burbank County, North Dakota",39
Q28311,"Divide County, North Dakota",40
Q28316,"Adams County, North Dakota",40
Q28321,"Billings County, North Dakota",39
Q28488,"Dickey County, North Dakota",39
Q28496,"Williams County, North Dakota",41
Q28499,"Morton County, North Dakota",41
Q28503,"Dunn County, North Dakota",40
Q28523,"Cavalier County, North Dakota",40
Q29118,"Burke County, North Dakota",40
Q29124,"Bottineau County, North Dakota",39
Q31091,"Glacier County, Montana",40
Q32348,"Gogebic County, Michigan",42
Q45438,"Ontonagon County, Michigan",41
Q45441,"Houghton County, Michigan",42
Q48831,"Renville County, North Dakota",39
Q48834,"Grant County, North Dakota",39
Q48850,"Sioux County, North Dakota",38
Q48856,"Rolette County, North Dakota",40
Q48863,"Eddy County, North Dakota",40
Q48867,"Hettinger County, North Dakota",40
Q48874,"Wells County, North Dakota",41
Q48878,"Pierce County, North Dakota",38
Q48891,"LaMoure County, North Dakota",40
Q48896,"Logan County, North Dakota",40
Q48902,"Nelson County, North Dakota",40
Q48905,"Mercer County, North Dakota",39
Q48910,"Griggs County, North Dakota",40
Q48917,"Emmons County, North Dakota",39
Q48920,"Pembina County, North Dakota",39
Q48926,"Golden Valley County, North Dakota",39
Q48927,"Ward County, North Dakota",41
Q48931,"Foster County, North Dakota",38
Q48933,"Oliver County, North Dakota",40
Q48937,"Ramsey County, North Dakota",39
Q52250,"Iron County, Wisconsin",39
Q54072,"Suffolk County, Massachusetts",47
Q54073,"Middlesex County, Massachusetts",47
Q54076,"Essex County, Massachusetts",45
Q54079,"Norfolk County, Massachusetts",47
Q54082,"Bristol County, Massachusetts",47
Q54086,"Plymouth County, Massachusetts",46
Q54089,"Barnstable County, Massachusetts",46
Q54091,"Dukes County, Massachusetts",45
Q54093,"Worcester County, Massachusetts",47
Q54160,"Hampden County, Massachusetts",46
Q54161,"Hampshire County, Massachusetts",48
Q54163,"Franklin County, Massachusetts",46
Q54165,"Berkshire County, Massachusetts",48
Q54231,"Fairfield County, Connecticut",49
Q54234,"New Haven County, Connecticut",45
Q54235,"Litchfield County, Connecticut",43
Q54236,"Hartford County, Connecticut",47
Q54238,"Middlesex County, Connecticut",48
Q54240,"New London County, Connecticut",45
Q54246,"Tolland County, Connecticut",46
Q54251,"Windham County, Connecticut",46
Q63718,"Mason County, Michigan",43
Q63719,"Muskegon County, Michigan",41
Q63771,Aishcum County,41
Q63771,"Aishcum County, Michigan",41
Q63771,"Lake County, Michigan",41
Q63951,"Oceana County, Michigan",41
Q63953,"Clare County, Michigan",42
Q63958,"Osceola County, Michigan",41
Q74290,"Newaygo County, Michigan",41
Q74628,"Isabella County, Michigan",43
Q74633,"Huron County, Michigan",42
Q74661,"Midland County, Michigan",43
Q74686,"Mecosta County, Michigan",43
Q74704,"Bay County, Michigan",43
Q82367,"Tuscola County, Michigan",42
Q82499,"Kent County, Michigan",44
Q82505,"Saginaw County, Michigan",42
Q82510,"Sanilac County, Michigan",42
Q82603,"Montcalm County, Michigan",42
Q82605,"Gratiot County, Michigan",43
Q94663,"Ionia County, Michigan",42
Q94669,"Clinton County, Michigan",43
Q94673,"Ottawa County, Michigan",43
Q109503,"Big Horn County, Montana",43
Q109846,"Chippewa County, Minnesota",44
Q109851,"Benton County, Minnesota",45
Q112823,"Adams County, Nebraska",43
Q112993,"Alcona County, Michigan",43
Q113041,"Burt County, Nebraska",42
Q113056,"Dodge County, Minnesota",43
Q113151,"Boone County, Nebraska",42
Q113255,"Big Stone County, Minnesota",43
Q113255,"Big Stone County, MN",43
Q113275,"Carver County, Minnesota",43
Q113333,"Crow Wing County, Minnesota",44
Q115273,"St. Clair County, Michigan",44
Q115463,"Lapeer County, Michigan",42
Q115480,"Shiawassee County, Michigan",42
Q124637,"Seward County, Nebraska",42
Q126829,"Richland County, North Dakota",39
Q127184,"Chippewa County, Wisconsin",40
Q133853,"Ingham County, Michigan",42
Q133854,"Barry County, Michigan",44
Q133857,"Macomb County, Michigan",46
Q133860,"Allegan County, Michigan",43
Q135328,"Grand Forks County, North Dakota",41
Q135330,"Kidder County, North Dakota",40
Q137509,"Kalamazoo County, Michigan",44
Q137516,"Calhoun County, Michigan",43
Q109981,"Douglas County, Minnesota",43
Q109986,"Aitkin County, Minnesota",45
Q109986,"Aitkin County, MN",45
Q110212,"Beaverhead County, Montana",42
Q110340,"Blue Earth County, Minnesota",43
Q110491,"Beltrami County, Minnesota",44
Q110495,"Anoka County, Minnesota",43
Q110684,"Cottonwood County, Minnesota",43
Q110900,"Brown County, Minnesota",43
Q111421,"Cass County, Minnesota",44
Q111549,Saint Louis County,45
Q111549,St Louis County,45
Q111549,"Saint Louis County, Minnesota",45
Q111549,"St. Louis County, Minnesota",45
Q111566,"Becker County, Minnesota",44
Q111694,"Dakota County, Minnesota",42
Q111831,"Clay County, Minnesota",45
Q137562,"Van Buren County, Michigan",43
Q137916,"Washtenaw County, Michigan",45
Q156257,"Allegany County, Maryland",49
Q156500,"Butler County, Nebraska",43
Q162560,"Loup County, Nebraska",39
Q192650,"Blaine County, Montana",40
Q192753,"Broadwater County, Montana",40
Q192992,"Carbon County, Montana",40
Q193072,"Carter County, Montana",40
Q193167,"Cascade County, Montana",41
Q193230,"Chouteau County, Montana",40
Q202454,"Walworth County, Wisconsin",41
Q203049,"Gage County, Nebraska",39
Q280815,"McIntosh County, North Dakota",41
Q280820,"McLean County, North Dakota",39
Q280826,"McHenry County, North Dakota",39
Q280838,"Mountrail County, North Dakota",40
Q280844,"McKenzie County, North Dakota",39
Q282188,"Stark County, North Dakota",39
Q339175,"Grant County, Nebraska",40
Q351887,"Adams County, Wisconsin",41
Q368766,"Morrill County, Nebraska",39
Q370329,"Mineral County, Montana",40
Q370654,"Waukesha County, Wisconsin",40
Q489659,"Keith County, Nebraska",38
Q489663,"Hitchcock County, Nebraska",40
Q489668,"Hamilton County, Nebraska",41
Q489673,"Nemaha County, Nebraska",41
Q489677,"Johnson County, Nebraska",41
Q489682,"Logan County, Nebraska",41
Q489684,"Pawnee County, Nebraska",40
Q489687,"Webster County, Nebraska",41
Q489690,"Hayes County, Nebraska",40
Q489702,"Hooker County, Nebraska",40
Q489711,"Thomas County, Nebraska",40
Q489716,"Nance County, Nebraska",40
Q489729,"Kimball County, Nebraska",41
Q489735,"Keya Paha County, Nebraska",40
Q489743,"Greeley County, Nebraska",41
Q489747,"Rock County, Nebraska",40
Q489751,"Sioux County, Nebraska",40
Q489762,"Richardson County, Nebraska",39
Q489767,"Garfield County, Nebraska",40
Q489783,"Garden County, Nebraska",39
Q489787,"Gosper County, Nebraska",41
Q489939,"Jefferson County, Nebraska",43
Q490029,"Marion County, Missouri",43
Q490033,"McDonald County, Missouri",41
Q490088,"Linn County, Missouri",42
Q490095,"Lewis County, Missouri",42
Q490104,"Knox County, Missouri",41
Q490108,"Miller County, Missouri",42
Q490112,"Laclede County, Missouri",40
Q490116,"Lawrence County, Missouri",41
Q490121,"Iron County, Missouri",41
Q490124,"Madison County, Missouri",41
Q490129,"Montgomery County, Missouri",42
Q490134,"Jasper County, Missouri",43
Q490140,"Mercer County, Missouri",41
Q490283,"Yellowstone County, Montana",44
Q490344,"Lincoln County, Montana",42
Q490357,"Greene County, Missouri",43
Q490360,"Hickory County, Missouri",41
Q490369,"Gentry County, Missouri",40
Q490378,"Henry County, Missouri",42
Q490383,"Franklin County, Missouri",42
Q490386,"Gasconade County, Missouri",41
Q490395,"Grundy County, Missouri",42
Q490400,"Harrison County, Missouri",42
Q490405,"Holt County, Missouri",41
