WikidataID,itemLabel,sitelinks
Q1239,Indian Ocean,231.0
Q1555938,Antarctic,68.0
Q3392,Nile,217.0
Q907234,French protectorate in Morocco,38.0
Q11271491,George Atcheson Jr.,7.0
Q17627345,Kweilin Incident,3.0
Q666349,Ta Kung Pao,12.0
Q5987345,International Committee of the Red Cross,70.0
Q1889886,Yaqui River,22.0
Q6583,Sahara,201.0
Q131555,Dodecanese,72.0
Q848478,French Union,30.0
Q42200,Hainan,121.0
Q7792,Sakhalin,106.0
Q953068,South-West Africa,41.0
Q5465,Cape Town,187.0
Q13474305,Francoist Spain,44.0
Q71084,First French Empire,75.0
Q33935,Tel Aviv,168.0
Q81483,Levant,96.0
Q34820,Santo Domingo,134.0
Q352061,French North Africa,15.0
Q210682,French West Africa,47.0
Q675983,Federal Department of Foreign Affairs,19.0
Q162843,Negev,88.0
Q83067,Timor,91.0
Q57719,Xuzhou,59.0
Q16959,ÃrÃ¼mqi,110.0
Q182852,Kunming,101.0
Q154797,Bundestag of Germany,82.0
Q27433,Central Africa,134.0
Q43250,Gestapo,91.0
Q695482,Fatherland Front,22.0
Q10225,Indian National Congress,87.0
Q4663728,Abbas Amir-Entezam,6.0
Q208477,Moshe Sharett,52.0
Q2986810,Commodity Credit Corporation,5.0
Q69808,Vichy France,83.0
Q9531,BBC,125.0
Q550369,Northern Epirus,23.0
Q11223,United States Air Force,75.0
Q1748814,Iraq Petroleum Company,13.0
Q36755,Sinai Peninsula,121.0
Q163098,Eighth United States Army,13.0
Q553522,Georges Catroux,18.0
Q609474,Joint Chiefs of Staff,29.0
Q181978,Atlantic Charter,63.0
Q1164,Assam,136.0
Q165862,Royal Air Force,66.0
Q1263826,Middle East Command,10.0
Q647033,Supreme Headquarters Allied Expeditionary Force,29.0
Q644730,Albert Coady Wedemeyer,14.0
Q540951,Stavka,29.0
Q1990402,Gaik Ovakimian,5.0
Q362118,"Edward Reilly Stettinius, Jr.",31.0
Q2465096,Islamic Republic of Iran Army,19.0
Q63049,Abadan,76.0
Q11708,Southeast Asia,158.0
Q10905515,Ryukyu Islands,79.0
Q43100,Kashmir,114.0
Q191384,International Bank for Reconstruction and Development,47.0
Q565213,French Committee of National Liberation,11.0
Q527341,Trans World Airlines,34.0
Q268915,Dhahran,50.0
Q3566218,War Manpower Commission,3.0
Q1376319,European Advisory Commission,9.0
Q8908,Council of Europe,118.0
Q170541,Eastern Bloc,64.0
Q716342,Allied Commission,9.0
Q188532,Bretton Woods system,55.0
Q314265,Pierre MendÃ¨s France,39.0
Q871308,Pemex,32.0
Q1384697,Export-Import Bank of the United States,15.0
Q698099,Allied Control Council,29.0
Q314974,Allied High Commission,10.0
Q171328,Charter of the United Nations,101.0
Q1103982,United Nations Department of Political Affairs,8.0
Q4503137,Semyon K. Tsarapkin,5.0
Q228389,Voice of America,69.0
Q679322,Saudi Aramco,52.0
Q1658031,King Abdulaziz Air Base,10.0
Q6235331,John Gilchrist Inglis,1.0
Q939090,United States Atomic Energy Commission,32.0
Q1967718,National Security Act of 1947,17.0
Q1504861,United Nations Conference on International Organization,28.0
Q37470,United Nations Security Council,117.0
Q7934280,Virginia Gildersleeve,9.0
Q83286,Socialist Federal Republic of Yugoslavia,87.0
Q677422,United Nations Atomic Energy Commission,8.0
Q1574110,"Office of Military Government, United States",4.0
Q49762,Christian Democratic Union,86.0
Q1241,Giovanni Gronchi,48.0
Q193582,French National Assembly,54.0
Q55498,Yalu River,70.0
Q2470857,Sutan Sjahrir,20.0
Q13124,Free Democratic Party,65.0
Q15180,Soviet Union,244.0
Q2463859,Jordan Valley,30.0
Q125761,International Civil Aviation Organization,78.0
Q107292882,United Nations Committee on Contributions,1.0
Q343350,Forrest Sherman,7.0
Q391980,Free Territory of Trieste,44.0
Q1238,Giuseppe Saragat,52.0
Q306535,Austrian State Treaty,37.0
Q252,Indonesia,325.0
Q190949,Vietnamese Independence League,53.0
Q771405,South Asia,153.0
Q5809,Che Guevara,207.0
Q881,Vietnam,333.0
Q7888357,United Nations Commission on Conventional Armaments,4.0
Q47423,United Nations General Assembly,100.0
Q255455,Jammu,59.0
Q81611,Gulf of Aqaba,84.0
Q180522,Aqaba,76.0
Q643348,Habib Bourguiba,69.0
Q305776,Abba Eban,36.0
Q328240,Joseph Laniel,24.0
Q510610,United States European Command,23.0
Q56036,West Berlin,63.0
Q877399,North Atlantic Treaty,52.0
Q37327543,Guidotti,2.0
Q312046,Alexandros Papagos,33.0
Q455637,Spiridon Markezinis,20.0
Q922158,United Nations Military Observer Group in India and Pakistan,16.0
Q781138,Muhammad Zafarullah Khan,26.0
Q213500,Ralph Bunche,59.0
Q7888362,United Nations Conciliation Commission,3.0
Q1019520,Binh Xuyen,9.0
Q10389,Bandung,98.0
Q209055,Torquay,50.0
Q944947,North Atlantic Council,26.0
Q4998372,Bureau of European and Eurasian Affairs,4.0
Q39760,Gaza Strip,139.0
Q483268,Republic of Korea Army,20.0
Q482864,United Nations Command,17.0
Q2862267,Korean Armistice Agreement,25.0
Q689450,European Defence Community,29.0
Q7079202,Office of Defense Mobilization,3.0
Q6944182,Mutual Security Act,4.0
Q976887,Operation PBFortune,28.0
Q7889897,United States Foreign Operations Administration,1.0
Q1414246,National Security Advisor,30.0
Q641983,Federal Civil Defense Administration,2.0
Q362442,Arthur William Radford,13.0
Q11781252,Military Assistance Advisory Group,5.0
Q7387469,S. Everett Gleason,3.0
Q31113,Kuomintang,85.0
Q2738088,Vietnamese National Army,7.0
Q3845,Western New Guinea,61.0
Q3272157,William Fechteler,9.0
Q6944159,Mutual Defense Treaty,5.0
Q622778,Tonkin,35.0
Q17027727,"United Nations Command, Military Armistice Commission, Korea",
Q4693934,Agricultural Trade Development and Assistance Act of 1954,2.0
Q604897,Battle of Dien Bien Phu,56.0
Q309202,Camp David,39.0
Q858887,Pathet Lao,40.0
Q174423,National Front for the Liberation of South Vietnam,59.0
Q5266700,Development Loan Fund,1.0
Q346658,Arturo Frondizi,40.0
Q127730,Arleigh Burke,16.0
Q215062,Mary Todd Lincoln,46.0
Q214758,Dean Acheson,49.0
Q369360,Lucius D. Clay,21.0
Q215939,Johann Heinrich von Bernstorff,13.0
Q335187,"Edward Grey, 1st Viscount Grey of Fallodon",41.0
Q223183,Peter II of Yugoslavia,49.0
Q77161,Hans Morgenthau,48.0
Q152274,Edvard BeneÅ¡,66.0
Q205545,Eleftherios Venizelos,58.0
Q243705,"Robert Gascoyne-Cecil, 3rd Marquess of Salisbury",60.0
Q314826,Henry L. Stimson,39.0
Q285865,Joseph Paul-Boncour,25.0
Q2893138,RenÃ© Massigli,7.0
Q518576,AndrÃ© FranÃ§ois-Poncet,15.0
Q78570,Otto Neurath,42.0
Q274344,Ãdouard Herriot,48.0
Q170357,Maxime Weygand,40.0
Q317243,Allen Welsh Dulles,38.0
Q3267622,Joseph Grew,17.0
Q5498264,Frederick Leith-Ross,2.0
Q151691,Hjalmar Schacht,51.0
Q41749,Joseph Goebbels,124.0
Q728875,Konstantinos Tsaldaris,21.0
Q156058,George F. Kennan,55.0
Q298317,Ãsten UndÃ©n,16.0
Q5489280,Frank Ross McCoy,5.0
Q20148,Chang HsÃ¼eh-liang,30.0
Q716051,T. V. Soong,26.0
Q116127,KichisaburÅ Nomura,15.0
Q701897,Sun Fo,14.0
Q317462,Wellington Koo,37.0
Q447077,Mamoru Shigemitsu,26.0
Q16574,Chiang Kai-shek,127.0
Q132899,Vyacheslav Molotov,89.0
Q631416,H. H. Kung,22.0
Q173347,Ãamon de Valera,68.0
Q220105,Galeazzo Ciano,52.0
Q549431,Jorge Ubico,26.0
Q727208,JosÃ© MarÃ­a Moncada Tapia,19.0
Q156844,GetÃºlio Vargas,67.0
Q365703,Gerardo Machado,28.0
Q152474,Rafael Trujillo,56.0
Q5628234,H. Freeman Matthews,5.0
Q886213,Stenio Vincent,16.0
Q7051917,Norman Armour,3.0
Q334207,Francis Burdett,16.0
Q4464085,Oleg Troyanovsky,8.0
Q202979,Cordell Hull,57.0
Q1133016,SaburÅ Kurusu,15.0
Q734436,"William Christian Bullitt, Jr.",17.0
Q5353813,Elbridge Durbrow,3.0
Q450751,Henry Morgenthau Jr.,31.0
Q155860,Andrey Vyshinsky,45.0
Q3127949,Harry E. Yarnell,7.0
Q99237490,Joseph C. Green,1.0
Q362673,Yvon Delbos,12.0
Q776165,Charles E. Bohlen,13.0
Q6131442,James Clement Dunn,7.0
Q4475292,Konstantin Umansky,9.0
Q213526,Ãdouard Daladier,58.0
Q184267,Andrei Gromyko,70.0
Q6228198,John D. Hickerson,5.0
Q944314,Laurence Steinhardt,11.0
Q83396,Eleanor Roosevelt,128.0
Q11734,Engelbert Dollfuss,57.0
Q357499,Key Pittman,12.0
Q1452949,"Frederick Millar, 1st Baron Inchyra",4.0
Q2492,Konrad Adenauer,131.0
Q5944821,Lincoln MacVeagh,5.0
Q5128733,Claude Gernade Bowers,6.0
Q735400,Edwin Barclay,20.0
Q171684,Rhee Syng-man,83.0
Q1187958,Lan Yu,10.0
Q699698,Yan Xishan,23.0
Q159700,Jean Monnet,56.0
Q1093714,Josephus Daniels,16.0
Q616124,R. Walton Moore,7.0
Q360809,Adolf A. Berle,13.0
Q650211,Juan Bautista Sacasa,20.0
Q64852059,Sidnei Aranha,0.0
Q263884,Camille Chautemps,27.0
Q957575,"Philip Kerr, 11th Marquess of Lothian",11.0
Q5407182,Eugene Hoffman Dooman,2.0
Q455655,Henri Queuille,26.0
Q311293,John Connally,36.0
Q738635,Kurt Schuschnigg,50.0
Q315594,Fumimaro Konoe,43.0
Q698368,Chen Lifu,13.0
Q116736,Fernando BelaÃºnde Terry,41.0
Q318508,AndrÃ©s Manuel LÃ³pez Obrador,81.0
Q2063424,Robert Abercrombie Lovett,18.0
Q200085,Pietro Badoglio,61.0
Q43067,Heinrich Himmler,107.0
Q151917,Giorgos Papandreou,60.0
Q784822,Eelco van Kleffens,13.0
Q22303,Wang Jingwei,39.0
Q8316069,Li Zuocheng,8.0
Q5816,Mao Zedong,201.0
Q1503,Manuel L. Quezon,53.0
Q296718,LÃ¡zaro CÃ¡rdenas,53.0
Q333426,"Edward Wood, 1st Earl of Halifax",40.0
Q155691,Paul-Henri Spaak,50.0
Q2378638,Sosthenes Behn,3.0
Q172183,Chaim Weizmann,65.0
Q151509,Ibn Saud,85.0
Q128995,Anthony Eden,88.0
Q346551,Joseph Stilwell,28.0
Q335324,Duff Cooper,16.0
Q83689152,John D. Jernegan,1.0
Q312034,Maurice Couve de Murville,35.0
Q633241,"Archibald Clark Kerr, 1st Baron Inverchapel",9.0
Q2911303,Clark Kerr,7.0
Q701313,Chen Cheng,28.0
Q162363,Alberto Guani,11.0
Q332454,"Max Aitken, 1st Baron Beaverbrook",28.0
Q156916,FranÃ§ois Darlan,38.0
Q390725,ÅÃ¼krÃ¼ SaracoÄlu,25.0
Q462164,Iuliu Maniu,25.0
Q912806,Thomas Terry Connally,12.0
Q700730,Harold Rainsford Stark,18.0
Q5126488,Clarence E. Gauss,4.0
Q151414,George Marshall,93.0
Q318122,Henri Giraud,36.0
Q2042,Charles de Gaulle,195.0
Q8016,Winston Churchill,224.0
Q153132,WÅadysÅaw Sikorski,46.0
Q183297,Ä°smet Ä°nÃ¶nÃ¼,75.0
Q332405,Stafford Cripps,32.0
Q929798,Jefferson Caffery,9.0
Q3099039,Gaston Henry-Haye,5.0
Q450615,Harry Hopkins,29.0
Q124617,Georgy Zhukov,95.0
Q213001,Farouk I of Egypt,56.0
Q1383895,Hubertus van Mook,8.0
Q3101441,George Brett,7.0
Q505490,George S. Messersmith,5.0
Q366731,Ernest King,32.0
Q4960406,Brehon B. Somervell,8.0
Q217645,Chester W. Nimitz,58.0
Q157068,Louis Mountbatten,59.0
Q9916,Dwight D. Eisenhower,170.0
Q333365,Walter Bedell Smith,24.0
Q1981938,Joseph T. McNarney,9.0
Q881002,William Hull,11.0
Q1065395,"Charles M. Cooke, Jr.",4.0
Q6669472,John R. Deane,5.0
Q207955,Omar Bradley,52.0
Q159478,Wesley Clark,39.0
Q468716,Claire Lee Chennault,25.0
Q381244,Alphonse Juin,21.0
Q855,Joseph Stalin,246.0
Q1298040,John B. Magruder,14.0
Q882987,John Gilbert Winant,11.0
Q447752,Vasily Zarubin,5.0
Q81114,Jean de Lattre de Tassigny,35.0
Q376293,Luis Orgaz Yoldi,9.0
Q11270,Fulgencio Batista,79.0
Q17410,Zhou Enlai,92.0
Q5114938,Wang Shih-chieh,5.0
Q332365,Ernest Bevin,38.0
Q9317,John Maynard Keynes,162.0
Q1388459,H. V. Evatt,16.0
Q160554,Mohammad Ali Jinnah,100.0
Q215737,Kim Koo,43.0
Q4275732,"Roger Makins, 1st Baron Sherfield",5.0
Q5079913,Charles L. Bolte,5.0
Q941379,Llewellyn Thompson,7.0
Q598954,Henry Richardson Labouisse,9.0
Q5235277,David Hurley,28.0
Q213374,James Connolly,55.0
Q156122,DraÅ¾a MihailoviÄ,35.0
Q400712,Ahmad Qavam,24.0
Q123037,Mohammad Mosaddegh,56.0
Q37610,David Ben-Gurion,120.0
Q212486,Faisal I of Iraq,63.0
Q467077,EfraÃ­n RÃ­os Montt,37.0
Q5235449,David J. Lane,3.0
Q712468,Hoyt Vandenberg,15.0
Q312153,Aleksei Antonov,37.0
Q1399368,Ron Kirk,15.0
Q541981,William J. Donovan,25.0
Q527012,StanisÅaw MikoÅajczyk,24.0
Q6236881,John H. Hilldring,4.0
Q708797,Patrick J. Hurley,14.0
Q1530440,K. C. Wu,13.0
Q314675,Leslie Groves,37.0
Q7105903,Oscar C. Badger II,5.0
Q689779,Lyman Lemnitzer,18.0
Q463243,Carlo Sforza,26.0
Q9161,Josip Broz Tito,114.0
Q433116,Pierre KÅnig,27.0
Q465047,Vijaya Lakshmi Pandit,43.0
Q312026,Georges Bidault,39.0
Q310158,Palmiro Togliatti,47.0
Q153832,Alcide De Gasperi,71.0
Q3523902,"Harold Caccia, Baron Caccia",7.0
Q4493167,"Oliver Franks, Baron Franks",6.0
Q723917,William Barr,32.0
Q977974,Pierre Joxe,16.0
Q39168,"Harold Alexander, 1st Earl Alexander of Tunis",41.0
Q1115886,Philip Schuyler,18.0
Q301707,William Tubman,37.0
Q463385,James Forrestal,27.0
Q432726,James F. Byrnes,37.0
Q216943,Jacobo Ãrbenz,48.0
Q6227062,John Cooper Wiley,2.0
Q23018210,Ellis O. Briggs,4.0
Q8003440,Willard Leon Beaulac,2.0
Q723287,Robert P. Patterson,16.0
Q80766,Joshua Lawrence Chamberlain,24.0
Q321375,Lauris Norstad,10.0
Q167083,Kenneth Claiborne Royall,13.0
Q507130,Alfred Gruenther,8.0
Q1313258,Frank Wisner,8.0
Q5081415,Charles P. Cabell,3.0
Q537520,James E. Webb,37.0
Q106928258,Kiril Petkov,31.0
Q152025,"Bernard Law Montgomery, 1st Viscount Montgomery of Alamein",78.0
Q159603,WÅadysÅaw GomuÅka,49.0
Q129006,Clement Attlee,97.0
Q887520,Harold Stassen,14.0
Q953916,Warren Austin,14.0
Q3130710,Henri Bonnet,4.0
Q488771,John R. Hodge,12.0
Q11715,Leopold Figl,31.0
Q1866512,Livingston T. Merchant,6.0
Q48032,Vasily Sokolovsky,37.0
Q157594,Vasily Chuikov,54.0
Q212163,Folke Bernadotte,40.0
Q4351969,Willard Long Thorp,4.0
Q3569121,Willis Dale Crittenberger,8.0
Q207631,MÃ¡tyÃ¡s RÃ¡kosi,53.0
Q737664,Carlos P. Romulo,22.0
Q7966048,Walter S. Robertson,4.0
Q1708970,Henry A. Byroade,7.0
Q5720997,Henry F. Grady,7.0
Q2143337,Wan Waithayakon,16.0
Q494930,Matthew Ridgway,24.0
Q2846687,Andrew McNaughton,12.0
Q295713,Liaquat Ali Khan,56.0
Q5075896,Charles Burke Elbrick,4.0
Q822438,George C. McGhee,6.0
Q5915564,William Knowland,12.0
Q36014,Ho Chi Minh,142.0
Q307814,Abdul Rahman Hassan Azzam,18.0
Q223771,Báº£o Äáº¡i,51.0
Q3174528,Jean Sainteny,10.0
Q4737650,Alvan Cullem Gillem,3.0
Q1376046,Wen Chou,12.0
Q836865,John Leighton Stuart,7.0
Q296679,Eurico Gaspar Dutra,39.0
Q22947752,Robert M. Sayre,3.0
Q444885,Lewis Williams Douglas,9.0
Q1822160,Lewis Strauss,9.0
Q158772,Vincent Auriol,55.0
Q15981,Robert Schuman,69.0
Q314006,Guy Mollet,34.0
Q5055034,Cavendish W. Cannon,2.0
Q128967,Edward Heath,74.0
Q180588,Georgy Malenkov,73.0
Q5545797,George Wadsworth,4.0
Q301804,Shigeru Yoshida,47.0
Q19699194,Kyaw Nyein,3.0
Q2086256,Philip Jessup,9.0
Q319943,Elpidio Quirino,42.0
Q490171,James Van Fleet,16.0
Q335004,"Hastings Ismay, 1st Baron Ismay",31.0
Q1047,Jawaharlal Nehru,166.0
Q188783,Moshe Dayan,66.0
Q817846,Bennett C. Riley,5.0
Q2670453,Djuanda Kartawidjaja,15.0
Q76127,Sukarno,106.0
Q6241204,John J. Muccio,3.0
Q60954,Heinrich von Brentano,29.0
Q17183637,Myron M. Cowen,2.0
Q8278682,George Yeh,10.0
Q3595860,Vengalil Krishnan Krishna Menon,25.0
Q1251631,Nathan Farragut Twining,14.0
Q223677,John Foster Dulles,53.0
Q468224,Carlos Castillo Armas,27.0
Q7349091,Robert R. Bowie,1.0
Q1225600,Dillon Anderson,9.0
Q1267,Dag HammarskjÃ¶ld,113.0
Q337380,Hugh Gaitskell,21.0
Q3372536,Paul Ãly,8.0
Q555864,HervÃ© Alphand,8.0
Q4391491,Robert Carney,6.0
Q374683,John Peurifoy,8.0
Q699361,Li Mi,8.0
Q2700225,Soulivong Savang,10.0
Q189197,Joseph McCarthy,66.0
Q159995,Walter Hallstein,37.0
Q16643001,Vadim Dengin,6.0
Q273228,Amintore Fanfani,52.0
Q153509,Makarios III,54.0
Q4250968,Achmad Soebardjo,11.0
Q117096,Ramon Magsaysay,48.0
Q8006271,William C. Chase,7.0
Q5721000,Henry F. Holland,3.0
Q1371329,George Magoffin Humphrey,12.0
Q1889152,Michael Joseph Mansfield,18.0
Q7358565,Roger M. Kyes,2.0
Q1371272,John Wingate Weeks,16.0
Q5734467,"Herbert Hoover, Jr.",4.0
Q104392,Mohamed Naguib,56.0
Q9588,Richard Nixon,170.0
Q8026589,Winthrop Williams Aldrich,5.0
Q509225,C. Douglas Dillon,18.0
Q927712,Donald Aubrey Quarles,5.0
Q16107439,Colin Munro,3.0
Q327920,Adolfo Ruiz Cortines,33.0
Q505291,Andrew Goodpaster,7.0
Q1354290,Henri Navarre,11.0
Q456657,John W. O'Daniel,5.0
Q296386,Michel DebrÃ©,39.0
Q2741205,Nguyen Van Hinh,9.0
Q365971,Camille Chamoun,30.0
Q1396878,Fazlollah Zahedi,26.0
Q5442339,Felix Stump,3.0
Q6249299,John Moore Allison,7.0
Q192502,Ngo Dinh Diem,63.0
Q469498,Souvanna Phouma,32.0
Q333080,Selwyn Lloyd,18.0
Q2046354,Huseyn Shaheed Suhrawardy,32.0
Q128985,Harold Macmillan,90.0
Q240274,Christian Herter,32.0
Q155824,Juscelino Kubstchek,62.0
Q7183244,Philip Bonsal,3.0
Q449407,Fouad Chehab,24.0
Q42992,Golda Meir,116.0
Q214274,Wilhelm Grewe,6.0
Q858,Syria,305.0
Q819,Laos,281.0
Q822,Lebanon,298.0
Q801,Israel,339.0
Q810,Jordan,282.0
Q843,Pakistan,327.0
Q43,Turkey,377.0
Q842931,East Pakistan,57.0
Q12585,Latin America,153.0
Q148,People's Republic of China,370.0
Q48,Asia,359.0
Q142,France,377.0
Q46,Europe,374.0
Q649,Moscow,320.0
Q241,Cuba,304.0
Q64,Berlin,308.0
Q869,Thailand,312.0
Q17,Japan,388.0
Q79,Egypt,344.0
Q229,Cyprus,296.0
Q424,Cambodia,294.0
Q172640,North Vietnam,70.0
Q41179,Mekong River,107.0
Q899,Suez Canal,158.0
Q43467,Indochina,98.0
Q217169,Rhodesia,67.0
Q34675,Persian Gulf,136.0
Q298,Chile,362.0
Q2490375,Royal Cambodian Army,12.0
Q772637,Vang Pao,17.0
Q83210,Golan Heights,92.0
Q45,Portugal,338.0
Q317648,Glafcos Clerides,38.0
Q191764,Khmer Rouge,71.0
Q586948,Movimento das ForÃ§as Armadas,12.0
Q2628,Walter Ulbricht,72.0
Q334830,MoÃse Kapenda Tshombe,36.0
Q332074,RenÃ© Barrientos,31.0
Q179908,Ahmed Ben Bella,72.0
Q313707,Nguyen Van Thieu,38.0
Q202770,Alexei Kosygin,57.0
Q880065,HÃ©ctor GarcÃ­a Godoy,10.0
Q1149,Indira Gandhi,150.0
Q2514,Willy Brandt,113.0
Q332055,Omar Torrijos,42.0
Q34211,Yasser Arafat,137.0
Q503850,Kamal Jumblatt,23.0
Q19878,Muammar Gaddafi,167.0
Q548748,Suleiman Frangieh,20.0
Q42013,Anwar Sadat,112.0
Q440,Salvador Allende,118.0
Q167307,Dom Mintoff,35.0
Q765165,Leonid Brezhnev,123.0
Q66107,Henry Kissinger,117.0
Q348880,Francisco da Costa Gomes,31.0
Q34932,Brisbane,156.0
Q3114,Canberra,191.0
Q219060,State of Palestine,143.0
Q1065,United Nations,277.0
Q90,Paris,333.0
Q922554,International Trade Organization,11.0
Q408,Australia,343.0
Q11568,Darwin,122.0
Q23522,Balkans,170.0
Q16956060,Department of External Affairs,1.0
Q3206,Western Australia,127.0
Q1490,Tokyo,273.0
Q48525,Federal Government of the United States of America,53.0
Q3130,Sydney,235.0
Q11211,United States Armed Forces,73.0
Q581261,South West Pacific Area,9.0
Q23379,Ben Chifley,34.0
Q54129,International Labour Organization,85.0
Q2077288,Chiefs of Staff Committee,7.0
Q19600600,British High Commission,3.0
Q36600,The Hague,163.0
Q678524,Netherlands-Indonesian Union,7.0
Q2112088,Linggadjati Agreement,10.0
Q3141,Melbourne,185.0
Q3586,East Java,84.0
Q334,Singapore,303.0
Q188161,Dutch East Indies,69.0
Q862471,West Timor,35.0
Q142965,Portuguese Timor,35.0
Q23661,Wellington,173.0
Q741691,Royal Australian Navy,34.0
Q5112,Adelaide,146.0
Q71,Geneva,174.0
Q781360,Australian Army,24.0
Q8686,Shanghai,224.0
Q2141,Halifax,117.0
Q9733,Noumea,92.0
Q35715,South Australia,131.0
Q4229719,Committee of Imperial Defence,5.0
Q7143131,Pasundan,7.0
Q5374099,Empire Marketing Board,2.0
Q36074,Queensland,146.0
Q207521,Ethiopian Empire,63.0
Q935996,Revolutionary Front for an Independent East Timor,30.0
Q42000,Tahiti,112.0
Q494920,United States Pacific Fleet,29.0
Q218768,Rabaul,46.0
Q5497022,Frederic Eggleston,3.0
Q8015011,William Macmahon Ball,2.0
