WikidataID,itemLabel,en_description,sitelinks
Q1259,Javier PÃ©rez de CuÃ©llar,5th Secretary-General of the United Nations (1920-2020),80
Q557373,HÃ©di Annabi,Tunisian diplomat (1944-2010),16
Q5639237,Haile Menkerios,Eritrean diplomat,1
Q7279324,Rachel Mayanja,Ugandan lawyer and diplomat,4
Q105336081,Patrick R. D. Hayford,Ghanaian diplomat,1
Q953167,Ibrahim Gambari,Nigerian scholar and diplomat,16
Q15614942,Mohamed Sahnoun,Algerian diplomat (1931-2018),8
Q4385607,Emyr Jones Parry,British diplomat,5
Q57405,Susilo Bambang Yudhoyono,6th President of Indonesia,79
Q346864,Mohammed Ibn Chambas,"Ghanaian lawyer, politician and diplomat",7
Q239105,GraÃ§a Machel,Mozambican humanitarian activist and politician,41
Q57452,FranÃ§ois BozizÃ©,6th President of the Central African Republic,51
Q106164,JoÃ£o Bernardo Vieira,Ancient President of Guinea-Bissau (1939-2009),54
Q314263,Fouad Siniora,Prime Minister of Lebanon,37
Q127998,Mahmoud Abbas,Palestinian statesman,90
Q43944,Hamid Karzai,President of Afghanistan from 2001 to 2014,105
Q223151,James Baker,American lawyer and statesman (born 1930),48
Q57274,Yoweri Museveni,President of Uganda since 1986,82
Q381113,Amr Moussa,politician from Egypt,34
Q34105,Hosni Mubarak,Egyptian president and politician (1928-2020),134
Q47216,Condoleezza Rice,American Republican politician; U.S. Secretary of State; political scientist,101
Q179242,Laurent Gbagbo,4th President of Ivory Coast,67
Q7047285,Noeleen Heyzer,UN official,5
Q3047936,Edmond Mulet,Guatemalan politician,5
Q57265,Omar al-Bashir,7th President of Sudan,89
Q6558218,Lisa M. Buttenheim,American diplomat,2
Q12908,George Soros,"Hungarian-American business magnate, investor and philanthropist",95
Q208834,RenÃ© PrÃ©val,President of Haiti (1943-2017),52
Q336297,Ahmed Tejan Kabbah,Hand-over Speech,37
Q3568769,William L. Swing,US diplomat,5
Q5284,Bill Gates,American business magnate and philanthropist,214
Q41395,JosÃ© Luis RodrÃ­guez Zapatero,"Spanish politician, president of the government from 2004 to 2011",96
Q36233,VÃ¡clav Havel,"playwright, essayist, poet, former dissident and 1st President of the Czech Republic (1936-2011)",129
Q43969,Muhammad Yunus,"Bangladeshi banker, economist and Nobel Peace Prize recipient",106
Q5237901,David Nabarro,British medical academic,7
Q6733829,Maher Nasser,Palestinian UN official,1
Q319189,Jeffrey Sachs,American economist,42
Q1362257,Terje RÃ¸d-Larsen,Norwegian diplomat,13
Q16729257,Tegegnework Gettu,UN Under-Secretary-General for General Assembly and Conference Management.,1
Q5052552,Catherine Bragg,Canadian civil servant,2
Q202006,Olusegun Obasanjo,Nigerian president (1999-2007) and military leader (1976â79),59
Q460322,Kai Eide,Norwegian politician and diplomat,10
Q1708133,"Joseph Verner Reed, Jr.",American diplomat (1937-2016),3
Q10707,Robert Mugabe,2nd president of Zimbabwe from 1987 to 2017,131
Q339955,Adama Dieng,Senegalese lawyer,7
Q3742229,Nane Annan,Swedish artist,6
Q133009,Gro Harlem Brundtland,29th Prime Minister of Norway,85
Q34211,Yasser Arafat,"former Palestinian President, and Nobel Peace Prize recipient (1929-2004)",139
Q57350,Idriss DÃ©by,Chadian president (1952â2021),78
Q5052882,Catherine Pollard,Guyanese diplomat,2
Q1027431,Tim Wirth,American politician,11
Q7690371,TayÃ©-Brook Zerihoun,United Nations official,2
Q1254,Kofi Annan,7th Secretary-General of the United Nations (1938-2018),
Q314524,Ange-FÃ©lix PatassÃ©,former President of the Central African Republic (1937-2011),33
Q155649,Richard Holbrooke,American diplomat (1941-2010),53
Q8440,Hugo ChÃ¡vez,president of Venezuela (1999-2013),178
Q1231345,Paul Kagame,"Rwandan politician, 4th and current President of Rwanda",83
Q6181400,Jeremy Q. Greenstock,British diplomat,4
Q971354,Ivan Å imonoviÄ,"Croatian diplomat, politician and law scholar",12
Q573515,Anthony Lake,American academic and diplomat,19
Q655512,Stephen Lewis,Canadian politician,7
Q1001,Mohandas Karamchand Gandhi,Indian nationalist leader and nonviolence advocate (1869â1948),258
Q734953,Sha Zukang,Chinese diplomat,6
Q47139,Slobodan MiloÅ¡eviÄ,Yugoslavian and Serbian politician (1941â2006),95
Q460743,Ameerah Haq,Bangladeshi diplomat,8
Q49344,Ãscar Arias SÃ¡nchez,President of Costa Rica,72
Q1605329,Hennadiy Udovenko,Ukrainian politician and diplomat (1931-2013),17
Q50612,Susan Rice,24th United States National Security Advisor,43
Q57324,Blaise CompaorÃ©,"BurkinabÃ© politician, President of Burkina Faso from 1987 to 2014",62
Q240575,Queen Noor of Jordan,Queen and Queen Dowager of Jordan; philanthropist and activist,40
Q6143805,Yukio Takasu,Japanese diplomat,3
Q3938383,Robert Muller,Civil servant with the United Nations,5
Q7105972,Oscar Fernandez-Taranco,Argentine diplomat,2
Q3310864,Michel SidibÃ©,Malian United Nations official,5
Q18217388,Nicholas Haysom,United Nations official,3
Q1690734,Joan Clos i Matheu,Spanish politician,14
Q2192301,Robert H. Serry,Dutch diplomat,8
Q152809,Laurent Nkunda,Congolese military and politician from Rwanda,20
Q335698,"Valerie Amos, Baroness Amos",British diplomat (born 1954),11
Q969273,JosÃ© Graziano da Silva,Brazilian politician,19
Q2830011,Alain Le Roy,French diplomat,6
Q6205132,Joan Holmes,American businessman,3
Q6139802,Kiyotaka Akasaka,diplomat,3
Q3229187,Leila Zerrougui,Algerian legal expert,12
Q57343,Pierre Nkurunziza,Burundian politician (1964-2020),75
Q3595914,Vijay K. Nambiar,United Nations Under-Secretary-General,6
Q260363,Atul Khare,Indian diplomat,4
Q18812645,JÃ¡nos PÃ¡sztor,"climate change expert, UN Assistant Secretary-General",3
Q464429,Yuri Fedotov,Russian diplomat,13
Q57315,Salva Kiir Mayardit,South Sudanese politician,67
Q270650,Margaret Chan,Director-General of the World Health Organization,36
Q3134558,HervÃ© Ladsous,French diplomat and United Nations official,8
Q16729209,Thomas Gass,"Swiss diplomat, Head of South Cooperation Department at Swiss Agency for Development and Cooperation. Former ASG at the United Nations.",1
Q450326,MichÃ¨le Montas,Haitian journalist and writer,7
Q2962083,Cheick Sidi Diarra,UN official,5
Q4834101,B. Lynn Pascoe,American diplomat,4
Q105667,Catherine Ashton,British politician (born 1956),58
Q4837550,Babatunde Osotimehin,Health minister of Nigeria (1949-2017),6
Q2120917,Alain LeRoy Locke,American philosopher and writer,22
Q57413,Alassane Ouattara,former President of Ivory Coast,72
Q7145775,Patricia O'Brien,Irish diplomat and barrister,4
Q4253165,Mark Lyall Grant,UK ambassador to the UN,9
Q2577290,Wilfried Lemke,UN official,4
Q85763,Thomas Mayr-Harting,Austrian diplomat,8
Q6143836,Jun Yamazaki,Japanese diplomat,5
Q6873965,Miroslav JenÄa,Slovak diplomat,2
Q1394102,Vitaly Churkin,Soviet and Russian diplomat (1952-2017),35
Q215398,Martin Kobler,United Nations Secretary General,8
Q19604457,Lenni Montiel,United Nations official,1
Q57427,Michel Suleiman,12th President of Lebanon,49
Q7175369,Peter Launsky-Tieffenthal,Austrian diplomat,3
Q16197258,Miguel de Serpa Soares,United Nations Under-Secretary-General for Legal Affairs and United Nations Legal Counsel,1
Q313297,Jim Yong Kim,"Korean-American physician and anthropologist, 12th President of the World Bank",45
Q450675,Pope Francis,266th pope of the Catholic Church,202
Q20676224,Chang Wook-jin,,1
Q2594644,Wu Hongbo,United Nations official,5
Q5623963,Gyan Chandra Acharya,Nepalese diplomat,2
Q4746340,Amina J. Mohammed,Nigerian-British diplomat and Deputy Secretary-General of the United Nations,28
Q18686248,Cristina Gallach,Catalan journalist & High EU civil servant,6
Q461710,Asha-Rose Migiro,Tanzanian politician and UN Deputy-Secretary General,23
Q194654,Dirk Stikker,politician and badminton player (1897-1979),19
Q335004,"Hastings Ismay, 1st Baron Ismay","British army officer and diplomat, 1st Secretary General of NATO (1887-1965)",33
Q155691,Paul-Henri Spaak,Belgian politician (1899-1972),51
Q3175875,Jean-Ãtienne Valluy,French general,7
Q48093,Nikolai Bulganin,Soviet Politician (1895-1975),54
Q3372536,Paul Ãly,French General,8
Q35314,Nikita Khrushchev,leader of the Soviet Union from 1953 to 1964,155
Q159603,WÅadysÅaw GomuÅka,Polish politician (1905-1982),51
Q7324831,"Richard Coleridge, 4th Baron Coleridge",British peer (1905-1984),1
Q214758,Dean Acheson,American statesman and lawyer (1893-1971),50
Q93845,Charles Foulkes,British-Canadian general,12
Q6708623,Lynde D. McCormick,United States admiral,7
Q12309200,E.J.C. Qvistgaard,,3
Q6524938,Leon W. Johnson,United States Army Air Forces Medal of Honor recipient,4
Q97585888,Harold Huglin,American general (1906-1975),1
Q5127304,Clark L. Ruffner,United States general,6
Q1358041,Ernst Ferber,German officer (1914-1998),4
Q7032446,Nigel Henderson,Royal Navy admiral (1909-1993),4
Q15981,Robert Schuman,Luxembourgish-born German-French statesman and Venerable (1886-1963),69
Q30487,Mikhail Gorbachev,president of the Soviet Union from 1990 to 1991,170
Q1452949,"Frederick Millar, 1st Baron Inchyra",British diplomat (1900-1989),4
Q154855,Javier Solana,Spanish politician,50
Q137265,L. Dana Wilgress,Canadian diplomat,4
Q180588,Georgy Malenkov,Soviet politician (1902-1988),78
Q132899,Vyacheslav Molotov,Soviet politician and Minister of Foreign Affairs (1890â1986),92
Q1959842,NATO Defense College,staff college,8
Q4651635,AGARD,agency of NATO that existed from 1952 to 1996,2
Q7184,North Atlantic Treaty Organization,intergovernmental military alliance between 30 member states,211
Q167662,Secretary General of NATO,position,40
Q27496,Western Europe,western part of the European continent,137
Q1536750,War Production Board,government agency,11
Q466039,continental Europe,"continent of Europe, excluding European islands",49
Q1959818,Military units and formations of NATO,organizational structure,5
Q1640949,Supreme Allied Commander Europe,commander of the North Atlantic Treaty Organization,13
Q165862,Royal Air Force,aerial warfare service branch of the British Armed Forces,66
Q653215,Supreme Allied Commander Atlantic,NATO Command,9
Q55,Netherlands,country in Northwestern Europe with territories in the Caribbean,344
Q223,Greenland,autonomous country within the Kingdom of Denmark on world's largest island by the same name,232
Q2644299,Allied Forces Northern Europe,"most northern NATO headquarters from 1952 to 1993 located at KolsÃ¥s, Norway",5
Q944947,North Atlantic Council,NATO's political body,26
Q145,United Kingdom,country in north-west Europe,350
Q27509,Central Europe,region of Europe,155
Q16,Canada,country in North America,364
Q30,United States of America,country located mainly in North America,396
Q845737,Treaty of Brussels,1948 Western European defence treaty,31
Q49231,Norfolk,"independent city in Virginia, United States",82
Q292126,AFNORTH,Wikimedia disambiguation page,2
Q46,Europe,continent,375
Q142,France,country in Western Europe,377
Q90,Paris,capital and largest city of France,338
Q829732,ACE Mobile Force,"NATO quick reaction force at Heidelberg, Germany, active from 1960 to 2002",6
Q81483695,NATO SATCOM,family of geostationary military communications satellites providing service to NATO forces between 1970 and 2016,2
Q11218,United States Marine Corps,maritime land force service branch of the United States Armed Forces,61
Q1959817,NATO Military Committee,NATO body composed of member statesâ chiefs of defence,10
Q41,Greece,country in Southeast Europe,347
Q15917208,Allied Maritime Command,central command of all NATO maritime forces,6
Q17511241,Allied Forces Mediterranean,military unit,1
Q27381,North Africa,northernmost region of the African continent,152
Q97,Atlantic Ocean,second largest ocean on Earth,246
Q27449,Southern Europe,southern region of the European continent,119
Q25327017,NBMR-1,NATO aircraft design specification,3
Q1051401,Turkish Straits,Bosporus and Dardanelles straits in Turkey,30
Q183,Germany,country in Central Europe,378
Q27479,Northern Europe,northern region of the European continent,118
Q20,Norway,country in northern Europe,366
Q35,Denmark,country in Northern Europe,341
Q43,Turkey,sovereign state spanning Europe and Asia,379
Q45,Portugal,country in Southwestern Europe,341
Q3640,Ankara,capital of Turkey,224
Q11220,United States Navy,maritime service branch of the United States Armed Forces,79
Q11223,United States Air Force,air service branch of the United States Armed Forces,75
Q23522,Balkans,geopolitical and cultural region of Southeast Europe,172
Q189,Iceland,"sovereign state in Northern Europe, situated on an island in the far North Atlantic Ocean",328
Q49,North America,continent on the Earth's northwestern quadrant,299
Q72259,Portsmouth,"city in Hampshire, England",101
Q84,London,capital and largest city of the United Kingdom,326
Q3315114,Minister of National Defence,minister in the Cabinet of Canada,3
Q2982684,Ministry of Defence of Norway,Norwegian government ministry responsible for military and national defense matters,13
Q32,Luxembourg,country in Western Europe,311
Q4918,Mediterranean Sea,"sea between Europe, Africa and Asia",247
Q545,Baltic Sea,sea in Northern Europe,179
Q25263,Azores,Portuguese archipelago in the North Atlantic Ocean,129
Q233,Malta,sovereign state in Southern Europe situated on an archipelago in the Mediterranean Sea,302
Q176635,Tropic of Cancer,line of northernmost latitude at which the Sun can be directly overhead,87
Q31,Belgium,country in western Europe since 1830,346
Q3139015,Integrated NATO Air Defense System,NATO Air defence radar network,10
Q13360213,Palais de Chaillot,"museum and former capitol building in Paris, France",31
Q43467,Indochina,region in Southeast Asia,100
Q189946,Western European Union,former international organization and military alliance,51
Q15,Africa,continent on the Earth's northern and southern hemispheres,371
Q27468,Eastern Europe,eastern part of Europe,150
Q713750,West Germany,Federal Republic of Germany in the period between its formation on 23 May 1949 and German reunification on 3 October 1990,108
Q159,Russia,sovereign state in Eastern Europe and Northern Asia,394
Q56036,West Berlin,political enclave that existed between 1949 and 1990,65
Q8908,Council of Europe,International organisation founded in 1949,119
Q899,Suez Canal,artificial waterway in Egypt connecting the Mediterranean and the Red Sea,159
Q7204,Middle East,"geopolitical region encompassing Egypt and most of Western Asia, including Iran",216
Q38,Italy,country in Southern Europe,383
Q350134,North Atlantic Ocean,northern area of the Atlantic ocean,8
Q15180,Soviet Union,communist state in Eurasia from 1922 to 1991,248
Q16957,German Democratic Republic,"1949â1990 country in central Europe, unified into modern Germany",142
Q379850,Central Treaty Organization,"Military alliance involving Iran, Iraq, Pakistan, Turkey and the United Kingdom (1955-1979)",45
Q7388468,SACLANT ASW Research Centre,organization,2
Q12800833,NATO Headquarters,"HQ in Haren, Brussels",10
Q125761,International Civil Aviation Organization,"specialized agency of the United Nations, coordinates the international civil aviation regulations and policy",78
Q1182587,Defence Research and Development Canada,Canadian government agency,6
Q1410,Gibraltar,British Overseas Territory,201
Q4345530,Northern Italy,geographic region of Italy,41
Q1137023,Council of Economic Advisers,US federal government agency,20
Q183644,Pravda,Soviet and Russian newspaper,67
Q36,Poland,country in Central Europe,366
Q846903,Northern Army Group,military unit,9
Q28,Hungary,country in Central Europe,325
Q60,New York City,most populous city in the United States,299
Q877399,North Atlantic Treaty,treaty,53
Q10690,Cardiff,capital city of Wales,143
Q2894411,Belgrave Square,"square in London, England",12
Q41644,Warsaw Pact,international military alliance of Communist states,108
Q597,Lisbon,capital city of Portugal,241
Q3550747,U.S. Naval Forces Southern Command,military unit,6
Q6952580,NATO Communications and Information Systems Services Agency,organization,3
Q1377612,European Payments Union,former European organization,10
Q816210,Danish straits,three channels in Denmark connecting the Baltic Sea to the North Sea,28
Q834195,Treaty on Conventional Armed Forces in Europe,treaty,25
Q36704,Yugoslavia,1918â1992 country in Southeastern Europe,156
Q537388,Standing NATO Maritime Group One,one of the NATO's standing maritime Immediate Reaction Forces,12
Q83286,Socialist Federal Republic of Yugoslavia,country in Central and Southeast Europe (1945â1992),88
Q183219,International Criminal Tribunal for the former Yugoslavia,"UN ad hoc court located in The Hague, Netherlands",52
Q148,People's Republic of China,country in East Asia,371
Q159470,Kosovo Force,North Atlantic Treaty Organisation-led international peacekeeping force,36
Q594846,Palace of Nations,"building in Geneva, Switzerland",33
Q740308,UNICEF,specialised agency of United Nations,105
Q487526,United Nations Development Fund for Women,United Nations General Assembly subsidiary organ,26
Q131878,United Nations Institute for Training and Research,teaching institute of the United Nations,16
Q636107,United Nations Office on Drugs and Crime,organization,40
Q132551,United Nations High Commissioner for Refugees,United Nations agency mandated to protect and support refugees,77
Q12199,HIV/AIDS,spectrum of conditions caused by HIV infection,189
Q204344,World Food Programme,United Nations branch related to food-assistance,75
Q5187,Chechen Republic,"republic of Russia, federal subject of Russia",163
Q37143,G8,"Russia, Canada, France, Germany, Italy, Japan, the United Kingdom, and the United States",95
Q217172,Cooperation Council for the Arab States of the Gulf,regional intergovernmental political and economic union consisting of many Arab states of the Persian Gulf,56
Q458,European Union,political and economic union of 27 European states,290
Q656812,Office of the High Commissioner for Human Rights,UN department that promotes human rights under international law,52
Q854218,United Nations System,group of legally and financially autonomous organizations that are associated with the UN,27
Q1187686,United Nations Sustainable Development Group,consortium of the Secretary-General of the United Nations,18
Q48742387,United Nations General Assembly Fifth Committee,,2
Q47423,United Nations General Assembly,principal organ of the United Nations,101
Q2265515,United Nations Office of Internal Oversight Services,organization,7
Q205650,United Nations Human Rights Council,United Nations body tasked with the promotion of human rights,58
Q1070940,Asia-Pacific,"part of the world in or near the Western Pacific Ocean; typically includes East Asia, South Asia, Southeast Asia, and Oceania",45
Q680212,United Nations Office at Geneva,"UN office in Geneva, Switzerland",24
Q683,Samoa,sovereign state made up of six islands in the Pacific Ocean,240
Q238752,Barbuda,island in Antigua and Barbuda,67
Q403,Serbia,country in southeastern Europe,327
Q236,Montenegro,country in southeastern Europe,297
Q227,Azerbaijan,country in the Caucasus in Eastern Europe,341
Q232,Kazakhstan,sovereign state in Eastern Europe and Central Asia,318
Q214,Slovakia,country in Central Europe,321
Q710,Kiribati,island sovereign state in the central Pacific Ocean,227
Q215,Slovenia,country in Central Europe,311
Q184,Belarus,country in Eastern Europe,333
Q211,Latvia,sovereign state in northeastern Europe,310
Q37,Lithuania,country in Europe,326
Q213,Czech Republic,country in Central Europe,333
Q874,Turkmenistan,sovereign state in Central Asia,275
Q191,Estonia,sovereign state in northeastern Europe,332
Q924,Tanzania,country in East Africa,287
Q265,Uzbekistan,sovereign state in Central Asia,281
Q686,Vanuatu,country In Oceania,238
Q230,Georgia,country in the Caucasus,318
Q228,Andorra,"sovereign microstate between France and Spain, in Western Europe",312
Q7888369,United Nations Department for Safety and Security,,4
Q7888475,United Nations Office for Partnerships,body of the United Nations that oversees public-private partnerships,2
Q643988,United Nations Mission in Sierra Leone,organization,14
Q487859,United Nations Mission in Sudan,peacekeeping mission of United Nations in Sudan,17
Q170418,World Economic Forum,Swiss non-profit foundation,76
Q191703,Organisation of African Unity,organization,53
Q7159,African Union,supranational union in Africa,149
Q2740749,United Nations Fund for International Partnerships,,8
Q1622260,United Nations Foundation,charitable organization,5
Q504557,United Nations Interim Administration Mission in Kosovo,the officially mandated mission of the United Nations in Kosovo,36
Q356037,United Nations Capital Development Fund,,10
Q81737,Millennium Development Goal,goals agreed at the Millennium Summit of the United Nations in 2000,53
Q376150,International Telecommunication Union,specialized agency of the United Nations for information and communication technologies,73
Q47488,International Criminal Court,permanent international tribunal,99
Q12156,malaria,mosquito-borne infectious disease,170
Q68097,Davos,"municipality in the canton of GraubÃ¼nden, Switzerland",93
Q844845,Doha Development Round,international trade negotiations,20
Q156053,Srebrenica,town in Bosnia and Herzegovina,61
Q568879,Special Court for Sierra Leone,judicial body,23
Q1065854,United Nations Office for the Coordination of Humanitarian Affairs,organization,34
Q1191533,United Nations Radio,Audio service of the United Nations,13
Q43079362,African Group,United Nations regional group,3
Q1781195,United Nations Assistance Mission in Afghanistan,political UN mission,18
Q42970,Amnesty International,non-governmental organization based in the United Kingdom,99
Q267941,Oxfam,humanitarian organization,39
Q8969,Cancun,City in Mexico,93
Q61923,World Tourism Organization,"specialized agency of the United Nations, works in the area of tourism policy",65
Q487883,United Nations Human Settlements Programme (UN-Habitat),UN agency for human settlements and sustainable urban development,31
Q7888374,United Nations Development Assistance Framework,organization,3
Q794,Iran,sovereign state in Western Asia,347
Q796,Iraq,sovereign state in western Asia,320
Q810,Jordan,country in Western Asia,286
Q14288,United Nations Office at Vienna,one of the four major United Nations office sites where several different UN agencies have a joint presence,20
Q208645,United Nations Framework Convention on Climate Change,international treaty,53
Q6052366,International Peace Institute,"research and policy institute based in New York, USA",7
Q220563,United Nations Secretariat,principal organ of the United Nations,62
Q2639272,United Nations Millennium Declaration,United Nations General Assembly resolution adopted in 2000,17
Q47359,Kyoto Protocol,international treaty to reduce greenhouse gas emissions,87
Q392774,University for Peace,university,30
Q384410,Global Environment Facility,public funder of projects to improve the global environment,19
Q1274556,United Nations Information and Communication Technologies Task Force,multi-stakeholder initiative associated with the United Nations,4
Q161718,United Nations Development Programme,global network for development of United Nations,72
Q1072857,International Crisis Group,non-governmental organization,21
Q40556,Horn of Africa,peninsula in Northeast Africa which juts into the Guardafui Channel,107
Q15787,HIV,"human retrovirus, cause of AIDS",103
Q588982,Joint United Nations Programme on HIV/AIDS,United Nations organization,33
Q2300936,Special Committee on Peacekeeping Operations,peacekeeping committee of the United Nations General Assembly,3
Q201054,International Maritime Organization,specialized UN agency concerned with legal and regulatory aspects of maritime activity,54
Q593662,United Nations Transitional Authority in Cambodia,organization,28
Q40970,International Olympic Committee,Non-governmental sports organisation (founded 1894),99
Q253414,FIFA,international governing body of association football,147
Q14707545,United Nations International School,International school in New York City,5
Q7888512,United Nations Secretariat Building,headquarters building of the United Nations,13
Q2748702,Department for International Development,United Kingdom government ministerial department,13
Q7178,International Red Cross and Red Crescent Movement,international humanitarian movement,126
Q1144508,United Nations Economic Commission for Africa,organization,26
Q686431,Vienna International Centre,building complex hosting the United Nations Office at Vienna,24
Q746022,United Nations Correspondents Association,,8
Q25407873,United Nations Population Award,,1
Q7888461,United Nations Mine Action Service,suborganization of the United Nations,6
Q164746,The Wall Street Journal,American business-focused daily newspaper,76
Q1045198,Permanent Court of Arbitration,intergovernmental organization,37
Q48340,CNN,American news channel,103
Q848633,International Chamber of Commerce,business organization,41
Q218026,International Day of Solidarity with the Palestinian People,world day,20
Q201190,Palestinians,Arab ethnic group who mostly adhere to Islam,62
Q689859,International Fund for Agricultural Development,specialized agency of the United Nations,39
Q217595,Oxford University Press,publishing arm of the University of Oxford,55
Q469618,Commission on Narcotic Drugs,central drug policy-making body of the UN System,9
Q50303523,United Nations Information Centres,,3
Q763532,International Bar Association,"voluntary bar association of international legal practitioners, bar associations and law societies",14
Q667217,International Narcotics Control Board,international body regulating whaling,10
Q170424,World Meteorological Organization,specialised agency of the United Nations for meteorology,69
Q488981,European Bank for Reconstruction and Development,financial institution which support more than 30 countries,50
Q46694,Government of Sudan,central government of Sudan,3
Q333886,Georgetown University,"private university in Washington, D.C., United States",51
Q327632,International Day of Peace,annual observance dedicated to world peace,54
Q41053,Hezbollah,Lebanese Shia Islamist political party and militant group,109
Q473046,Supachai Panitchpakdi,Thai politician and professor,16
Q7888481,"United Nations Office of the High Representative for the Least Developed Countries, Landlocked Developing Countries and Small Island Developing States",office of the United Nations Secretariat,9
Q11299,Manhattan,"borough of New York City, New York, United States",121
Q2362881,African Union Commission,part of the African Union's executive branch,10
Q836,Myanmar,sovereign state in Southeast Asia,292
Q1665502,United Nations Integrated Mission in East Timor,organization,12
Q881,Vietnam,country in Southeast Asia,342
Q889,Afghanistan,country in Central and South Asia,331
Q485207,Shanghai Cooperation Organisation,international organization based in China,78
Q854,Sri Lanka,country in South Asia,285
