WikidataID,itemLabel,sitelinks
Q7245,Samuel Clemens,235
Q7245,Samuel L. Clemens,235
Q7245,Samuel Langhorne Clemens,235
Q7296,Kilimanjaro,166
Q6409,727,68
Q6409,B-727,68
Q6409,B727,68
Q6583,Saara,208
Q6583,Zara,208
Q6583,Desert,208
Q6583,Zahara,208
Q6583,Desart,208
Q6583,Zaara,208
Q6583,Great Desert,208
Q6583,aṣ-Ṣaḥrāʾ al-Kubrā,208
Q6583,Sahara Desert,208
Q6583,The Sahara,208
Q6583,al-Sahara,208
Q6583,al-Sahra,208
Q6583,as-Sahra,208
Q6583,as-Sahra al-Kubra,208
Q6583,the Desart,208
Q6583,the Desert,208
Q6583,the Great Desert,208
Q6583,Saharra,208
Q6602,Strasburg,181
Q6602,Strassburg,181
Q6602,Schdroosburi,181
Q6602,Straßburg,181
Q6602,Strosburi,181
Q6602,Strossburi,181
Q6602,Strossburig,181
Q145,G B,361
Q145,G B R,361
Q145,G.B.R.,361
Q145,🇬🇧,361
Q145,Great Britain and Northern Ireland,361
Q145,The UK,361
Q145,The United Kingdom of Great Britain and Northern Ireland,361
Q145,U K,361
Q145,U. K.,361
Q145,U.K.,361
Q8685,Idlewild International Airport,73
Q8704,W. Disney,192
Q8704,Walt E. Disney,192
Q8704,Walter Disney,192
Q8704,Walter E. Disney,192
Q8704,Walter Elias Disney,192
Q8880,EC,93
Q8880,European Commission,93
Q8880,ec.europa.eu,93
Q8880,EU commission,93
Q8027,Michael King Jr.,222
Q8146,¥,138
Q8146,Japanese yen,138
Q8146,JPY,138
Q8493,Oxus,96
Q8493,Amu,96
Q8493,Amu River,96
Q8493,Amu-daria,96
Q8493,Amudaryo,96
Q8619,Joseph Philippe Pierre Yves Elliott Trudeau,82
Q8619,Pierre Elliott Trudeau,82
Q8660,Heart of Pakistan,188
Q8660,Kurrachee,188
Q221,🇲🇰,305
Q221,Republic of Macedonia,305
Q221,Republic of North Macedonia,305
Q9161,Walter,120
Q9161,Tito,120
Q9161,Zagorac,120
Q9161,Josip Broz,120
Q9161,Rudi,120
Q9161,Gligorijević,120
Q9161,Josip Brotz Tito,120
Q9531,British Broadcasting Corporation,129
Q35794,Cambridge,126
Q9061,Marx,288
Q9061,Karl H. Marx,288
Q9061,Karl Heinrich Marx,288
Q35794,Cambridge University,126
Q35794,"The Chancellor, Masters, and Scholars of the University of Cambridge",126
Q35794,Universitas Cantabrigiensis,126
Q8660,The Lighting City,188
Q8681,PAA,55
Q8681,Pan American Airways,55
Q8681,Pan American World,55
Q8681,Pan American World Airways,55
Q8681,Pan American World Airways Inc.,55
Q8681,Pan-Am,55
Q8681,PanAm,55
Q8685,JFK,73
Q8685,JFK International Airport,73
Q8685,Kennedy International,73
Q8685,Kennedy International Airport,73
Q8685,KJFK,73
Q8685,New York International Airport,73
Q8685,JFK Airport,73
Q8685,Idlewild Airport,73
Q35493,Alma-Ata,145
Q35493,Almatı,145
Q35493,City of Almaty,145
Q35493,Алматы,145
Q9684,@nytimes,113
Q9684,N Y Times,113
Q9684,N. Y. Times,113
Q9684,New York Times,113
Q9684,New York Times (newspaper),113
Q9684,New-York Daily Times,113
Q9684,NYT,113
Q9684,NYTimes,113
Q9684,nytimes.com,113
Q9684,The Gray Lady,113
Q9684,The New York Daily Times,113
Q9684,The NY Times,113
Q9684,The NYT,113
Q9684,The Paper of Record,113
Q9684,The Sunday Times,113
Q9684,The Times,113
Q9684,Times,113
Q220,Roma,321
Q220,The Eternal City,321
Q220,"Rome, Italy",321
Q220,City of Seven Hills,321
Q221,NM,305
Q221,Macedonia,305
Q221,MKD,305
Q221,MK,305
Q10184,FAZ,50
Q10184,faz.net,50
Q10184,Frankfurter Allgemeine,50
Q10389,Bandung City,101
Q10389,"Bandung City, West Java, Indonesia",101
Q10390,"John S. McCain, III",127
Q10390,John Sidney McCain III,127
Q10393,Buitenzorg,65
Q10393,Bogor City,65
Q10393,Bogor Municipality,65
Q10393,Buitenzorg City,65
Q10393,Buitenzorg Municipality,65
Q10393,City of Bogor,65
Q10393,City of Buitenzorg,65
Q10393,Municipality of Bogor,65
Q10393,Municipality of Buitenzorg,65
Q11268,Congress,106
Q11268,American Congress,106
Q11268,American legislature,106
Q19878,Colonel Gaddafi,173
Q19878,Kadhafi,173
Q19878,Muammar al-Gaddafi,173
Q19878,Muammar Mohammed Abu Minyar Gaddafi,173
Q19878,Muammar Muhammad Abu Minyar al-Gaddafi,173
Q19878,Muʿammar al-Gaddafi,173
Q19878,Muʿammar al-Qaddafi,173
Q14112,Territorial Collectivity of Corsica,176
Q14379,Verbano,78
Q14379,Lago Maggiore,78
Q14379,Lake Verbano,78
Q15568,HKU,52
Q15568,Hong Kong University,52
Q15568,The University of Hong Kong,52
Q16068,DM,67
Q16068,DEM,67
Q16068,D-Mark,67
Q16068,DE-Mark,67
Q16068,Deutschmark,67
Q16068,German mark,67
Q80914,Tabasco State,99
Q80989,City of Lakes,108
Q81066,SG,88
Q81066,Secretary-General,88
Q81066,Secretary General,88
Q81066,Secretary-General of the United Nations,88
Q513,Sagarmatha,215
Q513,Everest,215
Q513,Chomolangma,215
Q513,Chomolungma,215
Q513,Himalaya Peak XV,215
Q513,Mount Chomolubutangma,215
Q513,Mount Qomolangma,215
Q513,Mount Sagarmatha,215
Q513,Mt Everest,215
Q513,Mt. Everest,215
Q513,Peak XV,215
Q513,Qomolangma,215
Q513,Qomolangma Feng,215
Q513,Sagarmāthā,215
Q36600,'s-Gravenhage,172
Q36600,Den Haag,172
Q81066,UN Secretary General,88
Q81066,UNSG,88
Q9576,Jim Callaghan,87
Q9576,"James Callaghan, Baron Callaghan",87
Q9576,"James, Baron Callaghan",87
Q9576,Leonard James Callaghan,87
Q9576,"Leonard James, Baron Callaghan",87
Q9576,Lord Callaghan,87
Q9576,Lord Callaghan of Cardiff,87
Q9592,Roman Catholic Church,192
Q9592,Roman Apostolic Catholic Church,192
Q240,Brussels,121
Q240,04000,121
Q240,20e,121
Q240,BE-BRU,121
Q240,BHG,121
Q240,Brussel,121
Q240,Brussel-Hoofdstad,121
Q240,Brussels Gewest,121
Q240,Brussels Region,121
Q240,Bruxelles,121
Q240,Bruxelles-Capitale,121
Q240,BXL,121
Q240,Région Bruxellois,121
Q262,dz,329
Q262,Ǳ,329
Q262,ALG,329
Q11268,Congress of the United States,106
Q11268,Legislature of the United States,106
Q11268,U.S. Congress,106
Q11268,United states legislative branch,106
Q11268,US Congress,106
Q11462,Kota Surabaya,111
Q11462,Heroes Town,111
Q11462,Surabaya City,111
Q11462,Surabaya Town,111
Q11739,LHR,131
Q12940,Chaban,40
Q12940,Jacques Delmas,40
Q12967,King Leopold II,88
Q12967,Leopold II,88
Q12967,Leopold II van België,88
Q162306,Birendra Bikram Shah Dev,47
Q162306,Birendra Bir Bikram Shah Dev,47
Q162306,"Birendra Bir Vikram, King of Nepal Shah Deva",47
Q162306,Birendra Vikram Shah,47
Q162306,H. M. King of Nepal Birenda,47
Q162306,King of Nepal Birenda,47
Q162306,King of Nepal Birendra Bir Bikram Shah Deva,47
Q162306,King of Nepal Vīrendra Vīra Vikrama Śāha Deva,47
Q162306,Sir Birendra of Nepal,47
Q162306,Sir Birendra Shah,47
Q162306,Virendra Shah,47
Q162306,Virendra Shaha,47
Q162306,वीरेन्द्र वीर विक्रम शाह,47
Q9648,Malvinas,187
Q9648,FK,187
Q9648,Islas Malvinas,187
Q9648,Malvinas Islands,187
Q9648,FLK,187
Q9648,Falklands,187
Q9648,🇫🇰,187
Q513,World highest peak,215
Q513,Zhumulangma,215
Q16553,San José,145
Q16553,"San Jose, California",145
Q16553,City of San Jose,145
Q16553,City of San José,145
Q16553,Pueblo de San Jose de Guadalupe,145
Q16553,Pueblo de San José de Guadalupe,145
Q16553,"San Jose, CA",145
Q16553,"San José, CA",145
Q16553,"San José, California",145
Q16977,Teng Hsiao-p'ing,125
Q35794,The University of Cambridge,126
Q36454,NRT,61
Q36454,成田,61
Q36454,Narita Airport,61
Q36454,New Tokyo International Airport,61
Q36454,RJAA,61
Q36454,Tokyo Narita Airport,61
Q37548,NU,30
Q37548,Northeastern,30
Q37548,NEU,30
Q37995,Rangoon,141
Q221,Former Yugoslav Republic of Macedonia,305
Q221,FYR Macedonia,305
Q221,FYROM,305
Q13344,UB,26
Q13344,u-bordeaux.fr,26
Q13917,IdF,141
Q13917,IDF,141
Q13917,Ile de France,141
Q13917,Île de France,141
Q13917,Island of France,141
Q13917,Paris Region,141
Q13917,Parisian Region,141
Q13917,Region Ile-de-France,141
Q13917,Région Île-de-France,141
Q14112,Corse,176
Q161718,UNDP,73
Q161718,PNUD,73
Q161718,U.N.D.P.,73
Q79321,"Dermott, AR",31
Q79321,"Dermott, Arkansas",31
Q80144,"Hooper Bay, AK",36
Q80144,"Hooper Bay, Alaska",36
Q80269,Free and Sovereign State of Zacatecas,95
Q80269,State of Zacatecas,95
Q80524,INR,87
Q80524,Rupee,87
Q80524,Rupaya,87
Q855,General Secretary Joseph Stalin,256
Q855,General Secretary Stalin,256
Q855,Ioseb Besarionis dze Dzhugashvili,256
Q855,Ioseb Dzhugashvili,256
Q855,Ioseb Jugashvili,256
Q855,Iosif Vissarionovich Dzhugashvili,256
Q855,Joey Stalin,256
Q855,Josef Stalin,256
Q855,Joseph Vissarionovich Stalin,256
Q855,Joseph Vissarionovitch Stalin,256
Q855,Yosif Dzhugashvili,256
Q19878,Muammur Gaddafi,173
Q19943,Juan Carlos I,120
Q23064,Ches.,85
Q23064,County of Chester,85
Q23064,County Palatine of Chester,85
Q37211,Mehran,111
Q37211,Sind,111
Q81965,General Motors Corporation,86
Q16977,Dahng Síupìhng,125
Q16977,Dang Hei-jin,125
Q16977,Dang Siu-ping,125
Q16977,Deng Syauping,125
Q16977,Deng Xixian,125
Q16977,Tēng Siáu-pêng,125
Q16977,Thèn Séu-phìn,125
Q18125,"Manchester, England",171
Q18125,Capital of the North,171
Q18125,Cottonopolis,171
Q18125,Madchester,171
Q18125,"Manchester, Lancashire",171
Q18125,"Manchester, UK",171
Q18125,Warehouse City,171
Q18285,Economic Czar,50
Q18363,Alfonso XIII,77
Q18363,Alfonso Leon Fernando Maria Jaime Isidro Pascual Antonio de Borbon y Austria-Lorena,77
Q18363,Alfonso León Fernando María Jaime Isidro Pascual Antonio de Borbón y Austria-Lorena,77
Q18363,Don Alfonso de Borbon y Habsburgo,77
Q18363,Don Alfonso de Borbón y Habsburgo,77
Q18438,"Long Island, New York",84
Q18438,"Long Island, NY",84
Q18575,"Tucson, Arizona",115
Q18575,Chuk Shon,115
Q18575,Cuk Ṣon,115
Q18575,S-cuk Ṣon,115
Q18575,"Tucson, AZ",115
Q18575,"Tucson, Ariz.",115
Q19673,Gore,126
Q19673,Albert Gore,126
Q38022,St Louis,127
Q38022,"St. Louis, Missouri",127
Q38022,Saint Louis,127
Q38022,City of St. Louis,127
Q38022,"Saint Louis, MO",127
Q38022,St. Louis City,127
Q38022,"St. Louis, MO",127
Q164518,Sirikit Kitiyakara,44
Q165403,Oil palm,50
Q165403,African oil palm,50
Q165403,African Oil palm,50
Q165403,macaw fat,50
Q166032,WP,94
Q166032,Washington Post,94
Q36517,Sir Francis Drake,117
Q36600,Haag,172
Q36600,Hague,172
Q717,Bolivarian Republic of Venezuela,321
Q717,BR Venezuela,321
Q717,Estados Unidos de Venezuela,321
Q717,VE,321
Q717,🇻🇪,321
Q717,VEN,321
Q717,Vzla,321
Q796,IRQ,325
Q796,iq,325
Q597,Lisboa,245
Q657,GUM,292
Q657,CHA,292
Q657,td,292
Q657,Republic of Chad,292
Q657,🇹🇩,292
Q40030,Rio Grande do Sul State,115
Q40059,Jordan,114
Q40059,River Jordan,114
Q37995,Yangon Region,141
Q37995,Yangon City,141
Q37995,Rangoon City,141
Q163239,Baluchestan,100
Q163490,Zidon,87
Q262,People's Democratic Republic of Algeria,329
Q340,"Montreal, Canada",182
Q340,Montréal,182
Q340,City of Montreal,182
Q340,"Montreal, Quebec",182
Q340,Ville de Montreal,182
Q340,Ville de Montréal,182
Q81230,Siemens & Halske,77
Q81230,Siemens AG,77
Q81230,SIEMENS AG,77
Q81230,Siemens Aktiengesellschaft,77
Q81230,Siemens bestaat in Nederland sinds 1879,77
Q81230,SAG,77
Q81230,Siemens Aktiengesellschaft  (Munich),77
Q81965,GM,86
Q23800,Capital of Malta,163
Q23800,Citta Umilissima,163
Q23800,Città Umilissima,163
Q23800,Il-Belt Valletta,163
Q23800,La Valleta,163
Q23800,La Valletta,163
Q23800,Valetta,163
Q23800,Valleta,163
Q19673,Al Gore Jr.,126
Q19673,"Albert Arnold ""Al"" Gore Jr.",126
Q19673,Albert Arnold Gore,126
Q19673,Albert Arnold Gore Jr.,126
Q19673,Albert Gore Jr.,126
Q19878,Muammar Qaddafi,173
Q19878,Gaddafi,173
Q23430,Ulan Bator,178
Q23430,Kulun,178
Q23430,East Hüree,178
Q23430,Hüree,178
Q23430,Ih Huree,178
Q23430,Khan of Urga,178
Q23430,Niislel Hüree,178
Q23430,Ulan-Bator,178
Q23430,Wulan Batuo,178
Q826,mv,270
Q826,MDV,270
Q826,🇲🇻,270
Q826,Republic of Maldives,270
Q852,L1011,39
Q852,TriStar,39
Q852,L-1011 TriStar,39
Q852,L.1011,39
Q855,Stalin,256
Q855,Koba,256
Q855,Uncle Joe,256
Q85730,Hans Friedmann,9
Q164028,Universidad de Guadalajara,15
Q164028,UdeG,15
Q164028,UdG,15
Q164028,udg.mx,15
Q164055,Tian'anmen Square,72
Q164055,Tiān’ānmén Guǎngchǎng,72
Q164111,Farah Diba,54
Q164111,Farah Diba Pahlavi,54
Q162708,Bokassa I of Central Africa,75
Q162708,Jean-Bédel Bokassa,75
Q162708,Salah Eddine Ahmed Bokassa,75
Q163239,Baluchistan,100
Q23548,NASA,171
Q107370,Thingvellir,61
Q107370,Þingvellir National Park,61
Q109010,Solna kommun,59
Q40358,AAAS,27
Q40358,aaas.org,27
Q40358,AAAS/Science,27
Q38891,Aswan High Dam,96
Q83065,"Leicester, England",111
Q83164,EIC,90
Q83164,British East India Company,90
Q83164,English East India Company,90
Q83164,John Company,90
Q924,tz,294
Q924,🇹🇿,294
Q924,tza,294
Q924,United Republic of Tanganyika and Zanzibar,294
Q924,United Republic of Tanzania,294
Q928,PH,310
Q928,RP,310
Q928,The Philippines,310
Q928,PHL,310
Q928,Republic of the Philippines,310
Q928,Philippine Islands,310
Q928,PHI,310
Q928,ph,310
Q41053,Hizbullah,111
Q41053,Hizballah,111
Q41550,OCDE,102
Q41550,OECD,102
Q41550,Organization de coopération et de développement économiques,102
Q38891,Aswan elu Dam,96
Q39109,MG,115
Q39109,Minas Gerais state,115
Q39109,Minas Gerais State,115
Q40030,RS,115
Q26590,Juárez City,83
Q26683,PLO,82
Q796,al-‘Irāq,325
Q796,🇮🇶,325
Q796,Jumhūriyyat al-‘Irāq,325
Q796,Komar-i ‘Êraq,325
Q796,Republic of Iraq,325
Q796,العراق,325
Q807,Lausanne VD,130
Q807,Olympic Capital,130
Q815,Gabriel Gonzales Videla,33
Q815,Gabriel Gonzalez Videla,33
Q815,Gabriel González Videla,33
Q169889,ABC,93
Q43106,Zambezi,103
Q43106,Zambesi,103
Q43106,Zambeze,103
Q172872,TRL,86
Q172872,TRY,86
Q172872,₺,86
Q974,Congo,303
Q974,Zaire,303
Q974,cd,303
Q974,D.R.C.,303
Q974,COD,303
Q974,DRC,303
Q974,🇨🇩,303
Q974,Congo (Kinshasa),303
Q974,Congo-Kinshasa,303
Q974,Dem. Rep. Congo,303
Q974,Dem. Republic of Congo,303
Q974,Dem. Republic of the Congo,303
Q974,Democratic Republic of Congo,303
Q974,DR Congo,303
Q902,BAN,320
Q902,bd,320
Q902,🇧🇩,320
Q902,People's Republic of Bangladesh,320
Q170170,"Convention on Wetlands of International Importance, especially as Waterfowl Habitat",76
Q166032,WaPo,94
Q166032,WAPO,94
Q166032,washingtonpost.com,94
Q167049,American University Washington College of Law,4
Q168057,Krajowa,88
Q168515,The U,42
Q168515,UU,42
Q113034,Fderick,26
Q113034,Fort Gouraud,26
Q116685,Tsana,70
Q116685,Lake Dembea,70
Q116685,T’ana Hāyk,70
Q116685,Ṭana Ḥäyq,70
Q116736,Fernando Belaunde Terry,41
Q117714,Anambra,52
Q83164,"United Company of Merchants of England, Trading to the East Indies",90
Q84186,Ivan D. Illich,51
Q84186,Ivan Dominic Illich,51
Q25344,Chf,95
Q25344,CHF (Swiss Franc),95
Q25344,Confœderatio Helvetica Franc,95
Q25344,Franc suisse,95
Q25344,Franco svizzero,95
Q25344,S₣,95
Q25344,Schweizer Franken,95
Q25344,Swiss franco,95
Q25344,Swiss francs,95
Q25344,Swiss Frank,95
Q25344,Swiss Franken,95
Q25417,DKK,79
Q25417,kr,79
Q25417,Krone (1873-date),79
Q26590,Juárez,83
Q170075,Economic and Social Council,72
Q170075,CESNU,72
Q170075,CÉSNU,72
Q170075,Conseil économique et social des Nations unies,72
Q170075,ECOSOC,72
Q41595,The Hindustan Times,36
Q41718,Emiliano Zapata Salazar,92
Q173476,Cummins Inc.,25
Q173476,"Cummins, Inc.",25
Q174158,The Hebrew University of Jerusalem,86
Q174158,ha-Universiṭah ha-ʻIvrit bi-Yerushalayim,86
Q174158,Al-Jami'ah al-Ibriyyah fi al-Quds,86
Q174158,Ha-Universita ha-Ivrit bi-Yerushalayim,86
Q174158,Hebrew University,86
Q174158,HUJI,86
Q25228,ai,156
Q25228,🇦🇮,156
Q25228,Malliouhana,156
Q25344,Franc,95
Q40358,A. A. A. S.,27
Q41053,Lebanese Hezbollah,111
Q41053,Lebanese Hizbullah,111
Q127856,"Beverly Hills, CA",97
Q127856,"Beverly Hills, California",97
Q127856,City of Beverly Hills,97
Q127868,M.G.R,32
Q127868,Makkal Thilagam,32
Q127868,Marudhur Gopalan Ramachandran,32
Q127868,Maruthur Gopala Menon Ramachandran,32
Q127868,Ponamana Chemal,32
Q127868,Puratchi Thalaivar,32
Q95307,Major Tom,11
Q95307,Dr. Thomas Enders,11
Q95307,Dr. Tom Enders,11
Q95307,Thomas Enders,11
Q95845,"Offergeld, Rainer",7
Q97051,Karl Otto Pohl,7
Q99829,Zhao Zi Yang,58
Q99829,Zhaoziyang,58
Q103099,Wolfgang Gaston Friedmann,5
Q105037,El Callao,71
Q105037,Callao city,71
Q27222,Ras Tannurah,27
Q131248,LKY,110
Q131248,Harry Lee,110
Q131248,Li Guangyao,110
Q131248,MM Lee,110
Q28218,"Baton Rouge, LA",122
Q28218,"Baton Rouge, La.",122
Q28218,"Baton Rouge, Louisiana",122
Q28218,Baton-Rouge,122
Q29179,Franco,127
Q989,Pope John Paul II,198
Q989,Saint John Paul II,198
Q989,Karol Józef Wojtyła,198
Q989,Karol Wojtyla,198
Q989,Karol Wojtyła,198
Q989,Pope Saint John Paul II the Great,198
Q171675,Satadree,67
Q171675,Satluj River,67
Q171675,Sutlej River,67
Q43509,GYE,107
Q43509,Santiago de Guayaquil,107
Q989,PES João Paulo II,198
Q1005,gm,274
Q1005,Gambia,274
Q1005,GAM,274
Q1005,🇬🇲,274
Q1005,Islamic Republic of the Gambia,274
Q1005,Republic of The Gambia,274
Q1007,GBS,271
Q1007,gw,271
Q1007,🇬🇼,271
Q1007,Republic of Guinea-Bissau,271
Q928,🇵🇭,310
Q929,CAF,281
Q929,CAR,281
Q929,Centrafrique,281
Q929,cf,281
Q929,🇨🇫,281
Q929,Ködörösêse tî Bêafrîka,281
Q929,Republique centrafricaine,281
Q929,République centrafricaine,281
Q42362,Maranhao,107
Q42362,Maranhao State,107
Q42824,MT,107
Q42824,Mato Grosso State,107
Q1014,LBR,270
Q1014,lr,270
Q1014,🇱🇷,270
Q1014,Republic of Liberia,270
Q1025,MTN,280
Q1025,mr,280
Q1025,Mauretania,280
Q43196,Cin City,126
Q43196,"Cincinnati, OH",126
Q43196,"Cincinnati, Ohio",126
Q43196,Cincy,126
Q43196,Cinti,126
Q43233,ES,101
Q43233,Espiritu Santo,101
Q168515,Deseret University,42
Q168515,The University of Utah,42
Q168515,U. of U.,42
Q168515,University of Deseret,42
Q168515,University of the State of Deseret,42
Q168515,Utah University,42
Q168515,utah.edu,42
Q168517,Ismail Seregeldin,15
Q168751,Duke,72
Q168751,Duke U,72
Q168751,duke.edu,72
Q168751,Visroom,72
Q30487,M. Gorbachev,190
Q30487,M.S. Gorbachev,190
Q30487,Mikhail Sergeevich Gorbachev,190
Q30487,Mikhail Sergeyevich Gorbachev,190
Q30487,Mikhail Sergeyevich Gorbachyov,190
Q1025,Agawej,280
Q1025,Gannaar,280
Q1025,Gànnaar,280
Q1025,Islamic Republic of Mauritania,280
Q1025,Moritani,280
Q1025,🇲🇷,280
Q1025,Muritanya,280
Q1025,Murutaane,280
Q1028,ma,306
Q1028,MAR,306
Q1028,Marocco,306
Q1028,Maroc,306
Q1028,🇲🇦,306
Q1028,al-Maġrib,306
Q1028,Kingdom of Morocco,306
Q1028,Lmaġrib,306
Q178835,Heliopolis,77
Q178835,Baalbec,77
Q178835,Baalbeck,77
Q178835,Balbec,77
Q178848,Notre Dame,54
Q178848,Notre Dame University,54
Q178848,University of Notre Dame du Lac,54
Q178848,"University of Notre Dame, South Bend",54
Q179528,Delta n-Nīl,67
Q179528,ed-Delta,67
Q29179,El Caudillo,127
Q29179,Francisco Franco Bahamonde,127
Q29179,Francisco Franco y Bahamonde,127
Q29179,Francisco Paulino Hermenegildo Teodulo Franco y Bahamonde,127
Q29179,General Franco,127
Q29179,Generalisimo,127
Q29179,Generalísimo,127
Q1044,Republic of Sierra Leone,268
Q1044,sl,268
Q1044,🇸🇱,268
Q1044,SLE,268
Q1047,Nehru,174
Q1047,Pandit Nehru,174
Q1156,Bombay,213
Q1177,HP,131
Q1177,H. P.,131
Q1177,Himachal,131
Q131262,Bologna University,85
Q131262,UNIBO,85
Q131262,unibo.it,85
Q131262,Universita di Bologna,85
Q131262,Università di Bologna,85
Q131626,Smithsonian,66
Q177882,฿,74
Q177882,tical,74
Q177882,THB,74
Q177882,Siamese tical,74
Q177882,Thai baht,74
Q43303,El-Hajj Malik El-Shabazz,129
Q43303,Malachi Shabazz,129
Q43303,Malcolm Little,129
Q43303,Malcolm Shabazz,129
Q43233,Espirito Santo state,101
Q43233,Espirito Santo State,101
Q43235,RO,107
Q43235,Rondonia state,107
Q43235,Rondonia State,107
Q43278,Mosi-oa-Tunya,104
Q43278,Mosi-oa-Tunya / Victoria Falls,104
Q129399,Charles William Whalen Jr,7
Q129399,Charles William Whalen Jr.,7
Q130268,Haut-Katanga,41
Q131005,AF,83
Q131005,Air Charter International,83
Q131005,Airfrance,83
Q131005,AIRFRANCE,83
Q131005,Atlas-Gruppe,83
Q131005,Cie Nationale Air France,83
Q131005,Compagnie Nationale Air France,83
Q131005,Société Aerienne Francaise d'Affretement,83
Q131005,Societe Air France,83
Q131005,Société Air France,83
Q131005,Societe Air France SA,83
Q131005,"Société Air France, S.A.",83
Q31249,KSU,28
Q31249,K-State,28
Q31249,Kansas Agricultural College,28
Q31249,Kansas State,28
Q31249,Kansas State Agricultural College,28
Q31249,k-state.edu,28
Q31581,UET,18
Q31581,OPQT,18
Q31581,Samungli Airport,18
Q32746,NTU,45
Q32746,NATAU,45
Q180865,utoronto.ca,78
Q181114,Chrysler Corporation,61
Q181114,Chrysler LLC,61
Q181114,FCA US,61
Q172691,Great Indian Desert,76
Q172691,Indian Desert,76
Q146906,Husein I,73
Q146906,Hussein bin Talal,73
Q146906,King Hussein bin Talal,73
Q182000,UNCTAD,56
Q123987,Sadruddin Aga Khan,20
Q124953,Hanna Gray,8
Q124953,Hanna H. Gray,8
Q124953,Hannah Holborn Gray,8
Q124993,Leopoldo Fortunato Galtieri Castelli,52
Q125139,Benjamin Henry Sheares,28
Q125623,Kinnaird College,7
Q126726,GCU,8
Q126726,GC University Lahore,8
Q174710,UCLA,80
Q174710,Los Angeles University of California,80
Q174710,State Normal School at Los Angeles,80
Q174710,UC Los Angeles,80
Q174710,ucla.edu,80
Q174710,University of California at Los Angeles,80
Q174710,University of California Los Angeles,80
Q174710,University of California Southern Branch,80
Q174710,University of California-Los Angeles,80
Q33946,CSFR,151
Q33946,cs,151
Q1065,the U.N.,331
Q1065,the UN,331
Q1065,United Nations Organization,331
Q151510,Ruprecht-Karls-Universität Heidelberg,78
Q151510,University of Heidelberg,78
Q1047,Chacha Nehru,174
Q1047,Jawaharlal Motilal Nehru,174
Q1047,Panditji,174
Q1065,U.N.,331
Q1065,UN,331
Q1065,UNO,331
Q1065,🇺🇳,331
Q131792,Orinoco,93
Q33396,Quang Ninh,50
Q33396,Quảng Ninh Province,50
Q33486,"Hartford, Connecticut",130
Q33486,"Hartford, CT",130
Q33511,Rolling Stone Japan,69
Q33511,Rolling Stone Magazine,69
Q33511,rollingstone.com,69
Q33511,RS,69
