WikidataID,itemLabel,en_description,sitelinks
Q223,Greenland,autonomous country within the Kingdom of Denmark,231.0
Q38130,League of Nations,"20th-century intergovernmental organisation, predecessor to the United Nations",111.0
Q11220,United States Navy,maritime warfare branch of the United States' military,78.0
Q1771942,United Fruit Company,American corporation,30.0
Q9212,United States Army,branch of the United States Armed Forces,76.0
Q789842,Ministry of Foreign Affairs of Italy,Italian ministry,10.0
Q41621,Haifa,third-largest city in Israel,123.0
Q578269,HM Treasury,United Kingdom government department,22.0
Q2003,Newfoundland and Labrador,province of Canada,133.0
Q176,Quebec,province of Canada,187.0
Q806950,Bank of France,central bank,35.0
Q25287,Gothenburg,second-largest city in Sweden and capital of the VÃ¤stra GÃ¶taland County,147.0
Q1076619,French Army,land warfare branch of France's military,34.0
Q33788,New Caledonia,special collectivity of France in the southwest Pacific Ocean,169.0
Q505503,Cochinchina,"historical region, southern half or third of Vietnam",33.0
Q789848,Ministry of Foreign Affairs of France,French Ministry of Foreign Affairs and International Development,18.0
Q1546449,Hellenic Army,land warfare branch of Greece's military,20.0
Q1904,Ontario,province of Canada,166.0
Q5083,Seattle,"city in and county seat of King County, Washington, United States",165.0
Q833040,Italian Navy,maritime warfare branch of Italy's military,30.0
Q145,United Kingdom,country in Western Europe,347.0
Q8652,Miami,"city in Miami-Dade County, Florida, United States",178.0
Q23482,Marseille,"commune in Bouches-du-RhÃ´ne, the second largest city of France",183.0
Q174994,Bessarabia,historical region in present-day Moldova and Ukraine,69.0
Q154950,Shell,British multinational oil company,65.0
Q1906,Caserta,italian comune,84.0
Q48195,Basra,"capital of Basra Governorate, in southern Iraq",98.0
Q213510,Belgian Congo,former Belgian colony corresponding to the modern-day Democratic Republic of the Congo,57.0
Q27381,North Africa,northernmost region of the African continent,150.0
Q5413,Yangtze,"longest river in Asia, and the third-longest in the world",150.0
Q1183,Puerto Rico,unincorporated territory of the United States,201.0
Q54954590,United Nations Disarmament Commission,,1.0
Q466039,continental Europe,"continent of Europe, excluding European islands",49.0
Q115860,Federal Reserve Bank of New York,American bank,21.0
Q310293,Saar Protectorate,"French protectorate over German Saarland, 1947â56",34.0
Q632552,French Parliament,legislative branch of France,41.0
Q2542544,Wallace S. Murray,United States ambassador,2.0
Q26,Northern Ireland,country in the northern part of the island of Ireland; part of the United Kingdom,199.0
Q319984,Italian Somalia,colony of the Kingdom of Italy in Somalia,39.0
Q8646,Hong Kong,special administrative region of China,275.0
Q806700,bank of Greece,central bank of Greece,22.0
Q48214,Near East,geographical term that roughly encompasses Western Asia,106.0
Q907674,Suzhou Creek,river in the People's Republic of China,26.0
Q696419,South Manchuria Railway,railway line in People's Republic of China,21.0
Q661364,Hongkou,"district of Shanghai, China",27.0
Q1199713,Batavia,"capital of the Dutch East Indies (1621...1942), now the city of Jakarta",17.0
Q200106,Peopleâs Liberation Army,armed forces of the People's Republic of China,73.0
Q14773,Macau,Special Administrative Region of China,212.0
Q1152171,Shanhaiguan District,district of China,15.0
Q16963,Jiangsu,province of China,116.0
Q68481,Fuzhou,"capital city of Fujian province, China",94.0
Q183644,Pravda,Soviet and Russian newspaper,65.0
Q3376770,Chinese Maritime Customs Service,former governmental agency if China,6.0
Q359990,Wuhu,"prefecture-level city in Anhui, China",53.0
Q17427,Communist Party of China,founding and ruling political party of the People's Republic of China,97.0
Q790068,Bank of China,state-owned bank in China,31.0
Q74881,Dalian,"sub-provincial city in Liaoning, China",97.0
Q646394,Kwantung Army,1919-1945 Imperial Japanese Army formation,38.0
Q19770,Sichuan,province of China,128.0
Q65,Los Angeles,"city in and county seat of Los Angeles County, California, United States; second largest city in the United States by population",257.0
Q21208,Hebei,province of China,113.0
Q46862,Hubei,province of China,124.0
Q15175,Guangdong,province of China,118.0
Q755179,People's Liberation Army Navy,maritime warfare branch of China's military,35.0
Q1025339,Gulangyu,island,31.0
Q43194,Yunnan,province of China,119.0
Q185682,French Indochina,Federal state in Southeast Asia,69.0
Q45761,Hunan,landlocked province in China,115.0
Q174091,Changsha,"capital of Hunan province, China",97.0
Q174,SÃ£o Paulo,largest city in Brazil,241.0
Q991400,Puerto Barrios,"municipality and capital of Izabal Department, Guatemala",38.0
Q610817,Bank of Brazil,Brazilian banking institution,22.0
Q500961,Secretariat of Foreign Affairs,Performs the diplomatic relations of the United Mexican States with other countries,8.0
Q163931,Comintern,political international,76.0
Q1959942,Ministry of Foreign Affairs of USSR,Soviet Union Ministry of Foreign Affairs,17.0
Q326465,Supreme Soviet of the Soviet Union,Highest legislative body in the Soviet Union,52.0
Q729082,William D. Leahy,"United States admiral, ambassador to France, Chief of Staff (1875-1959)",26.0
Q1234032,Sumner Welles,American government official and diplomat (1892-1961),16.0
Q2326941,United States Maritime Commission,US federal agency (1936â1950),6.0
Q101886,Joachim von Ribbentrop,German Foreign Minister of Nazi Germany (1893-1946),83.0
Q202171,Juho Kusti Paasikivi,7th President of Finland (1870-1956),58.0
Q345531,W. Averell Harriman,"American businessman, politician and diplomat (1891-1986)",35.0
Q1450662,Government of France,body exerting the executive power in France,32.0
Q154681,Anschluss,annexation of Austria into Nazi Germany on 12 March 1938,73.0
Q15124,South Tyrol,autonomous province of Italy,96.0
Q7785,Commonwealth of Nations,intergovernmental organisation,142.0
Q713750,West Germany,Federal Republic of Germany in the period between its formation on 23 May 1949 and German reunification on 3 October 1990,107.0
Q16957,German Democratic Republic,"1949â1990 country in central Europe, unified into modern Germany",139.0
Q2966,Heidelberg,"city in Baden-WÃ¼rttemberg, Germany",136.0
Q126148,Tangier,city in Morocco,109.0
Q132689,Casablanca,1942 American historical romance film,93.0
Q457242,Spanish Protectorate in Morocco,protectorate of Spain,36.0
Q1121819,Emirate of Transjordan,former country,38.0
Q243634,Ogasawara Islands,Japanese archipelago. northern part of Ogasawara Archipelago (Ogasawara-shotÅ),40.0
Q35581,HokkaidÅ,second largest island of Japan,147.0
Q993,Kamchatka Peninsula,peninsula in Eastern Russia between the Pacific Ocean and the Sea of Okhotsk,95.0
Q249203,People's Bank of China,central bank of the People's Republic of China,41.0
Q40285,New Guinea,island in the Pacific Ocean,126.0
Q183584,Lanzhou,"capital of Gansu province, China",94.0
Q155,Brazil,country in South America,354.0
Q1239,Indian Ocean,"ocean between Africa, Asia, Oceania and Antartica",231.0
Q1555938,Antarctic,region around the Earth's South Pole,68.0
Q3392,Nile,river in Africa and the disputed longest river in the world,217.0
Q907234,French protectorate in Morocco,1912-1956 protectorate in Northern Africa,38.0
Q11271491,George Atcheson Jr.,"United States diplomat, political advisor to the Supreme Commander for the Allied Powers (1896-1947)",7.0
Q17627345,Kweilin Incident,civilian airliner destroyed by Japanese aircraft in China in 1938,3.0
Q666349,Ta Kung Pao,Hongkong newspaper,12.0
Q5987345,International Committee of the Red Cross,"humanitarian institution based in Geneva, Switzerland, and a three-time Nobel Prize Laureate",70.0
Q1889886,Yaqui River,"river in Sonora, Mexico",22.0
Q6583,Sahara,desert in Africa,201.0
Q131555,Dodecanese,group of Greek islands in the Aegean Sea; former prefecture,72.0
Q848478,French Union,1946â1958 Political entity replacing the French colonial system,30.0
Q42200,Hainan,province of China,121.0
Q7792,Sakhalin,large Russian island in the North Pacific Ocean,106.0
Q953068,South-West Africa,"former country, a mandate of South Africa",41.0
Q5465,Cape Town,"city in the Western Cape, South Africa",187.0
Q13474305,Francoist Spain,1939-1975 Dictatorial regime emerged after Spanish civil war,44.0
Q71084,First French Empire,empire of Napoleon I of France (1804â1815),75.0
Q33935,Tel Aviv,city in Israel,168.0
Q81483,Levant,geographic and cultural region consisting of the eastern Mediterranean between Anatolia and the Sinai Peninsula,96.0
Q34820,Santo Domingo,capital of the Dominican Republic,134.0
Q352061,French North Africa,collection of territories in North Africa controlled by France,15.0
Q210682,French West Africa,French colonial federation (1895â1958),47.0
Q675983,Federal Department of Foreign Affairs,foreign affairs ministry of Switzerland,19.0
Q162843,Negev,desert and semidesert region of southern Israel,88.0
Q83067,Timor,island at the southern end of maritime Southeast Asia,91.0
Q57719,Xuzhou,"prefecture-level city in Jiangsu, China",59.0
Q16959,ÃrÃ¼mqi,"capital of Xinjiang, China",110.0
Q182852,Kunming,"capital of Yunnan province, China",101.0
Q154797,Bundestag of Germany,legislature of Germany; parliament,82.0
Q27433,Central Africa,core region of the African continent,134.0
Q43250,Gestapo,official secret police of Nazi Germany,91.0
Q695482,Fatherland Front,Austrofascist political party,22.0
Q10225,Indian National Congress,political party in India,87.0
Q4663728,Abbas Amir-Entezam,Iranian politician,6.0
Q208477,Moshe Sharett,"Israeli politician, prime minister of Israel (1894-1965)",52.0
Q2986810,Commodity Credit Corporation,U.S. government-owned corporation,5.0
Q69808,Vichy France,"client state of Nazi Germany, administering the Free Zone in southern France and French colonial possessions (1940-1944)",83.0
Q9531,BBC,public service broadcaster of the UK,125.0
Q550369,Northern Epirus,political term for a region in southern Albania inhabited by Greeks,23.0
Q11223,United States Air Force,air warfare branch of the United States Armed Forces,75.0
Q1748814,Iraq Petroleum Company,1925-1961 Iraqi oil monopoly,13.0
Q36755,Sinai Peninsula,peninsula in the Red Sea,121.0
Q163098,Eighth United States Army,formation of the United States Army,13.0
Q553522,Georges Catroux,French diplomat (1877-1969),18.0
Q609474,Joint Chiefs of Staff,body of senior uniformed leaders in the U.S. Department of Defense who advise the President on military matters,29.0
Q181978,Atlantic Charter,1941 Anglo-American policy statement defining the Allied goals for the post-war world,63.0
Q1164,Assam,Indian state,136.0
Q165862,Royal Air Force,aerial warfare service branch of the British Armed Forces,66.0
Q1263826,Middle East Command,British Army command defending the Middle East,10.0
Q647033,Supreme Headquarters Allied Expeditionary Force,"headquarters of the Commander of Allied forces in north west Europe, from late 1943 until the end of World War II",29.0
Q644730,Albert Coady Wedemeyer,United States Army general (1897-1989),14.0
Q540951,Stavka,high military command of the Russian Empire and the Soviet Union,29.0
Q1990402,Gaik Ovakimian,Soviet spy (1898-1967),5.0
Q362118,"Edward Reilly Stettinius, Jr.","American diplomat, ran Lend Lease (1900-1949)",31.0
Q2465096,Islamic Republic of Iran Army,combined regular military forces of Iran's military,19.0
Q63049,Abadan,"city in Khuzestan Province, Iran",76.0
Q11708,Southeast Asia,subregion of Asia,158.0
Q10905515,Ryukyu Islands,chain of Japanese islands,79.0
Q43100,Kashmir,"former princely state, now a disputed territory between China, India and Pakistan",114.0
Q191384,International Bank for Reconstruction and Development,"international financial institutions, sells loans to middle-income developing countries, part of the World Bank Group",47.0
Q565213,French Committee of National Liberation,provisional government of Free France,11.0
Q527341,Trans World Airlines,defunct American airline,34.0
Q268915,Dhahran,city in Saudi Arabia,50.0
Q3566218,War Manpower Commission,U.S. government agency during World War II,3.0
Q1376319,European Advisory Commission,Commission that was set up by the Allies,9.0
Q8908,Council of Europe,International organisation founded in 1949,118.0
Q170541,Eastern Bloc,group of socialist states of Central and Eastern Europe,64.0
Q716342,Allied Commission,control authorities by the Allies to control the defeated Axis countries,9.0
Q188532,Bretton Woods system,financial-economic agreement reached in 1944,55.0
Q314265,Pierre MendÃ¨s France,French politician (1907-1982),39.0
Q871308,Pemex,Mexican state-owned petroleum company,32.0
Q1384697,Export-Import Bank of the United States,American public bank,15.0
Q698099,Allied Control Council,military occupation governing body of the Allied Occupation Zones in Germany,29.0
Q314974,Allied High Commission,1949-1955 military overseers of West Germany,10.0
Q171328,Charter of the United Nations,1945 foundational treaty of the United Nations,101.0
Q1103982,United Nations Department of Political Affairs,organization,8.0
Q4503137,Semyon K. Tsarapkin,Soviet diplomat,5.0
Q228389,Voice of America,United States international broadcaster,69.0
Q679322,Saudi Aramco,Saudi Arabian petroleum and natural gas company,52.0
Q1658031,King Abdulaziz Air Base,"Royal Saudi Air Force base in Dhahran, Eastern Province, Saudi Arabia; former international airport serving Dhahran",10.0
Q6235331,John Gilchrist Inglis,British Royal Navy officer (1906-1972),1.0
Q939090,United States Atomic Energy Commission,former agency of the United States federal government,32.0
Q1967718,National Security Act of 1947,United States law restructuring its armed forces,17.0
Q1504861,United Nations Conference on International Organization,Founding conference of the United Nations,28.0
Q37470,United Nations Security Council,"one of the six principal organs of the UN, charged with the maintenance of international peace and security",117.0
Q7934280,Virginia Gildersleeve,American academic (1877-1965),9.0
Q83286,Socialist Federal Republic of Yugoslavia,federated socialist state in southeastern Europe (1945-1992),87.0
Q677422,United Nations Atomic Energy Commission,,8.0
Q1574110,"Office of Military Government, United States",United States military-established government created shortly after the end of hostilities in occupied Germany in World War II,4.0
Q49762,Christian Democratic Union,centre-right political party in Germany,86.0
Q1241,Giovanni Gronchi,3rd President of Italy (1887-1978),48.0
Q193582,French National Assembly,lower house of the French Parliament under the Fifth Republic,54.0
Q55498,Yalu River,river on the border between North Korea and China,70.0
Q2470857,Sutan Sjahrir,Prime Minister of Indonesia,20.0
Q13124,Free Democratic Party,political party in Germany,65.0
Q15180,Soviet Union,federal socialist country in Eastern Europe and Northern Asia (1922â1991),244.0
Q2463859,Jordan Valley,"valley in Israel, Palestine and Jordan",30.0
Q125761,International Civil Aviation Organization,"specialized agency of the United Nations, coordinates the international civil aviation regulations and policy",78.0
Q107292882,United Nations Committee on Contributions,,1.0
Q343350,Forrest Sherman,United States Navy Admiral and Chief of Naval Operations (1896-1951),7.0
Q391980,Free Territory of Trieste,former country,44.0
Q1238,Giuseppe Saragat,5th President of Italy (1898-1988),52.0
Q306535,Austrian State Treaty,multilateral 1955 treaty regarding the international status of Austria,37.0
Q252,Indonesia,"sovereign state in Southeast Asia situated on more than 17,000 islands",325.0
Q190949,Vietnamese Independence League,Communist Vietnamese independence movement between 1941-1951,53.0
Q771405,South Asia,southern region of Asia,153.0
Q5809,Che Guevara,Argentine Marxist revolutionary,207.0
Q881,Vietnam,sovereign state in Southeast Asia,333.0
Q7888357,United Nations Commission on Conventional Armaments,United Nations 1947 commission,4.0
Q47423,United Nations General Assembly,principal organ of the United Nations,100.0
Q255455,Jammu,"city in Jammu Division, India",59.0
Q81611,Gulf of Aqaba,gulf in the Middle East,84.0
Q180522,Aqaba,Jordanian coastal city,76.0
Q643348,Habib Bourguiba,Tunisian politician,69.0
Q305776,Abba Eban,Israeli diplomat and politician (1915-2002),36.0
Q328240,Joseph Laniel,Prime Minister of France (1889-1975),24.0
Q510610,United States European Command,unified combatant command of the United States Armed Forces responsible for the European region,23.0
Q56036,West Berlin,political enclave that existed between 1949 and 1990,63.0
Q877399,North Atlantic Treaty,treaty,52.0
Q37327543,Guidotti,family name,2.0
Q312046,Alexandros Papagos,Greek military leader and politician (1883-1955),33.0
Q455637,Spiridon Markezinis,Greek politician (1909-2000),20.0
Q922158,United Nations Military Observer Group in India and Pakistan,United Nations Observer Mission,16.0
Q781138,Muhammad Zafarullah Khan,Pakistani diplomat (1893-1985),26.0
Q213500,Ralph Bunche,American diplomat (1904-1971),59.0
Q7888362,United Nations Conciliation Commission,UN group to mediate the Arab-Israeli conflict,3.0
Q1019520,Binh Xuyen,BÃ¬nh XuyÃªn,9.0
Q10389,Bandung,"city and capital of West Java, Indonesia",98.0
Q209055,Torquay,"town in Devon, England",50.0
Q944947,North Atlantic Council,NATO's political body,26.0
Q4998372,Bureau of European and Eurasian Affairs,U.S. State Department division,4.0
Q39760,Gaza Strip,region on the eastern coast of the Mediterranean Sea,139.0
Q483268,Republic of Korea Army,land warfare branch of South Korea's military,20.0
Q482864,United Nations Command,multinational forces supporting South Korea during and after the Korean War,17.0
Q2862267,Korean Armistice Agreement,"armistice signed July 27, 1953 ending hostilities in Korean War",25.0
Q689450,European Defence Community,,29.0
Q7079202,Office of Defense Mobilization,"was an independent agency of the United States government whose function was to plan, coordinate, direct and control all wartime mobilization activities of the federal government",3.0
Q6944182,Mutual Security Act,,4.0
Q976887,Operation PBFortune,covert CIA operation in Guatemala,28.0
Q7889897,United States Foreign Operations Administration,,1.0
Q1414246,National Security Advisor,White House advisory position,30.0
Q641983,Federal Civil Defense Administration,government agency,2.0
Q362442,Arthur William Radford,United States naval aviator (1896-1973),13.0
Q11781252,Military Assistance Advisory Group,,5.0
Q7387469,S. Everett Gleason,American historian,3.0
Q31113,Kuomintang,Political party in Taiwan,85.0
Q2738088,Vietnamese National Army,military unit,7.0
Q3845,Western New Guinea,western half of the island of New Guinea,61.0
Q3272157,William Fechteler,United States Navy admiral,9.0
Q6944159,Mutual Defense Treaty,defense treaty,5.0
Q622778,Tonkin,"northern part of Vietnam, to the west of the Gulf of Tonkin",35.0
Q17027727,"United Nations Command, Military Armistice Commission, Korea",multinational forces commission to defend the ceasefire in the Korean Conflict,
Q4693934,Agricultural Trade Development and Assistance Act of 1954,,2.0
Q604897,Battle of Dien Bien Phu,decisive Viet Minh victory over the French near the end of the First Indochina War,56.0
Q309202,Camp David,country retreat of the President of the United States,39.0
Q858887,Pathet Lao,left-wing national liberation movement of Laos,40.0
Q174423,National Front for the Liberation of South Vietnam,guerrilla movement during the Vietnam War,59.0
Q5266700,Development Loan Fund,former lending arm of the U.S. International Cooperation Administration,1.0
Q346658,Arturo Frondizi,President of Argentina,40.0
Q127730,Arleigh Burke,United States Navy admiral and Navy Cross recipient,16.0
Q215062,Mary Todd Lincoln,wife of Abraham Lincoln and First Lady of the United States (1818-1882),46.0
Q214758,Dean Acheson,American statesman and lawyer (1893-1971),49.0
Q369360,Lucius D. Clay,United States general (1897-1978),21.0
Q215939,Johann Heinrich von Bernstorff,German diplomat and politician (1862-1939),13.0
Q335187,"Edward Grey, 1st Viscount Grey of Fallodon",British Liberal statesman (1862-1933),41.0
Q223183,Peter II of Yugoslavia,Last King of Yugoslavia (1923-1970),49.0
Q77161,Hans Morgenthau,American political scientist (1904-1980),48.0
Q152274,Edvard BeneÅ¡,Czechoslovak politician (1884-1948),66.0
Q205545,Eleftherios Venizelos,Greek politician (1864-1936),58.0
Q243705,"Robert Gascoyne-Cecil, 3rd Marquess of Salisbury",British politician and prime minister (1830-1903),60.0
Q314826,Henry L. Stimson,United States Secretary of War (1867-1950),39.0
Q285865,Joseph Paul-Boncour,French politician (1873-1972),25.0
Q2893138,RenÃ© Massigli,French diplomat,7.0
Q518576,AndrÃ© FranÃ§ois-Poncet,French diplomat (1887-1978),15.0
Q78570,Otto Neurath,"Austrian economist, philosopher and sociologist (1882-1945)",42.0
Q274344,Ãdouard Herriot,French Radical politician (1872-1957),48.0
Q170357,Maxime Weygand,French General (1867-1965),40.0
Q317243,Allen Welsh Dulles,first civilian and longest-serving Director of Central Intelligence (DCI),38.0
Q3267622,Joseph Grew,"American diplomat, U.S. ambassador to Japan (1880-1965)",17.0
Q5498264,Frederick Leith-Ross,British economist,2.0
Q151691,Hjalmar Schacht,"German economist, banker, politician and president of the Reichsbank (1877-1970)",51.0
Q41749,Joseph Goebbels,German Nazi politician and Propaganda Minister (1897-1945),124.0
Q728875,Konstantinos Tsaldaris,Prime Minister of Greece (1884-1970),21.0
Q156058,George F. Kennan,"American advisor, diplomat, political scientist and historian (1904-2005)",55.0
Q298317,Ãsten UndÃ©n,"Swedish professor, politician and cabinet minister (1886-1974)",16.0
Q5489280,Frank Ross McCoy,United States Army general (1874-1954),5.0
Q20148,Chang HsÃ¼eh-liang,ruler of Manchuria,30.0
Q716051,T. V. Soong,Chinese politician (1891-1971),26.0
Q116127,KichisaburÅ Nomura,Japanese politician (1877-1964),15.0
Q701897,Sun Fo,Chinese politician (1891-1973),14.0
Q317462,Wellington Koo,Republic of China diplomat (1888-1985),37.0
Q447077,Mamoru Shigemitsu,Japanese diplomat and politician in the Empire of Japan (1887-1957),26.0
Q16574,Chiang Kai-shek,Chinese politician and military leader (1887-1975),127.0
Q132899,Vyacheslav Molotov,Soviet politician and Minister of Foreign Affairs (1890-1986),89.0
Q631416,H. H. Kung,Chinese banker (1881-1967),22.0
Q173347,Ãamon de Valera,3rd President of Ireland (1882-1975),68.0
Q220105,Galeazzo Ciano,Italian politician (1903-1944),52.0
Q549431,Jorge Ubico,President of Guatemala (1878-1946),26.0
Q727208,JosÃ© MarÃ­a Moncada Tapia,President of Nicaragua (1870-1945),19.0
Q156844,GetÃºlio Vargas,President of Brazil (1882-1954),67.0
Q365703,Gerardo Machado,President of Cuba (1871-1939),28.0
Q152474,Rafael Trujillo,President of the Dominican Republic (1891-1961),56.0
Q5628234,H. Freeman Matthews,American diplomat,5.0
Q886213,Stenio Vincent,StÃ©nio Vincent was a President of Haiti. (1874-1959),16.0
Q7051917,Norman Armour,American diplomat,3.0
Q334207,Francis Burdett,British politician (1770-1844),16.0
Q4464085,Oleg Troyanovsky,Soviet diplomat,8.0
Q202979,Cordell Hull,"American politician, U.S. Secretary of State from 1933 to 1944",57.0
Q1133016,SaburÅ Kurusu,Japanese diplomat,15.0
Q734436,"William Christian Bullitt, Jr.",American diplomat,17.0
Q5353813,Elbridge Durbrow,American diplomat (1903-1997),3.0
Q450751,Henry Morgenthau Jr.,American politician (1891-1967),31.0
Q155860,Andrey Vyshinsky,"Soviet politician, jurist and diplomat (1883-1954)",45.0
Q3127949,Harry E. Yarnell,United States Navy admiral,7.0
Q99237490,Joseph C. Green,American diplomat and professor,1.0
Q362673,Yvon Delbos,French politician (1885-1956),12.0
Q776165,Charles E. Bohlen,American diplomat,13.0
Q6131442,James Clement Dunn,American diplomat (1890-1979),7.0
Q4475292,Konstantin Umansky,Soviet diplomat (1902-1945),9.0
Q213526,Ãdouard Daladier,French politician (1884-1970),58.0
Q184267,Andrei Gromyko,Soviet diplomat,70.0
Q6228198,John D. Hickerson,American diplomat,5.0
Q944314,Laurence Steinhardt,American diplomat,11.0
Q83396,Eleanor Roosevelt,"American politician, diplomat, activist; First Lady of the United States (1884-1962)",128.0
Q11734,Engelbert Dollfuss,Austrian Christian Social and Patriotic Front statesman (1892-1934),57.0
Q357499,Key Pittman,American politician (1872-1940),12.0
Q1452949,"Frederick Millar, 1st Baron Inchyra",British diplomat (1900-1989),4.0
Q2492,Konrad Adenauer,"German politician, Chancellor of West Germany (1949â1963), Zentrum and CDU",131.0
Q5944821,Lincoln MacVeagh,American diplomat,5.0
Q5128733,Claude Gernade Bowers,American politician,6.0
Q735400,Edwin Barclay,Liberian politician (1882-1955),20.0
Q171684,Rhee Syng-man,first president of South Korea (1875-1965),83.0
Q1187958,Lan Yu,Chinese general (1330-1393),10.0
Q699698,Yan Xishan,Chinese general (1883-1960),23.0
Q159700,Jean Monnet,French political economist regarded by as a chief architect of European unity (1888-1979),56.0
Q1093714,Josephus Daniels,American diplomat (1862-1948),16.0
Q616124,R. Walton Moore,American politician (1859-1941),7.0
Q360809,Adolf A. Berle,American diplomat (1895-1971),13.0
Q650211,Juan Bautista Sacasa,President of Nicaragua (1874-1946),20.0
Q64852059,Sidnei Aranha,politician from Brazil,0.0
Q263884,Camille Chautemps,French politician (1885-1963),27.0
Q957575,"Philip Kerr, 11th Marquess of Lothian","British politician, diplomat and newspaper editor (1882-1940)",11.0
Q5407182,Eugene Hoffman Dooman,Counselor at the United States Embassy in Tokyo (1890-1969),2.0
Q455655,Henri Queuille,French Prime Minister (1884-1970),26.0
Q311293,John Connally,politician (1917-1993),36.0
Q738635,Kurt Schuschnigg,Chancellor of Austria (1897-1977),50.0
Q315594,Fumimaro Konoe,Japanese politician (1891-1945),43.0
Q698368,Chen Lifu,Chinese politician (1900-2001),13.0
Q116736,Fernando BelaÃºnde Terry,President of Peru (1912-2002),41.0
Q318508,AndrÃ©s Manuel LÃ³pez Obrador,president of Mexico,81.0
Q2063424,Robert Abercrombie Lovett,politician and United States Navy officer,18.0
Q200085,Pietro Badoglio,Italian general during both World Wars and a Prime Minister of Italy (1871-1956),61.0
Q43067,Heinrich Himmler,German Nazi politician; leader of the SS and main architect of the Holocaust (1900-1945),107.0
Q151917,Giorgos Papandreou,Greek politician,60.0
Q784822,Eelco van Kleffens,Dutch politician (1894-1983),13.0
Q22303,Wang Jingwei,"Chinese politician, leader of Wang Jingwei regime (1883-1944)",39.0
Q8316069,Li Zuocheng,Chinese general,8.0
Q5816,Mao Zedong,1st Chairman of the Central Committee of the Chinese Communist Party,201.0
Q1503,Manuel L. Quezon,2nd President of the Philippines (1935â1944),53.0
Q296718,LÃ¡zaro CÃ¡rdenas,President of Mexico (1895-1970),53.0
Q333426,"Edward Wood, 1st Earl of Halifax",British politician (1881-1959),40.0
Q155691,Paul-Henri Spaak,Belgian politician (1899-1972),50.0
Q2378638,Sosthenes Behn,American businessman; founder of International Telephone & Telegraph,3.0
Q172183,Chaim Weizmann,"Zionist leader, 1st president of Israel (1874-1952)",65.0
Q151509,Ibn Saud,Founder and King of Saudi Arabia,85.0
